"Evaluations","Fitness"
1,3292.95994332451
2,2308.45424944408
16,2070.50821932257
99,2054.89701977617
199,2043.53437727841
365,1962.96471776988
465,1915.9077050451
638,1738.39481429155
762,1583.69966037162
1521,1546.03985425377
1712,1327.48736636719
3617,1266.32534390271
4296,1245.94912343899
4396,1142.86951431812
4967,1139.74927263827
5901,1023.01000348017
6837,902.87562786105
7258,894.438458228118
7887,877.594069300256
8407,853.680832303348
9358,847.938614679423
9362,805.681931325528
9458,724.637070670203
10657,695.690203749437
11413,680.423581144663
11465,671.923263926467
12079,660.82967055644
12179,652.143605242216
12531,642.451652060272
12631,605.318213202609
14479,541.309249542391
16243,526.960121979796
16707,441.017816047295
18187,366.154315693388
18965,273.718705719649
21986,249.028639079491
22878,238.182938202147
24151,224.446162454812
24382,212.63276933129
24396,184.1591114279
25746,182.573486206981
27653,161.653118049017
28408,141.699140578984
29937,125.635426619775
31402,124.098886000125
32459,115.392131015078
32559,113.572199272827
32909,107.105246689643
34408,105.476049383855
34575,104.692416343447
34706,101.630386260769
35901,101.151109497047
35912,90.0048242091754
36075,83.6183239141452
39694,82.0781644140538
39794,79.2035296685586
39991,73.7560514581433
41902,71.4255731306762
42955,67.0891418675141
43105,66.112647244348
44005,65.3429345122485
