Evaluations,Fitness
1,(np.float64(3117.413202390068),)
2,(np.float64(3117.3367710141383),)
6,(np.float64(3116.505992011938),)
8,(np.float64(3116.3778351783876),)
10,(np.float64(3116.1545576078206),)
15,(np.float64(3116.0913279258857),)
28,(np.float64(3114.39756188442),)
1050,(np.float64(3114.3559064377832),)
1204,(np.float64(3114.2115043930057),)
1205,(np.float64(3113.101553090129),)
1229,(np.float64(3112.8887057534926),)
1330,(np.float64(3112.6177619221066),)
1424,(np.float64(3112.2113105854432),)
1645,(np.float64(3112.1156332370615),)
2181,(np.float64(3111.0046524304025),)
2423,(np.float64(3108.844109604821),)
2428,(np.float64(3106.7068905723418),)
3630,(np.float64(3099.038993476841),)
3734,(np.float64(3098.727042924336),)
4032,(np.float64(3096.8719887764782),)
4424,(np.float64(3094.7476722443353),)
4805,(np.float64(3086.577445033695),)
4837,(np.float64(3083.844299213361),)
4849,(np.float64(3076.4184832256265),)
5300,(np.float64(3073.6906065710605),)
5964,(np.float64(3072.5743987416836),)
6005,(np.float64(3070.226150079064),)
6009,(np.float64(3068.2919536666727),)
6015,(np.float64(3056.0737495099115),)
6163,(np.float64(3053.001693273256),)
6304,(np.float64(3051.307337338628),)
6334,(np.float64(3041.9540501551583),)
6814,(np.float64(3036.775802681189),)
7109,(np.float64(3029.991910990116),)
7204,(np.float64(3027.6121134873533),)
7219,(np.float64(3016.050605600864),)
7230,(np.float64(2982.525685656882),)
7283,(np.float64(2949.648773587315),)
8420,(np.float64(2872.0274741917297),)
8453,(np.float64(2856.5176089714537),)
8458,(np.float64(2813.06184409136),)
9610,(np.float64(2798.149046623531),)
9611,(np.float64(2770.195855974287),)
9630,(np.float64(2707.611892145177),)
9634,(np.float64(2632.4158352481063),)
9697,(np.float64(2581.3465423288017),)
9774,(np.float64(2558.402383016355),)
9833,(np.float64(2515.2437845240906),)
10819,(np.float64(2420.4686063868667),)
10821,(np.float64(2416.3706336628934),)
10835,(np.float64(2243.9325646409247),)
10901,(np.float64(2223.9042463724268),)
10918,(np.float64(2183.0719974154777),)
11581,(np.float64(2182.026368724642),)
12012,(np.float64(1982.301003696881),)
12028,(np.float64(1894.307697085342),)
12058,(np.float64(1874.276650154729),)
12109,(np.float64(1650.3663779060532),)
12678,(np.float64(1482.6373182726152),)
13214,(np.float64(1196.6047380194311),)
13251,(np.float64(1062.6488122657538),)
13387,(np.float64(1049.4976548182494),)
13446,(np.float64(801.7259463500466),)
37799,(np.float64(745.8788924709069),)
41612,(np.float64(736.3998990496209),)
42196,(np.float64(586.9140443652738),)
43446,(np.float64(577.0873496829307),)
44178,(np.float64(537.038910928975),)
44761,(np.float64(462.36660523139363),)
46068,(np.float64(450.92992199230906),)
46112,(np.float64(442.21213498895315),)
46137,(np.float64(384.62748464808624),)
47872,(np.float64(374.8289690943105),)
48044,(np.float64(371.3030840843248),)
48289,(np.float64(357.7751624741326),)
48358,(np.float64(347.84714020978765),)
49241,(np.float64(339.9525843279942),)
50349,(np.float64(312.44282886190797),)
50795,(np.float64(297.6538916398463),)
52260,(np.float64(296.874181283817),)
52289,(np.float64(276.08875681593526),)
52855,(np.float64(220.20233375551143),)
55187,(np.float64(218.73801971084396),)
56469,(np.float64(202.278760878568),)
56575,(np.float64(195.27101722534996),)
58873,(np.float64(193.06281204439617),)
59167,(np.float64(181.7592068127561),)
59342,(np.float64(174.64104789410527),)
59484,(np.float64(168.77038022202632),)
60007,(np.float64(160.20904171779),)
60029,(np.float64(158.32779139472024),)
60125,(np.float64(152.41392221909024),)
61418,(np.float64(142.00237388882246),)
61528,(np.float64(133.69765789495085),)
62634,(np.float64(118.04499227462153),)
62992,(np.float64(114.80375372275033),)
63625,(np.float64(104.36534106710361),)
65532,(np.float64(99.05694239974957),)
66005,(np.float64(95.50162717367793),)
66361,(np.float64(92.7357533390347),)
66996,(np.float64(91.01157266143399),)
67406,(np.float64(87.92834619666915),)
67522,(np.float64(77.85996320993236),)
69150,(np.float64(77.7594961534353),)
69898,(np.float64(70.29270626914544),)
71187,(np.float64(64.03321576334935),)
72583,(np.float64(62.831052127161946),)
72590,(np.float64(50.897426738428194),)
73430,(np.float64(46.3796270009476),)
75894,(np.float64(44.88860279720095),)
76722,(np.float64(44.86662223508272),)
77611,(np.float64(42.524871143949966),)
78097,(np.float64(40.869823253025665),)
