Evaluations,Fitness
1,(166260.66971648962,)
4,(166064.90541803194,)
11,(165843.07124855425,)
19,(151466.88454596078,)
65,(86435.5166252319,)
373,(82047.42961738023,)
375,(57791.148911886696,)
484,(53161.854731818974,)
517,(48399.46207180197,)
697,(33679.94564330418,)
807,(29433.954634829308,)
896,(29025.165737309315,)
906,(25284.923000661027,)
992,(25019.957458839497,)
1035,(24980.10386413527,)
1107,(22899.978611000966,)
1114,(22515.805439605305,)
1115,(20499.64102488138,)
1258,(16901.149126072454,)
1382,(16777.421053689457,)
1433,(16205.771590476077,)
1438,(16166.531956205692,)
1479,(16062.866310106316,)
1484,(14975.972752030613,)
1509,(14160.21226792659,)
1561,(14083.574525310916,)
1588,(14059.855249601864,)
1609,(13583.346870266918,)
1621,(13564.327203555446,)
1641,(13251.250313956385,)
1660,(12796.154881373403,)
1671,(12503.908914844727,)
1699,(12271.33675007265,)
1718,(12159.62594368768,)
1730,(11789.75039741863,)
1796,(11718.798524874423,)
1847,(11619.189962140634,)
1853,(11547.178675743942,)
1880,(10884.701374289878,)
1944,(10861.448553426628,)
1968,(10482.180710567205,)
1971,(10253.115051384695,)
2055,(9905.816197276092,)
2066,(9644.249528509472,)
2090,(9513.24912201604,)
2184,(9409.173588307478,)
2188,(8860.382498927669,)
2283,(8714.990378597657,)
2297,(8706.396150765726,)
2331,(8685.462360598165,)
2358,(8527.791749754098,)
2376,(8495.535146588902,)
2401,(8007.409198927784,)
2473,(7949.7010943278765,)
2487,(7929.566161065516,)
2499,(7870.7083831286245,)
2507,(7704.375627764757,)
2577,(7649.619849144753,)
2599,(7590.506894627139,)
2610,(7580.443648052657,)
2639,(7415.501397909614,)
2654,(7390.322766614844,)
2680,(7319.006263414308,)
2686,(7148.954306929625,)
2723,(6873.0551295095875,)
2786,(6782.851216381668,)
2947,(6712.328939740769,)
2952,(6629.161461124476,)
2992,(6488.007787294886,)
3053,(6468.223544933239,)
3059,(6320.865544947237,)
3071,(6283.799280355165,)
3073,(6154.6164861964935,)
3172,(6056.9578436825705,)
3189,(5908.6662110205625,)
3269,(5805.575599168502,)
3337,(5767.220475690769,)
3351,(5664.771969235968,)
3359,(5577.208169894873,)
3398,(5570.337256768252,)
3401,(5453.063162230636,)
3458,(5443.157516866505,)
3493,(5336.377464975508,)
3500,(5218.2370066672775,)
3532,(5147.215068533796,)
3534,(5133.865893401236,)
3589,(5098.006141707229,)
3593,(4881.681027987465,)
3678,(4715.587166275696,)
3788,(4688.545698083557,)
3837,(4578.1675307728265,)
3895,(4565.430176176215,)
3919,(4548.612554278472,)
3930,(4538.890692976046,)
3933,(4340.274142807251,)
3945,(4283.878260254179,)
4011,(4271.084074405754,)
4020,(4194.159452749153,)
4060,(4162.526808343213,)
4078,(4148.6514192392315,)
4099,(3932.5792759169963,)
4109,(3918.6711618444133,)
4188,(3899.518092521591,)
4257,(3831.457068114521,)
4298,(3826.2983762750223,)
4301,(3798.6650350383284,)
4308,(3797.233809207157,)
4317,(3782.6232714772364,)
4333,(3782.482142977078,)
4334,(3731.299277854379,)
4384,(3728.111677432754,)
4450,(3694.349874409384,)
4476,(3559.4320940580665,)
4540,(3532.239759719632,)
4557,(3470.6251926408786,)
4600,(3454.79894368341,)
4626,(3436.886234684191,)
4648,(3374.1932355747986,)
4709,(3331.290472964614,)
4742,(3272.4938709780563,)
4761,(3263.304368006164,)
4765,(3221.0176904303794,)
4848,(3220.9574628596456,)
4850,(3220.2445016065403,)
4851,(3213.4800237547047,)
4857,(3210.320295390472,)
4863,(3203.741606010225,)
4887,(3163.6573471467236,)
4904,(3152.0665869829177,)
4920,(3133.7041799515077,)
4950,(3129.3297255119837,)
4974,(3066.2656220154704,)
5000,(2995.11837506663,)
5051,(2966.8710666117245,)
5074,(2951.547188319603,)
5095,(2910.2239051322626,)
5169,(2852.427737723311,)
5217,(2846.326687750935,)
5283,(2792.0035533310433,)
5294,(2733.06312112945,)
5377,(2698.7597697663796,)
5402,(2675.845574085779,)
5467,(2650.0009625666758,)
5470,(2639.985172827881,)
5484,(2623.6853457893053,)
5529,(2599.2725687393354,)
5583,(2597.3852277486276,)
5592,(2587.5716442099383,)
5594,(2570.6727495045316,)
5611,(2566.7876067796283,)
5636,(2555.5103877846736,)
5638,(2534.9991592109986,)
5667,(2528.777702370363,)
5684,(2526.7828286288504,)
5702,(2508.0007971462687,)
5704,(2489.2842708591875,)
5744,(2480.734625317419,)
5774,(2475.029573491029,)
5779,(2417.031260116977,)
5810,(2393.95648807148,)
5852,(2375.5955213657485,)
5897,(2342.419409314377,)
5928,(2336.14419140326,)
5950,(2320.6998685486665,)
5978,(2309.7900217868555,)
6005,(2304.505167825162,)
6033,(2293.0182972630882,)
6079,(2276.8409675766407,)
6109,(2270.945695663143,)
6114,(2269.726175641601,)
6163,(2266.2926299828573,)
6183,(2245.552387001441,)
6237,(2223.2225511651554,)
6281,(2220.016925059793,)
6295,(2219.078202952977,)
6309,(2197.239432568678,)
6362,(2161.2825664576358,)
6378,(2100.1452617138902,)
6507,(2084.081294352022,)
6561,(2078.7425103210026,)
6571,(2078.609567173906,)
6582,(2068.413223515355,)
6623,(2053.909484823034,)
6633,(2053.6319490961946,)
6656,(1998.5157457952291,)
6664,(1990.2736009612445,)
6746,(1981.5227477050285,)
6766,(1980.7787425599706,)
6787,(1980.4358298984405,)
6788,(1966.0284874102301,)
6821,(1965.0819919170829,)
6841,(1956.7454330407782,)
6849,(1950.8119167817574,)
6894,(1948.1038489006671,)
6917,(1939.5211833760898,)
6940,(1931.2731437313823,)
6946,(1920.0127850444278,)
7007,(1892.6803249684087,)
7011,(1889.2755512296612,)
7040,(1870.3637779622482,)
7145,(1870.2811404362344,)
7156,(1859.9971765713167,)
7158,(1855.8854613492886,)
7164,(1834.9251936472574,)
7201,(1832.867320069227,)
7202,(1832.7631386169044,)
7254,(1817.9940687038536,)
7290,(1815.0922351614354,)
7312,(1797.9862798015845,)
7347,(1793.9919411360747,)
7370,(1792.4731874834706,)
7385,(1792.0993024461563,)
7390,(1789.5332163462351,)
7434,(1788.9851008400628,)
7457,(1768.513888699587,)
7494,(1767.614238410576,)
7534,(1766.116210948823,)
7536,(1741.1165872693264,)
7542,(1735.616989012661,)
7547,(1732.1948076480428,)
7592,(1711.9090553703163,)
7625,(1704.630283279294,)
7692,(1701.7677104863265,)
7711,(1699.0640380244347,)
7727,(1692.247397983563,)
7771,(1691.9987982632024,)
7792,(1688.2614263191695,)
7828,(1684.7303029719417,)
7836,(1673.8252094123136,)
7850,(1670.3196956051981,)
7857,(1664.0297690101233,)
7891,(1657.6075612911977,)
7907,(1655.7115548905424,)
7912,(1647.7771669327133,)
7921,(1647.6408755033042,)
7929,(1640.854072858363,)
7938,(1631.1640822280335,)
7973,(1630.1465963017813,)
7983,(1612.767430497673,)
8035,(1602.683507837766,)
8080,(1600.7817874197303,)
8087,(1596.8859883718549,)
8104,(1590.8336183440358,)
8113,(1590.7249955027673,)
8136,(1569.489376683076,)
8177,(1560.541795055653,)
8214,(1560.4456570356351,)
8215,(1542.85830744412,)
8239,(1531.883483019589,)
8259,(1525.65951348251,)
8321,(1518.7672962807762,)
8344,(1516.3114902355712,)
8394,(1514.4019268456234,)
8410,(1509.4796050601415,)
8461,(1506.3962159267146,)
8493,(1476.4901767534286,)
8514,(1460.7755822337344,)
8541,(1449.9073190006711,)
8577,(1442.2453886895396,)
8633,(1438.6217614513891,)
8643,(1431.228256823253,)
8680,(1430.9223585970526,)
8723,(1418.225215749181,)
8770,(1416.6141580724968,)
8806,(1415.9687065862245,)
8811,(1411.1738445327974,)
8821,(1406.79297196379,)
8854,(1396.2266402156774,)
8864,(1388.5463914625525,)
8905,(1379.4106714322959,)
8918,(1377.8207255312045,)
8974,(1371.9301821606,)
8980,(1367.0458461750823,)
9000,(1361.5546556759127,)
9009,(1355.9701976473432,)
9052,(1352.8615854254094,)
9077,(1345.8073489587982,)
9095,(1344.186843321877,)
9103,(1339.2955613956851,)
9201,(1336.222014418896,)
9214,(1329.221199787091,)
9231,(1323.820420385001,)
9240,(1321.2374843407467,)
9259,(1321.0081672954732,)
9267,(1320.647047276211,)
9269,(1320.2616291064617,)
9333,(1317.3325120483935,)
9385,(1313.959951320263,)
9415,(1307.9558004180992,)
9439,(1307.2527822001382,)
9514,(1296.3190573860315,)
9537,(1280.7887665744072,)
9564,(1277.1061811780323,)
9661,(1275.0923846130027,)
9681,(1270.337250371417,)
9682,(1265.1642066465922,)
9707,(1256.7965192247327,)
9771,(1251.289197998347,)
9783,(1246.77527110295,)
9808,(1238.2852728333141,)
9849,(1230.730640479364,)
9870,(1229.5625756081922,)
9895,(1225.4840765611502,)
9912,(1221.7291278264943,)
9914,(1212.3674413167348,)
9943,(1196.1619130182937,)
9976,(1190.3014320657985,)
10038,(1188.2871673434406,)
10058,(1182.5089982034217,)
10075,(1170.5224041065042,)
10228,(1164.5780474755552,)
10278,(1160.2505599229657,)
10306,(1148.9083236362949,)
10321,(1147.3233740630712,)
10346,(1132.5423479755436,)
10387,(1128.9531896017158,)
10389,(1121.51877593441,)
10413,(1116.9417814819744,)
10432,(1114.2875052302638,)
10447,(1114.059170663945,)
10467,(1106.9381738038678,)
10497,(1104.9258478717284,)
10626,(1094.5085558966261,)
10645,(1090.8633695750598,)
10686,(1082.1906837728723,)
10719,(1031.4780347870797,)
10764,(1026.781101044884,)
10850,(1025.9280457054297,)
10858,(1022.2373873643187,)
10867,(996.3639739782419,)
10883,(990.633127186375,)
10933,(984.5941326469574,)
10940,(978.2097081518614,)
10982,(955.6940053919279,)
11050,(947.4143262410967,)
11055,(946.1604162099329,)
11117,(945.4341788041171,)
11134,(942.8314393832218,)
11136,(927.4653184446704,)
11138,(919.0139373900364,)
11147,(894.3511115963175,)
11245,(893.3854558780458,)
11270,(892.4937335043404,)
11274,(884.6167861010503,)
11301,(874.4021232446651,)
11315,(872.9907410656941,)
11350,(866.6681562813599,)
11369,(860.6718481783181,)
11406,(858.9257566625797,)
11411,(855.2947106175363,)
11418,(849.4772974767552,)
11419,(847.1460352150782,)
11438,(845.4844691833553,)
11451,(833.3530698672683,)
11524,(832.1989427792018,)
11582,(825.3539422602302,)
11596,(824.2094123137153,)
11613,(823.6959050989353,)
11629,(814.7476088786653,)
11662,(813.1087311669496,)
11664,(808.1711863756979,)
11670,(799.7431940008871,)
11796,(798.6123657022139,)
11804,(797.5761916684555,)
11809,(796.3387803934367,)
11854,(793.5186940281397,)
11858,(785.4433958864153,)
11891,(779.6437385353306,)
12034,(773.778235602486,)
12067,(770.3725959913693,)
12071,(767.7900494556266,)
12171,(767.5621742237687,)
12184,(765.9948841371403,)
12188,(763.2921753339422,)
12193,(760.1460759901131,)
12229,(759.1688737204765,)
12277,(755.5259648242737,)
12373,(745.2047294125151,)
12449,(745.132262885029,)
12459,(742.258787990745,)
12477,(736.4462240420629,)
12503,(732.1933437993957,)
12557,(728.5097877789786,)
12580,(722.9593613687754,)
12592,(722.7807942940314,)
12599,(719.6581873344027,)
12640,(716.7829171764882,)
12650,(715.6077676482051,)
12690,(714.9836649487789,)
12710,(710.1487670239203,)
12717,(709.2817173211419,)
12774,(707.7578402470864,)
12805,(707.6339019792288,)
12810,(704.9393055422441,)
12817,(703.0473122102027,)
12824,(691.9970935734543,)
12884,(690.4244184108769,)
12944,(687.5800756928131,)
13003,(684.2377293850187,)
13007,(681.7916545433658,)
13059,(679.6852061286086,)
13079,(678.2218514267178,)
13121,(678.0322489451619,)
13145,(677.189374022632,)
13155,(672.4004375200319,)
13168,(661.2668178285595,)
13170,(657.2283806482706,)
13244,(655.1879643182139,)
13253,(652.2176279509995,)
13282,(650.99995627115,)
13286,(647.8425153543961,)
13287,(643.1394516452264,)
13394,(641.5658361969803,)
13414,(640.2050874898872,)
13454,(639.4965848570171,)
13475,(637.711869467335,)
13478,(637.2582544358586,)
13530,(633.9663294363157,)
13573,(631.218851903715,)
13579,(628.1588033353489,)
13580,(627.9344391062945,)
13617,(625.5347892830948,)
13657,(619.466845182415,)
13679,(619.1335519883633,)
13698,(618.2389883169234,)
13722,(613.4706558653618,)
13729,(613.2425664991717,)
13804,(611.7560197524367,)
13832,(610.2190525006074,)
13850,(609.10451357505,)
13881,(604.9895791631806,)
13927,(604.8963349779392,)
13946,(604.8150145665782,)
13995,(603.1540176980326,)
14007,(601.2899308864578,)
14015,(594.1035234133822,)
14047,(591.911467701374,)
14089,(587.2692314133735,)
14149,(584.4238463529282,)
14193,(584.2328679119552,)
14195,(584.176565732583,)
14197,(581.564835330861,)
14250,(580.1180700041232,)
14309,(577.8951457326883,)
14334,(577.5806620415962,)
14349,(576.4179150410348,)
14410,(575.0703830968218,)
14425,(574.5203774899138,)
14426,(573.14057735427,)
14439,(572.505885949532,)
14460,(569.996333322814,)
14510,(569.2827953459673,)
14522,(567.5496698843714,)
14556,(566.823009454307,)
14564,(565.0697722106538,)
14604,(563.5846110058754,)
14638,(562.49018903139,)
14652,(560.0528235508395,)
14666,(559.0543246139368,)
14716,(557.3456896125082,)
14723,(556.3628713651292,)
14725,(556.0859118718535,)
14751,(548.9688057798279,)
14794,(548.3139667823996,)
14801,(546.8737674223562,)
14819,(542.4526222683937,)
14921,(542.0739286737137,)
14952,(541.058506312938,)
14953,(538.2769044928872,)
14954,(537.0430179537478,)
14984,(536.6330445716591,)
14990,(535.119141903846,)
14993,(534.7366886045922,)
14994,(530.807542598537,)
