Evaluations,Fitness
1,(np.float64(5590.571576849795),)
2,(np.float64(2319.302175552908),)
4,(np.float64(1489.69325426593),)
5,(np.float64(1283.921473328349),)
18,(np.float64(891.2841202815441),)
21,(np.float64(838.7756262476753),)
26,(np.float64(417.0138750136394),)
33,(np.float64(341.11657484286275),)
43,(np.float64(122.53413180842074),)
54,(np.float64(18.83434485873603),)
55,(np.float64(6.424568268880995),)
82,(np.float64(-0.3313175048445286),)
163,(np.float64(-0.5198973543165623),)
178,(np.float64(-0.8576178649494518),)
216,(np.float64(-0.885145423072158),)
218,(np.float64(-0.9783092584960095),)
291,(np.float64(-1.003276433717671),)
335,(np.float64(-1.0179894557645257),)
466,(np.float64(-1.0181807453534244),)
468,(np.float64(-1.022537168101592),)
490,(np.float64(-1.0238703106675036),)
511,(np.float64(-1.0251420637580402),)
535,(np.float64(-1.0303991040884908),)
554,(np.float64(-1.0304126014412012),)
582,(np.float64(-1.0316230980849568),)
764,(np.float64(-1.031624711759681),)
794,(np.float64(-1.0316279974833398),)
795,(np.float64(-1.0316284164070986),)
965,(np.float64(-1.0316284398029245),)
1004,(np.float64(-1.03162844366857),)
1023,(np.float64(-1.0316284529545794),)
1084,(np.float64(-1.0316284533718552),)
1108,(np.float64(-1.0316284534670301),)
1180,(np.float64(-1.0316284534730333),)
1230,(np.float64(-1.031628453486899),)
1232,(np.float64(-1.0316284534869693),)
1265,(np.float64(-1.0316284534879434),)
1283,(np.float64(-1.0316284534880904),)
1313,(np.float64(-1.0316284534893225),)
1341,(np.float64(-1.0316284534896636),)
1403,(np.float64(-1.0316284534897595),)
1404,(np.float64(-1.0316284534898081),)
1409,(np.float64(-1.0316284534898277),)
1423,(np.float64(-1.0316284534898745),)
1537,(np.float64(-1.0316284534898759),)
1565,(np.float64(-1.0316284534898763),)
1576,(np.float64(-1.0316284534898765),)
1591,(np.float64(-1.031628453489877),)
1605,(np.float64(-1.0316284534898772),)
1616,(np.float64(-1.0316284534898774),)
