Evaluations,Fitness
1,(np.float64(2825.7899577989383),)
3,(np.float64(2744.4776623759362),)
4,(np.float64(2533.023316685926),)
7,(np.float64(2498.2859978172673),)
13,(np.float64(2206.212608606202),)
37,(np.float64(2112.2865053540177),)
88,(np.float64(1357.8220279461918),)
162,(np.float64(1338.3709579465253),)
163,(np.float64(1150.0176926709423),)
337,(np.float64(971.3389774729059),)
466,(np.float64(951.8113669076147),)
537,(np.float64(907.4769589650749),)
616,(np.float64(895.9125840035706),)
620,(np.float64(879.6917507007184),)
634,(np.float64(821.8206920623885),)
694,(np.float64(812.8935522137108),)
727,(np.float64(731.798940589267),)
799,(np.float64(686.1023109459211),)
856,(np.float64(679.7398191238897),)
903,(np.float64(674.1236543665369),)
918,(np.float64(614.5322198788324),)
971,(np.float64(602.9515887844057),)
975,(np.float64(598.6818484813098),)
989,(np.float64(575.7120785039978),)
990,(np.float64(569.7752878607026),)
1106,(np.float64(545.5325963319182),)
1166,(np.float64(542.6989344974071),)
1203,(np.float64(526.0854940711283),)
1205,(np.float64(478.00849067218155),)
1207,(np.float64(471.0194665547175),)
1245,(np.float64(469.78693133675597),)
1273,(np.float64(460.89547385879195),)
1290,(np.float64(445.6747520316302),)
1354,(np.float64(409.40179640505073),)
1393,(np.float64(395.8092346782895),)
1471,(np.float64(391.19630658751555),)
1488,(np.float64(376.1412188106361),)
1544,(np.float64(361.23335143935935),)
1591,(np.float64(355.66241720899234),)
1610,(np.float64(354.3199140062586),)
1694,(np.float64(341.55584044245217),)
1705,(np.float64(339.854894490814),)
1747,(np.float64(337.1016483505698),)
1773,(np.float64(335.2186162733732),)
1774,(np.float64(322.22431901596866),)
1872,(np.float64(301.77892297533225),)
1916,(np.float64(301.7133028059932),)
1959,(np.float64(298.67931782928304),)
1969,(np.float64(293.89165903247687),)
2002,(np.float64(293.2023173568263),)
2010,(np.float64(286.90913010015925),)
2098,(np.float64(282.983816740459),)
2167,(np.float64(281.55094664291045),)
2193,(np.float64(279.7269242316872),)
2203,(np.float64(279.0940723032318),)
2210,(np.float64(276.28766998097547),)
2223,(np.float64(272.81724795169663),)
2263,(np.float64(272.26720917983715),)
2274,(np.float64(260.5322523679879),)
2308,(np.float64(260.3896805444183),)
2361,(np.float64(254.6297698534988),)
2383,(np.float64(249.65927328837526),)
2427,(np.float64(247.85957563607576),)
2433,(np.float64(247.26638582551274),)
2473,(np.float64(235.17309888802552),)
2493,(np.float64(233.32257911738157),)
2520,(np.float64(233.22407846727614),)
2546,(np.float64(230.0887002558667),)
2551,(np.float64(223.81838709666417),)
2572,(np.float64(216.85635089997612),)
2657,(np.float64(215.8357379342289),)
2674,(np.float64(213.8011057611038),)
2767,(np.float64(208.61915111263434),)
2778,(np.float64(208.14851108386935),)
2824,(np.float64(205.45671492666168),)
2867,(np.float64(203.1303858368737),)
2911,(np.float64(202.89342521077614),)
2931,(np.float64(199.91894753879717),)
2945,(np.float64(197.59170984770302),)
2982,(np.float64(190.30762558540388),)
2992,(np.float64(189.77919060375072),)
3037,(np.float64(188.03913338342883),)
3113,(np.float64(184.77105017548345),)
3144,(np.float64(184.58147066908208),)
3202,(np.float64(181.29248732569894),)
3219,(np.float64(181.2785352474916),)
3223,(np.float64(180.46814726011667),)
3228,(np.float64(177.82652916279216),)
3253,(np.float64(177.66568934363954),)
3256,(np.float64(177.6399507461952),)
3279,(np.float64(173.68865201866706),)
3337,(np.float64(173.3401952789443),)
3361,(np.float64(171.6633309062514),)
3376,(np.float64(170.03406680584504),)
3382,(np.float64(167.4910558055831),)
3428,(np.float64(165.53189476262156),)
3445,(np.float64(165.15288487573056),)
3455,(np.float64(161.31248236233162),)
3483,(np.float64(156.2855564437919),)
3547,(np.float64(155.0985902819512),)
3559,(np.float64(150.31345882734743),)
3580,(np.float64(146.95490074044432),)
3630,(np.float64(145.12394542572275),)
3705,(np.float64(142.7463921803646),)
3744,(np.float64(142.49060101851626),)
3773,(np.float64(141.58553687727246),)
3774,(np.float64(139.5413485073754),)
3840,(np.float64(138.80950571813273),)
3843,(np.float64(138.21480277930075),)
3858,(np.float64(135.59642010449318),)
3891,(np.float64(135.4026275135004),)
3899,(np.float64(134.58456106087746),)
3917,(np.float64(134.49687906994419),)
3972,(np.float64(133.7254195377105),)
3977,(np.float64(133.11482404581471),)
4017,(np.float64(132.41533196016903),)
4040,(np.float64(132.0995223627658),)
