Evaluations,Fitness
1,(1135.9848669244084,)
3,(1082.6101149333956,)
5,(1011.1157584233521,)
19,(963.7175782603387,)
23,(925.9921898070838,)
111,(921.2082968258048,)
143,(836.3636967759742,)
150,(815.5304031195054,)
379,(811.1194264087947,)
498,(809.9572234271396,)
527,(805.171634083485,)
535,(761.3558674300112,)
562,(728.1434672431628,)
663,(679.1593463170495,)
738,(648.4407790673379,)
921,(609.4111460250685,)
1050,(597.1365751360123,)
1195,(584.1492320560462,)
1371,(580.2159022600076,)
1444,(575.1409109649856,)
1748,(568.8779561590463,)
2265,(552.4708923701899,)
2318,(527.8584689923981,)
2974,(510.14264732537896,)
3670,(509.6963786846352,)
3682,(509.25625657161186,)
3708,(494.72102933122176,)
3968,(488.3970104288644,)
4135,(475.3270668745665,)
4618,(466.1038581850553,)
4794,(454.97475341804073,)
4814,(442.0029149616744,)
5077,(441.640225590869,)
5457,(424.0876194455408,)
6188,(419.29148900508835,)
6190,(408.41670894470536,)
6261,(401.6137818828098,)
6406,(400.6219886768508,)
6418,(390.4191516288271,)
6605,(374.14250915535223,)
6678,(358.18813776816756,)
7161,(351.89723455441884,)
7482,(337.3029912378321,)
8098,(318.0058669784677,)
8667,(314.987023632415,)
9168,(302.30314154420506,)
9190,(297.7357222371975,)
9308,(297.64899761872755,)
9319,(289.0647469150632,)
9596,(275.4404429302044,)
9627,(271.58371345940986,)
10080,(264.91665663134177,)
10108,(256.6348037294358,)
10243,(238.36814934808933,)
10273,(236.60353945123512,)
10715,(226.60961863480696,)
11174,(217.05827257857862,)
11321,(216.3932279137299,)
11329,(214.08755673072574,)
11382,(207.33603815847277,)
11492,(202.47267355316467,)
11575,(201.06173828264247,)
11609,(200.31984117214694,)
11685,(200.21210069218517,)
11700,(177.7468793455406,)
11770,(173.89027544813626,)
12003,(173.46014608556396,)
12495,(169.6451769646025,)
12805,(163.64164858639737,)
12858,(163.30054143618833,)
12895,(163.28608122070546,)
12930,(163.24026345028915,)
12983,(162.5177000315402,)
13218,(156.49125474595303,)
13389,(156.4523806117832,)
13405,(153.1056540555822,)
13435,(152.77316564767568,)
13533,(146.22184799331296,)
13906,(142.17994615184426,)
13951,(139.52948926428905,)
14067,(138.3763297877668,)
14185,(137.95928545388438,)
14217,(135.08252870840676,)
14649,(130.66597314511313,)
14678,(127.70881692356119,)
14727,(126.72895116702318,)
14819,(125.16160126049698,)
14946,(124.96479897652648,)
15000,(123.90414024612738,)
