Evaluations,Fitness
1,(np.float64(169657.21282564182),)
2,(np.float64(168739.40281378178),)
3,(np.float64(168416.65470886815),)
17,(np.float64(168377.46427910036),)
30,(np.float64(168025.30778365512),)
144,(np.float64(167608.48791938808),)
1203,(np.float64(166874.41246818574),)
1213,(np.float64(166808.0392460165),)
1313,(np.float64(166577.9280246389),)
1419,(np.float64(166241.7067450406),)
2023,(np.float64(166090.21407069115),)
2054,(np.float64(165905.12741999567),)
2303,(np.float64(165894.0587309017),)
2411,(np.float64(162750.8951587825),)
3603,(np.float64(160331.92256983742),)
3665,(np.float64(159827.3138281703),)
3702,(np.float64(158624.06794669764),)
4074,(np.float64(158200.3171145038),)
4134,(np.float64(157666.65554569534),)
4802,(np.float64(156681.24944950934),)
4812,(np.float64(153813.32305209353),)
4816,(np.float64(151409.20223852198),)
4916,(np.float64(148843.82926257),)
5085,(np.float64(146168.2792065066),)
5475,(np.float64(145374.44283782138),)
6013,(np.float64(143418.83806427382),)
6063,(np.float64(139603.70805852595),)
6105,(np.float64(134947.71380559108),)
6165,(np.float64(134796.08038843743),)
6181,(np.float64(130991.60577085533),)
6444,(np.float64(129106.91590281493),)
7203,(np.float64(105766.49586412929),)
7327,(np.float64(103916.993119683),)
8023,(np.float64(99579.7066859434),)
8464,(np.float64(93065.64756880264),)
8470,(np.float64(92542.85431219182),)
8577,(np.float64(85888.33729083976),)
8698,(np.float64(78683.99300688079),)
8842,(np.float64(77201.75515068784),)
9439,(np.float64(74228.6918178577),)
9593,(np.float64(67339.11429420783),)
33262,(np.float64(66046.26089067996),)
34403,(np.float64(62060.0968110078),)
35282,(np.float64(52712.31179645281),)
38438,(np.float64(52048.92555384158),)
38705,(np.float64(51804.199802104005),)
38899,(np.float64(38197.07804682197),)
42069,(np.float64(37681.65248841213),)
43261,(np.float64(34538.57156610834),)
43351,(np.float64(34192.057271805395),)
44053,(np.float64(32139.631171156325),)
44617,(np.float64(31824.627437634106),)
45720,(np.float64(29697.512787427073),)
45861,(np.float64(19530.08443860679),)
52043,(np.float64(17877.968416422995),)
53339,(np.float64(17226.284323856085),)
53568,(np.float64(16599.279765509196),)
55477,(np.float64(15628.216535077294),)
55814,(np.float64(14650.433412027833),)
56619,(np.float64(12955.48972032105),)
56816,(np.float64(12947.429226612865),)
59049,(np.float64(12716.008486075441),)
59117,(np.float64(11525.64312087216),)
60444,(np.float64(11494.70089366449),)
60524,(np.float64(11113.056815199194),)
