Evaluations,Fitness
1,(np.float64(67.65887669862087),)
4,(np.float64(44.03146277255724),)
6,(np.float64(38.03551363004574),)
9,(np.float64(19.84153516603766),)
14,(np.float64(8.265611660402813),)
16,(np.float64(1.035089973433454),)
405,(np.float64(0.9123263425399823),)
468,(np.float64(0.7422992448600834),)
526,(np.float64(0.5562620083312133),)
787,(np.float64(0.47571703368831564),)
818,(np.float64(0.45037672643269744),)
944,(np.float64(0.4489235108997853),)
946,(np.float64(0.44889925079696447),)
988,(np.float64(0.44414982959648697),)
1025,(np.float64(0.41006059609224366),)
1062,(np.float64(0.4100201963636749),)
1151,(np.float64(0.4093413010114908),)
1414,(np.float64(0.402602105589958),)
