Evaluations,Fitness
1,(np.float64(1849845.6370698458),)
4,(np.float64(1492047.1482247203),)
6,(np.float64(1280843.681380986),)
7,(np.float64(1105423.3260034153),)
10,(np.float64(1072126.8619486499),)
21,(np.float64(1071423.3643137356),)
27,(np.float64(886651.6983619825),)
47,(np.float64(884611.1127875398),)
55,(np.float64(746053.113875807),)
188,(np.float64(704780.1815849146),)
215,(np.float64(653252.5333364583),)
236,(np.float64(485985.9383562842),)
323,(np.float64(439170.46064930985),)
478,(np.float64(426337.5526822911),)
630,(np.float64(320839.1092574019),)
2118,(np.float64(300809.414627068),)
3510,(np.float64(261786.66305559434),)
4154,(np.float64(212164.6400641362),)
4814,(np.float64(208791.2284561198),)
5433,(np.float64(204099.68750407893),)
5541,(np.float64(202657.55036244087),)
5666,(np.float64(202143.26830399936),)
6639,(np.float64(201608.32475787617),)
6823,(np.float64(196672.7634293076),)
7166,(np.float64(194258.2303532159),)
7173,(np.float64(189918.95340571244),)
7577,(np.float64(188330.05014959854),)
7774,(np.float64(186106.47880834612),)
7787,(np.float64(184938.7232463051),)
7922,(np.float64(183892.63758192273),)
8071,(np.float64(180034.5719131821),)
8096,(np.float64(179922.9840712404),)
8236,(np.float64(179361.65814727327),)
8274,(np.float64(178673.9704208355),)
8412,(np.float64(178430.90977597426),)
8487,(np.float64(176882.71270367914),)
8528,(np.float64(176636.99745451394),)
8667,(np.float64(176243.86266488108),)
8715,(np.float64(172767.72167866156),)
8725,(np.float64(169052.09822162613),)
9186,(np.float64(168555.02758353946),)
9208,(np.float64(168145.2687635567),)
9224,(np.float64(164898.86508576505),)
9319,(np.float64(162651.72815318542),)
9538,(np.float64(162330.55155257363),)
9666,(np.float64(159815.63778102872),)
10343,(np.float64(159343.91571838452),)
10387,(np.float64(159124.2715099363),)
10514,(np.float64(158885.19550375262),)
10525,(np.float64(158016.20035221142),)
10659,(np.float64(158002.93480265012),)
10768,(np.float64(157922.36956517104),)
10809,(np.float64(157591.601244201),)
10875,(np.float64(157038.22985092216),)
11084,(np.float64(156898.03634556147),)
11088,(np.float64(156578.51993427967),)
11292,(np.float64(156319.38062535695),)
11325,(np.float64(155959.06369282107),)
11829,(np.float64(155954.3422892833),)
11848,(np.float64(155869.6770493547),)
11872,(np.float64(155852.12571681952),)
11952,(np.float64(155603.97886004942),)
11972,(np.float64(155475.8802360109),)
11986,(np.float64(155422.64869605668),)
12228,(np.float64(155291.1611758665),)
12407,(np.float64(155041.26384692133),)
12520,(np.float64(154864.2490667452),)
12653,(np.float64(154794.7488436668),)
12867,(np.float64(154784.7977803458),)
12920,(np.float64(154780.0424222487),)
12927,(np.float64(154508.45370646674),)
13075,(np.float64(154286.78586338126),)
13197,(np.float64(153866.95836300522),)
13249,(np.float64(153828.65755926265),)
13339,(np.float64(153638.4737890469),)
13583,(np.float64(153572.6155097927),)
13694,(np.float64(153536.62601335812),)
13781,(np.float64(153460.06590796052),)
13918,(np.float64(153373.18018796123),)
14159,(np.float64(153294.3090839416),)
14293,(np.float64(153252.74924367896),)
14370,(np.float64(153242.38750773898),)
