Evaluations,Fitness
1,(np.float64(1497685.2896366133),)
3,(np.float64(992754.3508573341),)
24,(np.float64(651015.0097825754),)
155,(np.float64(530503.6017196449),)
203,(np.float64(495550.66678781493),)
209,(np.float64(446446.39751720254),)
672,(np.float64(367646.35228274646),)
698,(np.float64(265747.8755206514),)
972,(np.float64(225069.1598962501),)
1163,(np.float64(216244.36380778233),)
1410,(np.float64(214730.19069073364),)
1567,(np.float64(211974.05710812763),)
1615,(np.float64(207149.08365341093),)
1662,(np.float64(190026.60747036606),)
1782,(np.float64(179668.70383798564),)
1849,(np.float64(175282.33223656818),)
2058,(np.float64(160556.98256779814),)
2411,(np.float64(151901.2320512346),)
2496,(np.float64(148052.33239380099),)
2507,(np.float64(143370.09289342738),)
2533,(np.float64(134245.4771301486),)
2671,(np.float64(120748.27310769477),)
2743,(np.float64(114768.28465195507),)
2925,(np.float64(113657.33240465198),)
3367,(np.float64(94871.67270923809),)
3506,(np.float64(91930.07289270057),)
3908,(np.float64(89912.52145858268),)
4103,(np.float64(89616.77578191392),)
4121,(np.float64(81731.49058858177),)
4335,(np.float64(78606.14799309502),)
4532,(np.float64(76749.11110226142),)
4677,(np.float64(76577.30094576326),)
4690,(np.float64(75275.89561210261),)
4698,(np.float64(73910.2378681445),)
4837,(np.float64(71787.27344435558),)
5033,(np.float64(70571.61123878752),)
5121,(np.float64(67535.66853943357),)
5279,(np.float64(67505.37633438136),)
5329,(np.float64(67200.13151390705),)
5362,(np.float64(66523.78923553499),)
5391,(np.float64(65888.03426330247),)
5399,(np.float64(64967.38674763388),)
5591,(np.float64(63500.440093804034),)
5647,(np.float64(63377.90985690571),)
5665,(np.float64(63278.29581489237),)
5687,(np.float64(62612.8951491578),)
5759,(np.float64(62394.97037368932),)
5857,(np.float64(61847.60337396166),)
6123,(np.float64(61561.239184556536),)
6211,(np.float64(60652.09436441198),)
6239,(np.float64(60610.323018342446),)
6241,(np.float64(59989.272264248924),)
6312,(np.float64(59652.769718159136),)
6459,(np.float64(59481.439520617),)
6475,(np.float64(59108.21933737175),)
6476,(np.float64(58049.621425942656),)
6513,(np.float64(57723.26400348616),)
6735,(np.float64(56832.27418974786),)
6743,(np.float64(56480.55312725724),)
6801,(np.float64(56424.5701873944),)
6811,(np.float64(55181.733114685885),)
6836,(np.float64(54975.86596920827),)
6968,(np.float64(53726.331843148655),)
6998,(np.float64(53494.35505752678),)
7056,(np.float64(53083.87777168998),)
7161,(np.float64(52929.636382686214),)
7169,(np.float64(51845.21140928816),)
7459,(np.float64(51188.12917220412),)
7604,(np.float64(50578.995798827586),)
7708,(np.float64(50577.54900658532),)
7773,(np.float64(50212.77717779843),)
7774,(np.float64(49610.146510054736),)
8032,(np.float64(49436.68950501053),)
8065,(np.float64(48770.281223797814),)
8282,(np.float64(48500.247520000856),)
8316,(np.float64(48275.92112366407),)
8380,(np.float64(48232.37701870597),)
8498,(np.float64(48176.36048488751),)
8513,(np.float64(47716.694203301864),)
8659,(np.float64(47559.1532723497),)
8669,(np.float64(47236.70592734804),)
8693,(np.float64(46646.89025406217),)
8778,(np.float64(45854.491339042295),)
8836,(np.float64(44755.95772711667),)
8978,(np.float64(43058.683871761015),)
9186,(np.float64(42571.633787744475),)
9223,(np.float64(42068.839170860585),)
9384,(np.float64(41878.90414391506),)
9451,(np.float64(41814.08878654778),)
9526,(np.float64(41678.83416232257),)
9550,(np.float64(41303.342556307136),)
9615,(np.float64(40911.600525933165),)
9711,(np.float64(40779.78892968569),)
9781,(np.float64(39474.678266621646),)
9927,(np.float64(38869.85772988822),)
9944,(np.float64(38800.980214457704),)
9955,(np.float64(38215.97437097303),)
10050,(np.float64(37914.993700354185),)
10154,(np.float64(37535.69521812872),)
10209,(np.float64(36981.64743087659),)
10256,(np.float64(36905.26571422562),)
10300,(np.float64(36823.20687640144),)
10444,(np.float64(36595.91074727125),)
10504,(np.float64(35858.08401176938),)
10602,(np.float64(35661.08092055161),)
10617,(np.float64(35177.76094052364),)
10691,(np.float64(34181.66061978036),)
10870,(np.float64(34056.96315015138),)
11051,(np.float64(33799.21487567236),)
11086,(np.float64(33576.01844519309),)
11108,(np.float64(33464.513267851136),)
11226,(np.float64(33459.628194510806),)
11228,(np.float64(33194.57509765885),)
11247,(np.float64(33033.637691508404),)
11299,(np.float64(32854.64005214564),)
11515,(np.float64(32516.59744920871),)
11610,(np.float64(31938.444854331923),)
11805,(np.float64(31610.74827152206),)
12071,(np.float64(31559.962796858796),)
12083,(np.float64(31326.137493677885),)
12161,(np.float64(31183.030760547732),)
12276,(np.float64(30993.848203963742),)
12309,(np.float64(30975.516229277368),)
12336,(np.float64(30951.422300072358),)
12362,(np.float64(30737.184087418278),)
12522,(np.float64(30387.634700065537),)
12584,(np.float64(30269.677906643614),)
12769,(np.float64(30244.199635927795),)
12824,(np.float64(30122.53869523791),)
12849,(np.float64(30026.504102868865),)
12917,(np.float64(29938.73937210789),)
12974,(np.float64(29800.338644283245),)
13058,(np.float64(29738.050490331567),)
13091,(np.float64(29698.369841838823),)
13154,(np.float64(29543.140455085173),)
13175,(np.float64(29535.66562526533),)
13275,(np.float64(29435.01500140612),)
13385,(np.float64(29259.708100810833),)
13443,(np.float64(29216.122746078974),)
13451,(np.float64(28969.281119745225),)
13481,(np.float64(28888.41616463038),)
13502,(np.float64(28862.409512744434),)
13512,(np.float64(28347.680022501092),)
13543,(np.float64(27985.18999452359),)
13698,(np.float64(27901.48163435917),)
13807,(np.float64(27831.247340961167),)
13922,(np.float64(27655.86563613879),)
13931,(np.float64(27646.487150472505),)
13966,(np.float64(27632.839725079175),)
14029,(np.float64(27535.089528749486),)
14085,(np.float64(27500.440452663504),)
14086,(np.float64(27468.2224136295),)
14109,(np.float64(27419.125069539223),)
14116,(np.float64(27353.932373216157),)
14142,(np.float64(27301.138748031906),)
14182,(np.float64(27246.422504854414),)
14298,(np.float64(27166.078871548296),)
14370,(np.float64(27140.23923757474),)
14376,(np.float64(27111.424440032304),)
14419,(np.float64(27086.52639544781),)
14459,(np.float64(27031.113019827022),)
14570,(np.float64(26956.271869093136),)
14651,(np.float64(26920.105439872797),)
14741,(np.float64(26820.406151537038),)
14759,(np.float64(26674.277168025437),)
14940,(np.float64(26658.493702535998),)
14980,(np.float64(26544.97777640068),)
