Evaluations,Fitness
1,(np.float64(-2.598532388121453),)
7,(np.float64(-2.908467462095935),)
24,(np.float64(-3.3359724320040076),)
45,(np.float64(-3.5310598747244),)
108,(np.float64(-3.638509969960495),)
110,(np.float64(-3.693659289394111),)
164,(np.float64(-3.747087546096897),)
165,(np.float64(-3.7733778286535196),)
170,(np.float64(-3.8181563736803783),)
171,(np.float64(-3.8461236851299345),)
218,(np.float64(-3.8611755344226566),)
320,(np.float64(-3.8611814253922554),)
420,(np.float64(-3.861274131287285),)
455,(np.float64(-3.862552158825374),)
563,(np.float64(-3.862610915082011),)
577,(np.float64(-3.862625374163256),)
586,(np.float64(-3.8626693253351165),)
599,(np.float64(-3.862768139083965),)
687,(np.float64(-3.8627747973297417),)
759,(np.float64(-3.8627753899521373),)
872,(np.float64(-3.86277548021968),)
882,(np.float64(-3.862778662746649),)
896,(np.float64(-3.862778983661156),)
899,(np.float64(-3.8627793089145372),)
948,(np.float64(-3.8627794418681933),)
963,(np.float64(-3.862779780785905),)
1109,(np.float64(-3.8627797836636275),)
1134,(np.float64(-3.8627797848242436),)
1194,(np.float64(-3.86277978530186),)
1196,(np.float64(-3.862779786767977),)
1285,(np.float64(-3.8627797867741105),)
1305,(np.float64(-3.8627797872345857),)
1311,(np.float64(-3.862779787285666),)
1362,(np.float64(-3.862779787304228),)
1417,(np.float64(-3.8627797873093206),)
1455,(np.float64(-3.862779787309549),)
1468,(np.float64(-3.8627797873251524),)
1492,(np.float64(-3.862779787331848),)
1592,(np.float64(-3.862779787332319),)
1677,(np.float64(-3.8627797873324985),)
1775,(np.float64(-3.86277978733253),)
1779,(np.float64(-3.862779787332543),)
1784,(np.float64(-3.8627797873326277),)
1840,(np.float64(-3.862779787332661),)
2015,(np.float64(-3.862779787332662),)
2024,(np.float64(-3.8627797873326624),)
2071,(np.float64(-3.862779787332663),)
