Evaluations,Fitness
1,(4232.924407682871,)
2,(613.4501774989405,)
4,(216.63104333295868,)
5,(5.3044486969298745,)
9,(0.3335497616362739,)
55,(-0.11913062991654155,)
77,(-0.4315175346389618,)
115,(-0.5153243649874131,)
138,(-0.6121934336442321,)
148,(-0.6638671588091472,)
149,(-0.9964000427354961,)
188,(-1.01499211281015,)
308,(-1.015918007137217,)
358,(-1.0301466804980877,)
519,(-1.030926021581192,)
560,(-1.031472499920837,)
634,(-1.0315875903678187,)
694,(-1.0316016215507047,)
747,(-1.031615291630416,)
760,(-1.0316178438865413,)
885,(-1.0316239653757815,)
934,(-1.0316273710199049,)
999,(-1.0316275812033304,)
1060,(-1.0316279633574128,)
1183,(-1.0316281180313251,)
1231,(-1.0316283521788157,)
1250,(-1.0316284100734454,)
1280,(-1.0316284512181546,)
1444,(-1.0316284516315934,)
1491,(-1.0316284519544445,)
1493,(-1.0316284532652995,)
1543,(-1.0316284534868585,)
1699,(-1.0316284534872056,)
1707,(-1.0316284534896665,)
1757,(-1.0316284534897,)
1804,(-1.0316284534897089,)
1883,(-1.0316284534898545,)
1899,(-1.0316284534898652,)
1938,(-1.031628453489868,)
1976,(-1.0316284534898748,)
2000,(-1.031628453489877,)
2080,(-1.0316284534898774,)
