Evaluations,Fitness
1,(21.454022273326796,)
3,(21.4262042889404,)
6,(21.421179730154464,)
8,(21.283882249413196,)
21,(21.235846341631806,)
93,(21.15731531290839,)
2269,(21.146252252477375,)
3403,(21.111111437974067,)
8619,(21.104343409751383,)
26905,(21.08637087606045,)
38674,(21.054094084421447,)
65796,(21.05084129326544,)
74172,(21.028849525049424,)
80018,(21.015724169626832,)
152016,(20.969173113817625,)
188431,(20.96584295936468,)
189808,(20.937230247867692,)
190600,(20.90766788159145,)
190788,(20.876377398626698,)
190936,(20.839662840692966,)
192009,(20.78715664269404,)
192072,(20.711503972130544,)
192107,(20.656360690305764,)
192320,(20.592897139861723,)
193207,(20.48482557267737,)
193255,(20.447559221877224,)
193298,(20.350226914522043,)
193315,(20.254016436362626,)
193474,(20.182406360777016,)
194480,(20.112333379478546,)
234044,(20.09283650589914,)
234587,(19.986305164333803,)
234871,(19.702715665147245,)
237573,(19.65695800836918,)
238777,(19.65448178767069,)
239145,(19.457523527741976,)
239796,(19.407365353403534,)
240372,(19.123152419868802,)
241742,(19.05572521575998,)
242579,(18.79508563042193,)
244482,(18.694559102056065,)
246322,(18.67293473810657,)
246421,(18.265159348235436,)
247921,(17.8842231611624,)
251662,(17.79617443177613,)
251880,(17.49954841277909,)
253232,(17.261740463974654,)
254637,(16.862175554469886,)
257062,(16.583038339867965,)
257793,(16.293784331000815,)
259534,(15.66733742407213,)
260736,(15.619887559433689,)
261632,(15.449132632241575,)
262981,(15.316895727873623,)
264922,(14.918288732944072,)
265790,(14.880508849443949,)
266483,(14.736155029717816,)
266666,(14.529374855371701,)
267321,(14.41034063017379,)
267797,(14.026096263573807,)
270079,(13.691337830151404,)
272184,(13.435559725122774,)
272970,(12.755254438168233,)
277309,(12.37237384995672,)
278611,(12.337319659593646,)
279779,(12.134459125311444,)
280717,(11.52727364271669,)
283098,(11.34819018299494,)
283328,(11.221249695566522,)
283346,(10.81039915395495,)
285128,(10.738802701871572,)
285719,(10.662648356158808,)
286894,(10.626736661212819,)
287073,(10.311818281018715,)
287136,(10.30381275844448,)
287915,(10.251180174493214,)
288680,(10.095127531974756,)
288744,(10.035765389570392,)
288948,(9.749430336785975,)
289263,(9.465440214446406,)
289574,(8.95839578360151,)
292937,(8.923873378327018,)
294208,(8.428232505878393,)
296453,(8.22229398850833,)
297567,(8.040821477078637,)
299057,(7.60206191841454,)
299993,(7.475443188902292,)
301383,(7.415362095806872,)
301673,(7.207877956235976,)
304862,(7.121112857301479,)
304880,(7.088640851002166,)
305019,(6.781945251104639,)
306669,(6.5868651243530305,)
306760,(6.513991777900074,)
307360,(6.099803608666191,)
309389,(6.0280663322820836,)
311666,(5.867559417268231,)
312750,(5.721113139975149,)
314812,(5.54676441448847,)
315933,(5.541603426565837,)
316083,(5.351909494224552,)
316290,(5.274147692603824,)
320851,(4.951889024525139,)
322488,(4.941234897962412,)
322866,(4.875863567111763,)
322893,(4.800884697696796,)
324106,(4.462537977120028,)
324403,(4.345930158019657,)
325906,(4.1875291228050875,)
328062,(4.181998420893635,)
330859,(4.161567760977357,)
331119,(3.914126216523105,)
332444,(3.8947567067674944,)
332703,(3.8133905870108578,)
333821,(3.7534209916804575,)
337896,(3.6194974029724447,)
338940,(3.5596341021843143,)
340022,(3.535714674884397,)
340795,(3.5178815239894528,)
341189,(3.4789392299719504,)
341292,(3.437216316127464,)
342119,(3.307065562167958,)
342917,(3.2917525027408923,)
343389,(3.267156254393014,)
343613,(3.2009041580403683,)
344525,(3.1890021837652895,)
344903,(3.1468912135704787,)
345688,(3.1261346156342054,)
345713,(3.121390239326249,)
346129,(3.0493588172571693,)
346324,(2.9203957326723056,)
351524,(2.9176925723956906,)
351573,(2.900882805147151,)
351789,(2.7789662545968485,)
353017,(2.7706975759873256,)
353365,(2.7477596774899378,)
353726,(2.7226165123226527,)
353853,(2.697715448952027,)
354899,(2.6912533242219574,)
354995,(2.6617745099790655,)
356280,(2.6590967036033977,)
357355,(2.6104147049254403,)
357741,(2.537236440331451,)
357891,(2.525071271017474,)
357959,(2.518756978014893,)
358427,(2.4371978670660193,)
360523,(2.3848944763198676,)
360545,(2.357636132785494,)
360644,(2.208134838254858,)
363515,(2.1865686666189426,)
363656,(2.1296552606603916,)
364530,(2.094973084171653,)
364600,(2.066185353837191,)
367328,(1.990278410512455,)
368430,(1.9800463752923392,)
368957,(1.9637844776415867,)
369335,(1.7305965276233581,)
370840,(1.5595520877528413,)
373388,(1.396989590126082,)
376523,(1.3821080250491757,)
377365,(1.3462835290869997,)
377840,(1.3375067136082004,)
378069,(1.2036254351850784,)
380648,(1.1866007540080266,)
380754,(1.1739339952032868,)
381475,(1.1593863253999235,)
381590,(1.0095714225390409,)
382856,(0.946281744419728,)
385283,(0.9354344699779955,)
385676,(0.8913900656745546,)
387921,(0.8767758178265685,)
388085,(0.8582114812990831,)
388109,(0.7553091262303311,)
390061,(0.7427897193919284,)
390651,(0.6862668750760168,)
391321,(0.6592005873447557,)
394902,(0.6566371675886642,)
395071,(0.6265259163785899,)
395432,(0.6109066073394831,)
396408,(0.597611894177998,)
397482,(0.5898946771738678,)
397485,(0.5651560468157246,)
397844,(0.5440006784873832,)
398499,(0.4589837849343694,)
399563,(0.45508477731352714,)
402145,(0.45373400123353,)
402950,(0.4511005252736364,)
403405,(0.44678874275363567,)
403836,(0.40964925474702296,)
404582,(0.3801942712894739,)
406165,(0.3795586135427409,)
406325,(0.3761775435455994,)
406728,(0.36843220274569566,)
407047,(0.3637467822599172,)
407140,(0.35808278879062083,)
407581,(0.3536820691766094,)
407783,(0.3499263244498665,)
408364,(0.3460708044879448,)
408947,(0.26954878064198384,)
411026,(0.2633535637603077,)
412511,(0.23436333817655974,)
414257,(0.21666513725843606,)
417911,(0.20440406036911618,)
419466,(0.19514766284134533,)
420225,(0.18244170638946988,)
420743,(0.1786040674543341,)
422466,(0.17439845679581634,)
424837,(0.16448571723536576,)
426023,(0.16211074482572885,)
426448,(0.15627929370233185,)
428026,(0.15587791778489013,)
429406,(0.14435287571282185,)
429840,(0.1417345128970675,)
429979,(0.1282550039870718,)
431770,(0.12680922525667748,)
433143,(0.11146963805017407,)
435967,(0.10854627077394952,)
436053,(0.10437173544848966,)
438112,(0.09837636686924389,)
438811,(0.08963552170817746,)
439272,(0.08779947179458691,)
439483,(0.08486461265787248,)
442821,(0.0827181817074516,)
443235,(0.07730893861040355,)
443270,(0.07691562438949173,)
444353,(0.06920696791415493,)
445992,(0.0685878031860816,)
446755,(0.06830939290359472,)
446837,(0.06315189617319694,)
448502,(0.061343424733867113,)
450189,(0.060757802219308044,)
451288,(0.058555189955673104,)
451312,(0.0572772618683981,)
451685,(0.05724301861274261,)
451780,(0.05718161956448631,)
451799,(0.050669517468965974,)
452738,(0.050314133040657794,)
452895,(0.04843300231726477,)
455027,(0.04441393871104138,)
456787,(0.04410731435760473,)
457212,(0.043894485626911894,)
457429,(0.04186381049214205,)
458471,(0.04029933217095483,)
458603,(0.038342725136806255,)
460051,(0.03713675881597034,)
460567,(0.0366736884995742,)
461021,(0.032973516240922596,)
463695,(0.032862995486628854,)
463883,(0.031029526904426508,)
465705,(0.02979288693127602,)
465771,(0.028317895547578686,)
467161,(0.028010440517030055,)
467554,(0.025415153582369232,)
469430,(0.024975404145001878,)
470622,(0.02488267534250932,)
471502,(0.024513339458859473,)
471779,(0.024415880180839622,)
471922,(0.024382239302367825,)
472063,(0.023411864253799486,)
472667,(0.02338227392407566,)
473177,(0.023341036813597782,)
473348,(0.023021101306277547,)
474029,(0.022043028971674872,)
474829,(0.020718949162541023,)
475219,(0.020538419123407703,)
476482,(0.01978769061694763,)
477651,(0.018998660221381858,)
478538,(0.01773351498957565,)
480312,(0.017668814344108164,)
481523,(0.01576912363452143,)
484029,(0.014613299002378621,)
487794,(0.013821953242051155,)
488942,(0.013792254617367217,)
490081,(0.013641662399877408,)
490234,(0.013436575224246461,)
490459,(0.012768230721480034,)
490520,(0.012667515442568611,)
490643,(0.011757311198784315,)
494293,(0.011686646443088922,)
494382,(0.011523717945795653,)
495456,(0.011010828931566241,)
495673,(0.010984947169963455,)
496899,(0.010224383121540281,)
498942,(0.009979050416190738,)
499325,(0.009756518828051952,)
499522,(0.009300810589782493,)
500536,(0.00870104787316528,)
