Evaluations,Fitness
1,(np.float64(268628.0418775486),)
14,(np.float64(215010.34043519868),)
104,(np.float64(213404.75152828963),)
117,(np.float64(208706.92071119396),)
134,(np.float64(204719.91386407227),)
147,(np.float64(199633.3465738763),)
164,(np.float64(196984.85139865967),)
171,(np.float64(195161.01225091287),)
177,(np.float64(191615.65726984863),)
194,(np.float64(189936.49275617782),)
201,(np.float64(187292.18062679534),)
207,(np.float64(184653.8527991109),)
224,(np.float64(184087.1595791392),)
231,(np.float64(180315.41908331035),)
237,(np.float64(178747.93316166307),)
254,(np.float64(178344.9604337704),)
261,(np.float64(173242.38663331742),)
284,(np.float64(171480.5455908321),)
291,(np.float64(167167.48828835977),)
314,(np.float64(166339.41878460068),)
321,(np.float64(162090.72404843735),)
344,(np.float64(161393.5738373901),)
351,(np.float64(158012.0939135502),)
374,(np.float64(157326.1822879418),)
381,(np.float64(154931.59788369818),)
404,(np.float64(153934.2184466364),)
411,(np.float64(152849.23595888147),)
412,(np.float64(150866.72936691594),)
414,(np.float64(146608.4736335602),)
442,(np.float64(144301.81855070108),)
444,(np.float64(138733.79099783723),)
472,(np.float64(137558.22323999784),)
474,(np.float64(131900.71576906578),)
502,(np.float64(131830.97825150864),)
504,(np.float64(126109.24794724578),)
534,(np.float64(121359.38753237724),)
564,(np.float64(117651.13452446021),)
594,(np.float64(114984.48892349456),)
624,(np.float64(113359.45072948045),)
654,(np.float64(112776.01994241774),)
670,(np.float64(112138.54945033276),)
686,(np.float64(110751.3919447724),)
700,(np.float64(109602.36310081747),)
716,(np.float64(108354.43111229029),)
730,(np.float64(107472.0306785661),)
744,(np.float64(107438.74978485843),)
746,(np.float64(106998.02887467101),)
760,(np.float64(103846.18068998263),)
790,(np.float64(101162.1731573149),)
820,(np.float64(99420.00808056303),)
850,(np.float64(98619.68545972682),)
888,(np.float64(98247.04320225395),)
910,(np.float64(98094.43007489009),)
918,(np.float64(97236.73479213021),)
924,(np.float64(97080.073437803),)
941,(np.float64(96875.06739913639),)
948,(np.float64(96766.86417389064),)
954,(np.float64(96090.01852508174),)
956,(np.float64(94696.50888253143),)
984,(np.float64(93320.74092192716),)
986,(np.float64(92762.12672751004),)
1006,(np.float64(92062.66515061728),)
1016,(np.float64(91646.84981062783),)
1036,(np.float64(89467.1990793877),)
1066,(np.float64(87833.92945733239),)
1078,(np.float64(86127.14387114113),)
1108,(np.float64(83229.70551262992),)
1138,(np.float64(81164.45849429163),)
1168,(np.float64(79931.40281612624),)
1188,(np.float64(79881.82219241405),)
1198,(np.float64(79530.53847813376),)
1199,(np.float64(78406.85659658983),)
1204,(np.float64(77925.91545456479),)
1227,(np.float64(77486.95258874359),)
1229,(np.float64(75827.0959746566),)
1234,(np.float64(75455.39170543625),)
1259,(np.float64(74177.3733404403),)
1267,(np.float64(73641.92426974514),)
1289,(np.float64(73457.68869394102),)
1294,(np.float64(73255.57784288046),)
1297,(np.float64(72487.11414367823),)
1324,(np.float64(72382.28726693033),)
1325,(np.float64(72258.72679764955),)
1337,(np.float64(72150.86510421749),)
1349,(np.float64(71901.11281995763),)
1351,(np.float64(71133.59648434928),)
1354,(np.float64(70479.92861967151),)
1365,(np.float64(70037.985070333),)
1381,(np.float64(68574.09413861492),)
1384,(np.float64(68191.95526943651),)
1388,(np.float64(67983.18707080978),)
1411,(np.float64(66571.7524232264),)
1414,(np.float64(66364.67820894092),)
1418,(np.float64(65332.06883563373),)
1422,(np.float64(65055.56322533648),)
1441,(np.float64(64295.32196783165),)
1444,(np.float64(64036.40360168929),)
1445,(np.float64(63655.45919791689),)
1450,(np.float64(63390.97129043663),)
1452,(np.float64(61534.3717380649),)
1471,(np.float64(61143.36675629915),)
1472,(np.float64(60573.08616194773),)
1475,(np.float64(60476.59955451451),)
1480,(np.float64(59798.96264513913),)
1482,(np.float64(58597.76454525306),)
