Evaluations,Fitness
1,(21.239721030524,)
2,(21.196684093526194,)
3,(21.069397748185967,)
8,(20.98019554322904,)
11,(20.821759799362496,)
14,(20.804616237400317,)
33,(20.74135481583503,)
43,(20.574245997622658,)
63,(20.293723839760247,)
91,(20.278873174853217,)
92,(20.134836287814995,)
93,(19.787044942494532,)
120,(19.780675042742683,)
121,(19.679542123979708,)
122,(19.340622179160764,)
123,(19.21954352380564,)
151,(19.2070757494188,)
152,(18.496520294522277,)
158,(18.359888252061882,)
181,(18.19412067433236,)
182,(17.688646614458634,)
188,(17.629953198534587,)
207,(17.464433987515882,)
211,(16.95135916078845,)
214,(16.379059632708383,)
215,(16.36012863446702,)
239,(16.210308041675468,)
241,(15.503174440909245,)
244,(14.647114541383683,)
271,(13.997658411758856,)
275,(13.938242636178966,)
301,(13.458513554795196,)
320,(13.112595680355025,)
394,(13.088836590551548,)
412,(13.085569000191336,)
426,(12.884011573428182,)
455,(12.803594952328403,)
465,(12.682813346928555,)
487,(12.650336937989255,)
511,(12.633048328571903,)
515,(12.585080089080098,)
531,(12.438585429121598,)
546,(12.412204862456328,)
554,(12.310899416026679,)
575,(11.763843615626435,)
619,(11.483806601475822,)
737,(11.409477056286725,)
765,(10.737154043427312,)
854,(10.697918907132193,)
879,(10.020271462801258,)
945,(9.890611695774318,)
950,(9.755474474811324,)
997,(9.525772821414996,)
1081,(9.350368967530844,)
1138,(9.252044760827529,)
1158,(9.173840688498938,)
1342,(9.037150844101658,)
1440,(9.024166542781414,)
1526,(8.827200725281307,)
1624,(8.788322557975462,)
1701,(8.61886214680532,)
1896,(8.610719008290236,)
1971,(8.192899092424721,)
2101,(7.173074293600448,)
