Evaluations,Fitness
1,(1189.506768496603,)
2,(1177.0995967984215,)
3,(1170.7867599886627,)
4,(1134.9680178021,)
5,(1007.0985575145517,)
10,(985.968142105095,)
16,(980.9247460125966,)
25,(957.4860318221647,)
31,(933.6619743955721,)
39,(917.1690729427601,)
62,(838.8035576455998,)
207,(732.7271233397903,)
350,(731.734042844087,)
401,(729.8820408975915,)
555,(684.0834017222134,)
583,(675.8011485986568,)
606,(667.8761481108377,)
613,(666.4947609941961,)
669,(590.0509770079863,)
851,(577.4717303808474,)
1004,(554.6799972031046,)
1236,(514.3746850372229,)
1715,(489.5374719758214,)
3491,(477.79535065657666,)
3565,(455.6494782494859,)
4430,(452.06136142399,)
4440,(447.9545041683238,)
4500,(442.6213800602035,)
4584,(397.4722442064943,)
4772,(390.0878954130005,)
5877,(358.1476822832186,)
6054,(329.3616154272176,)
6260,(326.69575390081945,)
6330,(317.5319359833677,)
6375,(311.0601379116983,)
6455,(310.9202787223437,)
6599,(287.393155769663,)
6605,(284.99185234830816,)
6797,(278.2240252915457,)
6889,(269.15815967162973,)
6917,(249.40119128667016,)
7023,(248.56199224164322,)
7052,(247.6806255543858,)
7097,(231.0444764984901,)
7130,(227.8892345939122,)
7252,(226.3020385103717,)
7288,(224.74814842141456,)
7323,(224.60941642279607,)
7332,(220.3457327751525,)
7418,(217.3473196037374,)
7438,(213.93449185503334,)
7468,(213.23184809641674,)
7483,(202.48502025565693,)
7604,(201.64355071382056,)
7639,(199.51110658627158,)
7697,(198.28026707409072,)
7735,(197.11638583178313,)
7788,(196.16473416594937,)
7794,(195.7092427467344,)
7861,(194.80826477696655,)
7876,(194.7790744673992,)
7882,(190.6717665532529,)
7893,(190.2704840262661,)
7963,(189.9144367108753,)
7994,(189.7520446199265,)
8033,(189.64877891988215,)
8043,(188.8184907262907,)
8094,(184.18970517146334,)
8129,(184.1207268023735,)
8132,(183.6404900178374,)
8158,(181.8931045853131,)
8163,(181.48215407241554,)
8164,(180.30968635948028,)
8217,(179.7879179243232,)
8244,(178.673318286226,)
8250,(178.1250179708078,)
8296,(178.06850835604456,)
8308,(177.97280110067288,)
8329,(177.51786272632899,)
8337,(177.21792299342633,)
8338,(176.19984782487012,)
8388,(175.61122328111963,)
8432,(175.44850734792163,)
8465,(173.7725057003729,)
8483,(172.90542901093806,)
8484,(172.28565880133993,)
8491,(171.00747759057498,)
8512,(169.89977749432654,)
8525,(169.84517148918343,)
8611,(169.72658091819437,)
8614,(169.64541501627872,)
8620,(169.5288944827032,)
8622,(169.3308714826714,)
8623,(169.18574376676298,)
8624,(168.94020551138357,)
8629,(168.72099452247016,)
8659,(168.38117695369704,)
8707,(168.1687260380072,)
8716,(167.7505903934678,)
8737,(167.48804822035476,)
8760,(167.05641418627067,)
8796,(166.83032084166985,)
8799,(166.3214976570955,)
8880,(165.64372034942994,)
8907,(165.42604029365657,)
8939,(165.32457759245068,)
8941,(164.37925312363024,)
9023,(164.166891842577,)
9026,(164.05986567364351,)
9039,(163.2443477812016,)
9082,(162.12931804058798,)
9152,(161.73730575690587,)
9166,(161.27715223239352,)
9182,(160.74173363020452,)
9217,(159.9813263250157,)
9235,(159.96504674564693,)
9272,(159.86230578552073,)
9295,(159.64932492575832,)
9301,(159.6457448253147,)
9306,(159.3719406811275,)
9307,(158.8045155794814,)
9350,(158.53630270233947,)
9361,(157.86288866007868,)
9420,(157.82272300146445,)
9421,(157.1173947428391,)
9490,(156.639153035474,)
9517,(156.55068819617162,)
9543,(156.2326711521473,)
9605,(155.96518811501198,)
9648,(155.6196426744387,)
9657,(155.61458800603253,)
9687,(155.40242657281635,)
9751,(155.38035098129774,)
9772,(155.3169225489337,)
9774,(155.20523229134295,)
9795,(155.09968835167626,)
9799,(154.8236893294649,)
9875,(154.7910689325402,)
9878,(154.5277581260093,)
9894,(154.39764145189253,)
9956,(154.1665515566424,)
10007,(154.03336405857732,)
10018,(154.0136129935209,)
10044,(154.00679442658122,)
10100,(153.844123233887,)
10175,(153.73647797566764,)
10186,(153.66231317404265,)
10191,(153.56018603852556,)
10234,(153.2728262419999,)
10258,(153.12731688922526,)
10335,(152.9937941633574,)
10377,(152.97327225083217,)
10384,(152.85749971176364,)
10404,(152.85342406235105,)
10418,(152.8164249895052,)
10447,(152.80567550747384,)
10497,(152.74375317658746,)
10517,(152.69579849437918,)
10545,(152.52819004604345,)
10607,(152.47939636921222,)
10632,(152.34140460429836,)
10660,(152.32892878241256,)
10695,(152.31036302724436,)
10713,(152.25284203467254,)
10732,(152.2218329421995,)
10748,(152.216593971041,)
10760,(152.20031428558968,)
10806,(152.1928140011974,)
10817,(152.14254550989756,)
10822,(152.13394679278673,)
10836,(152.1249217621683,)
10850,(152.11955428735973,)
10858,(152.06333880985733,)
10867,(152.0089880158219,)
10897,(151.90468687271505,)
10926,(151.81992461346937,)
10969,(151.6946297707829,)
11044,(151.6768386068066,)
11048,(151.66795543092638,)
11079,(151.62531374798846,)
11084,(151.54470584548085,)
11150,(151.54112147975582,)
11168,(151.5277261194674,)
11187,(151.46248608757793,)
11199,(151.3883059933268,)
11213,(151.36095130131878,)
11227,(151.3478904454816,)
11231,(151.34331840270102,)
11292,(151.29936162524683,)
11317,(151.2658548073697,)
11323,(151.18603786546902,)
11327,(151.15293245644034,)
11333,(151.06207350066444,)
11403,(151.05465937841217,)
11405,(151.017313604942,)
11455,(151.00865214630602,)
11463,(151.0018251158168,)
11479,(150.97723418597025,)
11485,(150.8352918526008,)
11502,(150.80680014976866,)
11551,(150.80401683645954,)
11571,(150.7939110170421,)
11575,(150.7637218900657,)
11581,(150.7633854565123,)
11582,(150.6328783201729,)
11593,(150.61336695493793,)
11621,(150.4592754196695,)
11697,(150.44260612793983,)
11708,(150.4173016353181,)
11763,(150.1985467992631,)
11822,(150.19171946830585,)
11854,(150.18045204365467,)
11871,(150.07214511135277,)
11962,(150.02099129522912,)
12034,(149.9623082637205,)
12041,(149.93238772214437,)
12150,(149.90690659569236,)
12165,(149.84091730889048,)
12194,(149.81417062378722,)
12219,(149.7188120505636,)
12249,(149.7044810156034,)
12268,(149.55577058452803,)
12312,(149.5219108423259,)
12330,(149.50973100174872,)
12365,(149.5056477420028,)
12388,(149.46780614515745,)
12408,(149.34217564988165,)
12432,(149.30600041520603,)
12462,(149.26644258828577,)
