Evaluations,Fitness
1,(np.float64(10991852.386467582),)
2,(np.float64(10976277.153068805),)
3,(np.float64(10964696.121155515),)
5,(np.float64(10949815.14020433),)
19,(np.float64(10942607.738368176),)
28,(np.float64(10937006.413655568),)
40,(np.float64(10935336.010612346),)
46,(np.float64(10921140.850013405),)
92,(np.float64(10920517.06073762),)
551,(np.float64(10916913.070239503),)
653,(np.float64(10910741.861098371),)
1128,(np.float64(10903042.556621067),)
1208,(np.float64(10834013.985146645),)
1799,(np.float64(10808025.853903018),)
2401,(np.float64(10779102.34869939),)
2405,(np.float64(10760109.514658593),)
2435,(np.float64(10683339.22664965),)
2593,(np.float64(10667726.493680367),)
3605,(np.float64(10575776.703954656),)
3622,(np.float64(10537731.039260473),)
3697,(np.float64(10516281.801035592),)
3882,(np.float64(10484984.41850933),)
4102,(np.float64(10420698.4732272),)
4537,(np.float64(10396680.551645057),)
4700,(np.float64(10371113.649872588),)
4801,(np.float64(10250412.436457423),)
4804,(np.float64(10157264.74177377),)
4823,(np.float64(9915268.592511158),)
5372,(np.float64(9895353.82486125),)
5582,(np.float64(9802851.54511113),)
6004,(np.float64(9648921.4742541),)
6011,(np.float64(9638458.37280749),)
6016,(np.float64(9480376.227317795),)
6061,(np.float64(9424750.046187578),)
6078,(np.float64(9303543.388386143),)
6419,(np.float64(9218879.954206457),)
6455,(np.float64(9180197.906897686),)
7023,(np.float64(8985000.562539529),)
7201,(np.float64(8942828.525404938),)
7203,(np.float64(8556302.9915714),)
7210,(np.float64(8357309.5137073975),)
7219,(np.float64(8338122.616401186),)
7284,(np.float64(7392656.3923500255),)
8404,(np.float64(6956972.902003002),)
8410,(np.float64(5609543.569507779),)
8775,(np.float64(5588778.501704631),)
8859,(np.float64(5033628.205208594),)
9143,(np.float64(4032415.943118484),)
9835,(np.float64(3582532.8984848447),)
9858,(np.float64(3551759.473200938),)
36959,(np.float64(3377554.602174356),)
37553,(np.float64(3200506.9629519237),)
37825,(np.float64(2643143.819885009),)
40845,(np.float64(2539798.2396589518),)
41436,(np.float64(2520532.430390088),)
42282,(np.float64(2178497.4271586095),)
45554,(np.float64(1671509.7733406513),)
48414,(np.float64(1660778.6466025545),)
49410,(np.float64(1481220.1705469033),)
53506,(np.float64(1478852.7635774827),)
53839,(np.float64(1455786.6588131415),)
54037,(np.float64(1353209.2170815873),)
54278,(np.float64(1100228.5767961252),)
55612,(np.float64(1020057.6611678905),)
57146,(np.float64(946380.0526101865),)
57968,(np.float64(929900.4821638161),)
58297,(np.float64(841094.240136478),)
60218,(np.float64(802125.5488128995),)
60692,(np.float64(798314.1295742335),)
61530,(np.float64(771594.8035369026),)
62106,(np.float64(706918.7719630846),)
62166,(np.float64(662855.6094091263),)
62876,(np.float64(626311.8507431042),)
63627,(np.float64(580244.2168864666),)
64993,(np.float64(533565.9007319151),)
66066,(np.float64(503258.19462813024),)
67526,(np.float64(449346.3379821651),)
67660,(np.float64(437993.7817460574),)
69275,(np.float64(434776.6246195588),)
69965,(np.float64(421213.1283838794),)
70323,(np.float64(402601.0928335201),)
70891,(np.float64(401023.33718082984),)
71223,(np.float64(379723.1358618774),)
72527,(np.float64(328723.76680210925),)
73393,(np.float64(314317.9655668488),)
74728,(np.float64(269273.2374736016),)
76669,(np.float64(224802.43379845977),)
78584,(np.float64(208046.33750031318),)
79576,(np.float64(186795.1324174752),)
82698,(np.float64(186213.78452540806),)
84294,(np.float64(174256.20962343836),)
84401,(np.float64(172619.4053318294),)
84734,(np.float64(158619.9668690085),)
85345,(np.float64(148890.30313189075),)
86477,(np.float64(132805.9287315539),)
88319,(np.float64(97268.33626458555),)
93607,(np.float64(94634.64504043822),)
93833,(np.float64(90213.30285679578),)
93961,(np.float64(90028.97601459257),)
95316,(np.float64(88509.01867447002),)
95320,(np.float64(86574.41714425322),)
95376,(np.float64(82964.00422344435),)
97713,(np.float64(74464.06434593235),)
98038,(np.float64(70434.80256913207),)
98271,(np.float64(57869.92957942428),)
101079,(np.float64(56401.02686538248),)
102984,(np.float64(51414.15248151762),)
104540,(np.float64(46544.06856237162),)
105058,(np.float64(46345.69990763824),)
105434,(np.float64(44954.02033606962),)
106241,(np.float64(44526.27826954277),)
106819,(np.float64(43016.41462082238),)
108169,(np.float64(40154.17658340557),)
108974,(np.float64(39471.98991595381),)
109669,(np.float64(39323.663686023305),)
110345,(np.float64(38106.46329547719),)
110591,(np.float64(36280.884170005185),)
110686,(np.float64(35189.30135423162),)
112778,(np.float64(34027.32944578875),)
112823,(np.float64(33263.59029653781),)
113004,(np.float64(31399.13048170092),)
113964,(np.float64(30865.92744683611),)
115390,(np.float64(29818.196413060294),)
116128,(np.float64(29017.689497022537),)
116397,(np.float64(28270.060063993915),)
118137,(np.float64(24795.77283082078),)
119798,(np.float64(20503.8359357901),)
120052,(np.float64(20486.630126297245),)
120412,(np.float64(20161.228214083476),)
124500,(np.float64(18266.71152007226),)
125164,(np.float64(17644.99163035353),)
125657,(np.float64(16627.891120623364),)
127707,(np.float64(15720.889798278324),)
