Evaluations,Fitness
1,(np.float64(17.288857359213782),)
2,(np.float64(1.261427706622099),)
74,(np.float64(0.705449718147289),)
338,(np.float64(0.5558035753663262),)
345,(np.float64(0.5441825577268986),)
479,(np.float64(0.44700805177275704),)
569,(np.float64(0.4427568152062147),)
615,(np.float64(0.43041861520212876),)
619,(np.float64(0.42022448834592474),)
651,(np.float64(0.4099264846334023),)
669,(np.float64(0.40155300767753843),)
711,(np.float64(0.4000036094102821),)
755,(np.float64(0.3998648774306375),)
760,(np.float64(0.3981087713943374),)
809,(np.float64(0.3980396366592487),)
858,(np.float64(0.3979604309748872),)
912,(np.float64(0.39792100185206536),)
924,(np.float64(0.3979146524578372),)
963,(np.float64(0.3979036708919885),)
999,(np.float64(0.3978875767496337),)
1089,(np.float64(0.39788737307476296),)
1255,(np.float64(0.397887372030711),)
1303,(np.float64(0.3978873621476495),)
1336,(np.float64(0.3978873595417287),)
1342,(np.float64(0.39788735845427325),)
1410,(np.float64(0.3978873577704114),)
1459,(np.float64(0.397887357737849),)
1529,(np.float64(0.397887357732321),)
1559,(np.float64(0.39788735773206874),)
1577,(np.float64(0.39788735773043626),)
1655,(np.float64(0.397887357729811),)
1712,(np.float64(0.39788735772974704),)
1813,(np.float64(0.39788735772973993),)
1848,(np.float64(0.39788735772973816),)
