Evaluations,Fitness
1,(np.float64(338141.29639507673),)
2,(np.float64(269208.9835514517),)
10,(np.float64(257523.67575821097),)
37,(np.float64(214663.51352654916),)
59,(np.float64(197738.42175433238),)
91,(np.float64(182663.66496485512),)
283,(np.float64(175550.42069303922),)
331,(np.float64(143065.46313036015),)
381,(np.float64(142627.80112419257),)
478,(np.float64(138761.1090295186),)
490,(np.float64(129101.21767111872),)
536,(np.float64(125398.01869724486),)
549,(np.float64(109151.58274098182),)
667,(np.float64(107667.27424310122),)
689,(np.float64(104893.47194917499),)
726,(np.float64(101678.5912319489),)
769,(np.float64(100487.46719483545),)
776,(np.float64(95288.84199277482),)
819,(np.float64(87897.44970543582),)
829,(np.float64(84838.99272999376),)
906,(np.float64(83883.52300887142),)
952,(np.float64(79720.36092615705),)
983,(np.float64(76717.79596069851),)
1015,(np.float64(74375.9595202249),)
1081,(np.float64(71646.98864705753),)
1133,(np.float64(69594.00793380206),)
1149,(np.float64(67613.63788568212),)
1166,(np.float64(66793.35091919288),)
1222,(np.float64(66162.38593001016),)
1245,(np.float64(65231.55020072258),)
1247,(np.float64(64557.33155028776),)
1254,(np.float64(64414.97848560161),)
1304,(np.float64(62170.34843339876),)
1313,(np.float64(61044.45378157327),)
1376,(np.float64(58082.72856732016),)
1474,(np.float64(55414.504618985724),)
1513,(np.float64(51009.4283438408),)
1603,(np.float64(46831.60520076289),)
1664,(np.float64(46360.47041566438),)
1707,(np.float64(44453.23354196518),)
1779,(np.float64(44372.01542133574),)
1782,(np.float64(43164.428643318046),)
1787,(np.float64(42514.86951348411),)
1837,(np.float64(42507.71394277513),)
1862,(np.float64(41522.97930771143),)
1903,(np.float64(39925.80867574609),)
1910,(np.float64(38314.670433153035),)
1969,(np.float64(37266.77777899344),)
1977,(np.float64(37033.7605140893),)
1978,(np.float64(36852.14985783318),)
1987,(np.float64(36550.87617935514),)
2015,(np.float64(35365.470849051315),)
2128,(np.float64(35090.55770773682),)
2173,(np.float64(34983.310512831675),)
2176,(np.float64(34688.69507113513),)
2193,(np.float64(34551.49602419198),)
2212,(np.float64(34286.90606271371),)
2238,(np.float64(33996.39204846852),)
2254,(np.float64(33723.45945110131),)
2279,(np.float64(33304.37880662178),)
2286,(np.float64(33299.702125391275),)
2295,(np.float64(31286.77975836454),)
2378,(np.float64(31014.359101676626),)
2382,(np.float64(30651.87695720544),)
2386,(np.float64(30471.19359089849),)
2478,(np.float64(29759.574215082288),)
2492,(np.float64(29452.01655391325),)
2543,(np.float64(28884.766719962052),)
2562,(np.float64(28477.873598723952),)
2583,(np.float64(28023.360945264954),)
2615,(np.float64(27200.651872235714),)
2618,(np.float64(26912.781903075782),)
2661,(np.float64(26641.528641066798),)
2730,(np.float64(25799.62393864797),)
2790,(np.float64(25304.267485286015),)
2830,(np.float64(25143.863569964215),)
2842,(np.float64(24277.697894756813),)
2913,(np.float64(24018.32515860001),)
2917,(np.float64(23911.564637016523),)
2927,(np.float64(23702.57088445213),)
3033,(np.float64(23608.249297550232),)
3052,(np.float64(23589.6658057684),)
3107,(np.float64(23218.357364986172),)
3111,(np.float64(22922.830045316685),)
3139,(np.float64(22447.649499787076),)
3150,(np.float64(22114.37690090514),)
3194,(np.float64(21756.326793117354),)
3217,(np.float64(21400.09435215751),)
3294,(np.float64(20775.14720444335),)
3397,(np.float64(20689.62280883339),)
3402,(np.float64(20147.091445986312),)
3467,(np.float64(19801.211484175383),)
3498,(np.float64(19414.28749919415),)
3510,(np.float64(19398.188323342994),)
3586,(np.float64(19044.379267295095),)
3615,(np.float64(18903.59192146592),)
3655,(np.float64(18435.357359967897),)
3732,(np.float64(18000.024899790595),)
3734,(np.float64(17993.634612641312),)
3750,(np.float64(17547.371080957757),)
3897,(np.float64(17339.939252098957),)
3928,(np.float64(16851.505792159467),)
3987,(np.float64(16590.41508760482),)
4017,(np.float64(16412.522964929023),)
4023,(np.float64(16269.743369820988),)
4056,(np.float64(16107.277689991075),)
4085,(np.float64(16044.28832602667),)
4098,(np.float64(15915.160397225445),)
4154,(np.float64(15592.60350851197),)
4204,(np.float64(15563.991548666774),)
4235,(np.float64(15516.997468953705),)
4251,(np.float64(15403.63947101361),)
4278,(np.float64(15351.222359281022),)
4300,(np.float64(15313.454735198151),)
4324,(np.float64(15169.202051119362),)
4342,(np.float64(15019.985334337809),)
4370,(np.float64(14749.132448011102),)
4377,(np.float64(14593.39350314082),)
4441,(np.float64(13962.832631705618),)
4558,(np.float64(13605.923207290147),)
4611,(np.float64(13207.671143115223),)
4691,(np.float64(13194.48151767559),)
4714,(np.float64(12354.627931486895),)
4812,(np.float64(12200.102372014155),)
4823,(np.float64(12189.242546774494),)
4830,(np.float64(11688.093827044686),)
4899,(np.float64(11488.090717731737),)
4963,(np.float64(11349.291734950819),)
4990,(np.float64(11032.746964035907),)
5034,(np.float64(10794.754317627154),)
5133,(np.float64(10751.518567444113),)
5174,(np.float64(10511.937483274),)
5205,(np.float64(10340.671373382793),)
5260,(np.float64(10111.794913418691),)
5296,(np.float64(10065.000882351189),)
5299,(np.float64(10023.524921176533),)
5349,(np.float64(9698.711341530972),)
5386,(np.float64(9368.510703379452),)
5415,(np.float64(9327.010504255046),)
5425,(np.float64(9275.20367877871),)
5437,(np.float64(9037.905351901989),)
5456,(np.float64(8929.310363409946),)
5487,(np.float64(8856.326239815997),)
5598,(np.float64(8816.526158469249),)
5601,(np.float64(8805.514861692634),)
5612,(np.float64(8696.824931057648),)
5643,(np.float64(8655.951729452803),)
5657,(np.float64(8617.169651300708),)
5664,(np.float64(8585.058529239175),)
5712,(np.float64(8540.92769805601),)
5730,(np.float64(8458.499188546382),)
5735,(np.float64(8355.024360899348),)
5767,(np.float64(8345.24997727212),)
5779,(np.float64(8344.794864640857),)
5791,(np.float64(8323.52626172032),)
5804,(np.float64(8085.377939294176),)
5829,(np.float64(7999.748204502818),)
5877,(np.float64(7888.582047205855),)
5915,(np.float64(7850.853687097427),)
5939,(np.float64(7707.739394284034),)
5962,(np.float64(7700.2747240101335),)
5969,(np.float64(7567.083220471121),)
5996,(np.float64(7535.709062228296),)
6024,(np.float64(7511.5612299792365),)
6053,(np.float64(7448.580919680224),)
6085,(np.float64(7429.679028326958),)
6107,(np.float64(7421.187788317201),)
6113,(np.float64(7312.342032624255),)
6141,(np.float64(7163.933391959797),)
6209,(np.float64(7147.195205544964),)
6224,(np.float64(7145.073206213981),)
6246,(np.float64(7102.342781569076),)
6276,(np.float64(7050.607248630021),)
6321,(np.float64(6948.242174059207),)
6351,(np.float64(6941.5878338629445),)
6375,(np.float64(6940.812191430509),)
6398,(np.float64(6821.387673412336),)
6429,(np.float64(6796.632240454846),)
6454,(np.float64(6749.728326022097),)
6497,(np.float64(6704.679544786481),)
6519,(np.float64(6649.685691857007),)
6560,(np.float64(6605.479249857098),)
6568,(np.float64(6556.857063415937),)
6624,(np.float64(6533.338249831054),)
6625,(np.float64(6511.475965604485),)
6634,(np.float64(6496.290895184905),)
6675,(np.float64(6486.616026983404),)
6681,(np.float64(6456.938566357291),)
6725,(np.float64(6432.875257752035),)
6746,(np.float64(6392.877689326075),)
6770,(np.float64(6280.893571433995),)
6781,(np.float64(6260.172229671719),)
6820,(np.float64(6237.101703864953),)
6832,(np.float64(6225.745839104574),)
6845,(np.float64(6185.896718993825),)
6862,(np.float64(6162.210909091116),)
6863,(np.float64(6095.732532455335),)
6883,(np.float64(6079.638971190172),)
6897,(np.float64(6017.002413357855),)
6925,(np.float64(5969.293803097129),)
6955,(np.float64(5960.467112275419),)
6969,(np.float64(5889.696262775792),)
6975,(np.float64(5842.0897103505595),)
7062,(np.float64(5682.383966955352),)
7110,(np.float64(5657.356427171109),)
7164,(np.float64(5638.264839861431),)
7180,(np.float64(5530.167600855478),)
7202,(np.float64(5498.8408765959275),)
7233,(np.float64(5477.079681672352),)
7285,(np.float64(5472.227341520664),)
7290,(np.float64(5451.591587108429),)
7295,(np.float64(5446.85985157073),)
7305,(np.float64(5428.0738041709865),)
7319,(np.float64(5396.61226722716),)
7357,(np.float64(5340.830338877295),)
7385,(np.float64(5324.6965235961125),)
7419,(np.float64(5257.539883871692),)
7555,(np.float64(5129.125704737899),)
7613,(np.float64(5128.483508110729),)
7684,(np.float64(5119.899331573692),)
7689,(np.float64(5101.5809192721745),)
7728,(np.float64(5077.050319431334),)
7814,(np.float64(5036.65530813065),)
7841,(np.float64(5031.683030763146),)
7868,(np.float64(4975.687496428072),)
7869,(np.float64(4968.687394044037),)
7912,(np.float64(4961.91050630315),)
7927,(np.float64(4935.739476873651),)
7934,(np.float64(4933.8603370541605),)
7981,(np.float64(4912.61001323101),)
8030,(np.float64(4911.647391009735),)
8031,(np.float64(4909.2783515056135),)
8046,(np.float64(4884.051103822321),)
8048,(np.float64(4883.718063893937),)
8072,(np.float64(4839.962394206275),)
8138,(np.float64(4813.451152419971),)
8179,(np.float64(4790.8555640669965),)
8237,(np.float64(4789.72808795596),)
8276,(np.float64(4782.785324107654),)
8284,(np.float64(4778.85082321773),)
8295,(np.float64(4761.262043114306),)
8309,(np.float64(4758.728778253562),)
8321,(np.float64(4741.871221245548),)
8358,(np.float64(4725.068013780298),)
8363,(np.float64(4720.048661782936),)
8365,(np.float64(4683.030248259582),)
8367,(np.float64(4668.872451414838),)
8411,(np.float64(4655.431028077526),)
8433,(np.float64(4633.750008534915),)
8453,(np.float64(4627.105764603541),)
8482,(np.float64(4605.512491635858),)
8491,(np.float64(4587.051467341065),)
8509,(np.float64(4571.917615144256),)
8515,(np.float64(4570.0506142476725),)
8528,(np.float64(4544.96739573732),)
8565,(np.float64(4541.447890080068),)
8569,(np.float64(4526.86901045499),)
8671,(np.float64(4521.582031448751),)
8694,(np.float64(4515.616351495023),)
8707,(np.float64(4508.681028953015),)
8741,(np.float64(4504.621800095054),)
8762,(np.float64(4497.506427214244),)
8799,(np.float64(4494.8076910068685),)
8814,(np.float64(4477.053350736282),)
8831,(np.float64(4462.590702770702),)
8921,(np.float64(4461.546243008013),)
8941,(np.float64(4454.602483237421),)
8955,(np.float64(4446.119197375889),)
9040,(np.float64(4440.372636051963),)
9041,(np.float64(4422.649158644174),)
9045,(np.float64(4413.263565556599),)
9063,(np.float64(4410.303254161911),)
9073,(np.float64(4405.53237253205),)
9074,(np.float64(4390.771769721297),)
9134,(np.float64(4359.024729688309),)
9177,(np.float64(4356.659544031985),)
9221,(np.float64(4340.773193561014),)
9230,(np.float64(4331.361309246129),)
9311,(np.float64(4311.750458019656),)
9333,(np.float64(4292.79862406672),)
9346,(np.float64(4289.036423902134),)
9363,(np.float64(4287.943615335869),)
9373,(np.float64(4281.291076250178),)
9413,(np.float64(4252.6680948152225),)
9497,(np.float64(4241.210436735755),)
9498,(np.float64(4234.38199302583),)
9515,(np.float64(4216.055619136135),)
9554,(np.float64(4215.965845389532),)
9567,(np.float64(4210.960028952071),)
9586,(np.float64(4209.077757198233),)
9593,(np.float64(4208.1937559596945),)
9603,(np.float64(4184.133878214874),)
9604,(np.float64(4179.301285467554),)
9626,(np.float64(4174.6954025340165),)
9630,(np.float64(4166.0501308990415),)
9635,(np.float64(4140.103913663759),)
9717,(np.float64(4130.871778880867),)
9726,(np.float64(4112.063807881541),)
9800,(np.float64(4102.796689242504),)
9875,(np.float64(4101.1424754381305),)
9876,(np.float64(4082.943259974544),)
9934,(np.float64(4080.37922993088),)
9950,(np.float64(4051.476455721382),)
10044,(np.float64(4045.9827932467438),)
10047,(np.float64(4035.285123437873),)
10126,(np.float64(4028.8415329042036),)
10128,(np.float64(4028.6480627777823),)
10168,(np.float64(4022.3865564401644),)
10205,(np.float64(4003.262010048493),)
10209,(np.float64(3986.9975990980292),)
10251,(np.float64(3977.2763885615846),)
10284,(np.float64(3972.211685084235),)
10314,(np.float64(3970.9701523307704),)
10339,(np.float64(3969.155091473123),)
10350,(np.float64(3921.9461778027644),)
10427,(np.float64(3905.5656800492193),)
10468,(np.float64(3885.714746171029),)
10498,(np.float64(3882.2373382557043),)
10506,(np.float64(3853.539115208129),)
10508,(np.float64(3846.681094316589),)
10548,(np.float64(3838.4323588941465),)
10616,(np.float64(3823.2014506622895),)
10639,(np.float64(3813.3025870315687),)
10662,(np.float64(3783.381195102361),)
10748,(np.float64(3781.833969954025),)
10752,(np.float64(3763.5469962185607),)
10761,(np.float64(3757.6038307210993),)
10777,(np.float64(3749.0146632783),)
10787,(np.float64(3738.202009403554),)
10791,(np.float64(3736.1046070720945),)
10826,(np.float64(3717.6212369656546),)
10867,(np.float64(3713.0697405142137),)
10892,(np.float64(3685.6114841644085),)
10998,(np.float64(3678.422316117575),)
11031,(np.float64(3657.447331009337),)
11038,(np.float64(3638.236674266682),)
11092,(np.float64(3631.8303103803655),)
11101,(np.float64(3621.1865490549653),)
11147,(np.float64(3600.6955067342396),)
11170,(np.float64(3561.6576523955),)
11222,(np.float64(3560.2589642989915),)
11257,(np.float64(3554.0971622032193),)
11258,(np.float64(3553.7738147773575),)
11291,(np.float64(3550.5106841418274),)
11298,(np.float64(3533.537395338445),)
11337,(np.float64(3519.0333057605512),)
11342,(np.float64(3508.5576073580196),)
11377,(np.float64(3496.839132723868),)
11389,(np.float64(3493.440053802613),)
11430,(np.float64(3474.545809446169),)
11437,(np.float64(3448.0647279476375),)
11515,(np.float64(3444.3208972706384),)
11533,(np.float64(3438.3076372657188),)
11548,(np.float64(3431.995463108524),)
11568,(np.float64(3414.306879755357),)
11593,(np.float64(3409.1681179405914),)
11638,(np.float64(3401.842113752118),)
11704,(np.float64(3401.834842116664),)
11718,(np.float64(3400.0927291741573),)
11737,(np.float64(3397.5256351030966),)
11745,(np.float64(3382.104302065165),)
11777,(np.float64(3381.7474362685666),)
11792,(np.float64(3373.9707016154925),)
11818,(np.float64(3372.387368198024),)
11829,(np.float64(3356.880976209166),)
11914,(np.float64(3355.7722940910367),)
11922,(np.float64(3351.05401816801),)
11924,(np.float64(3349.9645045798807),)
11927,(np.float64(3342.4309880026376),)
11942,(np.float64(3340.990015230105),)
11948,(np.float64(3328.8404758095317),)
11973,(np.float64(3326.459783606158),)
11974,(np.float64(3320.4694571052537),)
11979,(np.float64(3320.0788524235622),)
12038,(np.float64(3308.919695734247),)
12071,(np.float64(3300.815016401824),)
12096,(np.float64(3270.1284031446103),)
12135,(np.float64(3269.484168727876),)
12215,(np.float64(3269.1192806234803),)
12239,(np.float64(3266.2188649790933),)
12246,(np.float64(3256.890704054678),)
12268,(np.float64(3256.349673693608),)
12271,(np.float64(3254.7550375368855),)
12286,(np.float64(3252.296073462192),)
12296,(np.float64(3236.8548497625516),)
12328,(np.float64(3229.094685095135),)
12347,(np.float64(3214.450541364954),)
12455,(np.float64(3211.3827449037044),)
12491,(np.float64(3208.727938088641),)
12506,(np.float64(3195.6273900886795),)
12515,(np.float64(3188.5179964819563),)
12535,(np.float64(3182.237880916605),)
12562,(np.float64(3173.5306849386625),)
12593,(np.float64(3155.575220068193),)
12671,(np.float64(3140.682905029517),)
12727,(np.float64(3136.0724931841505),)
12802,(np.float64(3131.115613105558),)
12813,(np.float64(3120.9583499268824),)
12866,(np.float64(3118.662382800983),)
12875,(np.float64(3105.13088944821),)
12897,(np.float64(3100.30762602491),)
12900,(np.float64(3090.6638808267617),)
12905,(np.float64(3090.386331688875),)
12929,(np.float64(3089.0687062525612),)
12952,(np.float64(3083.744248243757),)
12978,(np.float64(3073.2892911016497),)
13029,(np.float64(3072.238918857105),)
13045,(np.float64(3071.717346781334),)
13061,(np.float64(3054.607826191892),)
13176,(np.float64(3051.897895997741),)
13183,(np.float64(3048.213744256148),)
13198,(np.float64(3044.71730013806),)
13235,(np.float64(3038.6526343121877),)
13245,(np.float64(3037.7734450063417),)
13263,(np.float64(3035.433830937926),)
13264,(np.float64(3031.285036830679),)
13279,(np.float64(3030.5398167165436),)
13286,(np.float64(3023.0594319267398),)
13334,(np.float64(3020.880290476743),)
13344,(np.float64(3020.8190952860677),)
13351,(np.float64(3009.126230587313),)
13389,(np.float64(2990.381291006994),)
13418,(np.float64(2987.182694722),)
13503,(np.float64(2982.6097593906716),)
13504,(np.float64(2978.912009741959),)
13534,(np.float64(2975.5177591479005),)
13558,(np.float64(2970.265050371241),)
13588,(np.float64(2963.7379045155426),)
13641,(np.float64(2963.4729131871745),)
13674,(np.float64(2959.7241913893586),)
13701,(np.float64(2959.2331195044917),)
13729,(np.float64(2952.9538230914936),)
13736,(np.float64(2948.0854304462027),)
13747,(np.float64(2939.5597696138775),)
13803,(np.float64(2938.726939865249),)
13805,(np.float64(2935.894410614613),)
13819,(np.float64(2932.34605071928),)
13833,(np.float64(2922.4309081165648),)
13894,(np.float64(2920.864966909447),)
13930,(np.float64(2918.2927413121724),)
13942,(np.float64(2909.672161325642),)
13976,(np.float64(2908.7862653637417),)
13984,(np.float64(2903.67624563719),)
13990,(np.float64(2903.486555342567),)
14023,(np.float64(2901.578878341025),)
14040,(np.float64(2896.229858916728),)
14050,(np.float64(2893.479327938101),)
14070,(np.float64(2885.8322955231774),)
14122,(np.float64(2885.024319313692),)
14125,(np.float64(2881.5730004789284),)
14126,(np.float64(2873.033306014228),)
14204,(np.float64(2853.1176313582578),)
14273,(np.float64(2840.415024990808),)
14329,(np.float64(2839.8762758037606),)
14331,(np.float64(2837.8847375502473),)
14333,(np.float64(2820.336716857278),)
14416,(np.float64(2812.290386286949),)
14425,(np.float64(2811.1742317791973),)
14495,(np.float64(2808.946459654548),)
14500,(np.float64(2808.343487587541),)
14502,(np.float64(2793.6704632968485),)
14518,(np.float64(2789.2173014398595),)
