Evaluations,Fitness
1,(21.69036210308207,)
2,(21.513481024553418,)
3,(21.505108999202957,)
5,(21.475021885396565,)
6,(21.384708822458826,)
7,(21.1345013374187,)
43,(21.074054432654194,)
73,(20.928287625461596,)
103,(20.787578967165043,)
133,(20.703361551178897,)
166,(20.61526670910565,)
182,(20.47318438520988,)
203,(20.42968337248031,)
212,(20.294369491425442,)
226,(20.241818075490446,)
239,(20.224593555513902,)
242,(20.064519052086666,)
268,(19.953926814081093,)
282,(19.80855850737161,)
302,(19.798384136769876,)
308,(19.68799322545033,)
331,(19.68520050808025,)
342,(19.61324599074032,)
351,(19.604406234819304,)
361,(19.557023107924348,)
362,(19.424440272148406,)
364,(19.41823967615569,)
385,(19.360779891243112,)
394,(19.260356199193907,)
400,(19.19928708909989,)
417,(19.134135424423228,)
430,(19.063224104891148,)
461,(18.970663275519417,)
483,(18.903722037526286,)
513,(18.831456541826103,)
516,(18.711787762614698,)
556,(18.682411551052937,)
564,(18.60572544035933,)
573,(18.586573375924747,)
580,(18.58029319886825,)
585,(18.412798762375225,)
598,(18.403141735964024,)
602,(18.090708385174413,)
604,(17.901935705396767,)
632,(17.810707663774267,)
662,(17.626867529537876,)
668,(17.572681187030145,)
724,(17.498261141473357,)
725,(17.293990288276703,)
797,(17.12893604641905,)
916,(17.046847225192998,)
936,(16.911568406470668,)
964,(16.824062253355933,)
967,(16.56926852295254,)
1007,(16.485571932399846,)
1009,(16.42428306807952,)
1026,(16.388744511524134,)
1034,(16.049787001698203,)
1103,(16.02012793150468,)
1113,(16.00692121417487,)
1138,(16.00114490455609,)
1155,(15.898235904225137,)
1169,(15.477455929814758,)
1176,(15.462958888912457,)
1189,(15.347613422277272,)
1209,(15.188588416729667,)
1246,(15.107713406138544,)
1312,(14.958054032973799,)
1330,(14.826907468468907,)
1347,(14.798660504338665,)
1375,(14.431097460154705,)
1453,(14.233557844564855,)
1480,(14.034315096659888,)
1496,(13.812281223939944,)
1510,(13.784609673266564,)
1527,(13.752026961880091,)
1535,(13.514574033363381,)
1559,(13.239566995286136,)
1590,(13.158929437019868,)
1604,(13.149399011585276,)
1618,(12.776839274794304,)
1703,(12.727599661613345,)
1711,(12.649811800153971,)
1759,(12.466580680781794,)
1763,(12.146807427161848,)
1839,(11.911122566076171,)
1866,(11.824542510406133,)
1907,(11.322809846258801,)
1980,(11.070143527189558,)
2005,(11.00760977307406,)
2043,(10.974039423352693,)
2059,(10.963329547935812,)
2062,(10.853663543422547,)
2071,(10.317597377276805,)
2106,(10.168267708082652,)
2213,(10.151554245202135,)
2246,(9.810080114378986,)
2259,(9.664138065153516,)
2298,(9.626742058242195,)
2496,(9.47134551284715,)
2787,(9.402468835311014,)
2849,(9.0759127822677,)
2918,(9.023936754562916,)
3047,(8.692432460966435,)
3175,(8.494595383642617,)
3198,(8.491114473618339,)
3273,(8.416542337707064,)
3308,(8.122100613650622,)
3351,(7.940506352298288,)
3452,(7.833384981978686,)
3919,(7.823714258761727,)
4913,(7.726235642421611,)
5817,(7.613692619006391,)
8977,(7.398106665484716,)
9282,(7.354215165025101,)
9464,(7.1713783187253055,)
