Evaluations,Fitness
1,(np.float64(53.57669896225968),)
4,(np.float64(39.71018220587178),)
5,(np.float64(4.600972061448185),)
8,(np.float64(3.1787039263437773),)
9,(np.float64(0.5591688545989353),)
41,(np.float64(0.4929087299440944),)
44,(np.float64(0.4630655034761002),)
108,(np.float64(0.4218333115084292),)
564,(np.float64(0.420042763813413),)
684,(np.float64(0.4174177840371289),)
744,(np.float64(0.40757087906042067),)
1161,(np.float64(0.4001357024916654),)
2428,(np.float64(0.3989055013423357),)
8902,(np.float64(0.3981243419857563),)
13946,(np.float64(0.3980947411885314),)
