Evaluations,Fitness
1,(21.548131212820856,)
2,(21.351691850141265,)
12,(20.998247414610702,)
68,(20.983906429901285,)
225,(20.980120388062193,)
423,(20.862435873092135,)
513,(20.826888916974053,)
535,(20.75897339894362,)
622,(20.749397532364416,)
730,(20.68439842254067,)
844,(20.63120801438996,)
984,(20.623828099627424,)
990,(20.418875359127036,)
1003,(20.37748107218709,)
1175,(20.374222068774205,)
1189,(20.143063280728008,)
1258,(20.12156797835149,)
1276,(19.94904816555061,)
1424,(19.910387151664505,)
1491,(19.87617241061488,)
1574,(19.75414414423315,)
1676,(19.710567794212523,)
1701,(19.491696947215363,)
1793,(19.454038726869353,)
1842,(19.260360751845827,)
1915,(19.243866012913873,)
1941,(18.878304639981824,)
2029,(18.8689999175585,)
2205,(18.427735531677293,)
2242,(18.338084844623346,)
2463,(18.30080945532516,)
2505,(18.144539664859074,)
2756,(18.07491746523345,)
2787,(17.729613453225667,)
2880,(17.68247902890255,)
2904,(17.649520903964174,)
2969,(17.44599071482091,)
3028,(17.390732590308254,)
3043,(17.297544076196644,)
3056,(17.209162034198062,)
3075,(17.20464348231704,)
3196,(17.11367174252053,)
3272,(16.93037168429021,)
3294,(16.793922060553857,)
3400,(16.515247336631468,)
3451,(16.327735500065014,)
3536,(15.833075865830352,)
3780,(15.800289915808492,)
3871,(15.74362446111343,)
3906,(15.657537315054107,)
3920,(15.236014924126344,)
4402,(15.099570529549576,)
4512,(15.054695518736887,)
4553,(14.91698491325096,)
4710,(14.892047145236276,)
4772,(14.769656817108789,)
4906,(14.673387467981602,)
4962,(14.496731907928835,)
5227,(14.474987267644151,)
5243,(14.471902507605533,)
5248,(14.465873936633502,)
5318,(14.402013195893899,)
5361,(14.256324169580779,)
5467,(14.247327940138515,)
5540,(14.218236339192684,)
5611,(14.21643312610496,)
5658,(14.184924828432171,)
5732,(14.18133866294446,)
5739,(14.178372243135163,)
5748,(14.103920922148735,)
5762,(13.98238191430897,)
5991,(13.941464474910068,)
6060,(13.775831001661386,)
6170,(13.761408950335042,)
6192,(13.69027603913107,)
6378,(13.673355707100384,)
6521,(13.665398044253745,)
6532,(13.664733806276557,)
6538,(13.65711762305041,)
6541,(13.59944516352665,)
6562,(13.528483831019749,)
6733,(13.51053945364819,)
6945,(13.487913368578546,)
6951,(13.46340072511882,)
6964,(13.445894956192875,)
6983,(13.436074901581062,)
6990,(13.399870245713275,)
7210,(13.370996900297726,)
7216,(13.352336759208583,)
7278,(13.313275185167416,)
7292,(13.202213391231707,)
7396,(13.192426626525386,)
7502,(13.154404357247685,)
7566,(13.121208753524586,)
7571,(13.091225204165267,)
7633,(13.0502270783947,)
7717,(13.027882054401447,)
7847,(12.869230314346401,)
8020,(12.78191443803237,)
8055,(12.7065690679464,)
8241,(12.642930919592965,)
8272,(12.637162963218682,)
8333,(12.627448562229501,)
8430,(12.59657103337872,)
8508,(12.570999817207595,)
8640,(12.529975089270385,)
8714,(12.523235600448508,)
8882,(12.473362242954543,)
9135,(12.439009641289541,)
9147,(12.43305574189801,)
9169,(12.416664646445692,)
9190,(12.29649595230337,)
9253,(12.186628736005538,)
9431,(12.156269738114855,)
9472,(12.141957528903246,)
9531,(12.10140645787702,)
9547,(12.084883577401744,)
9656,(12.07843460861779,)
9660,(12.065348191848486,)
9815,(12.06018574065384,)
9821,(12.019578283323355,)
9950,(12.01876736606494,)
9965,(12.016082919577437,)
9996,(12.00091445351084,)
10030,(11.99464702656968,)
10080,(11.958192296660132,)
10180,(11.95487052307667,)
10183,(11.927403814794992,)
10332,(11.913226290752142,)
10385,(11.896454951019441,)
10570,(11.894085125966516,)
10592,(11.848122209107284,)
10952,(11.846843037470695,)
10969,(11.840216224545102,)
11167,(11.839334814412643,)
11186,(11.83281661325631,)
11204,(11.827328988830539,)
11234,(11.797143627284719,)
11363,(11.787735540482558,)
11407,(11.786398610852098,)
11414,(11.727876167265856,)
11607,(11.724655104235238,)
11655,(11.722096150787095,)
11680,(11.70885896355489,)
11776,(11.703022581251151,)
11810,(11.698848982061948,)
11813,(11.69586709891158,)
11958,(11.68369877313805,)
11976,(11.672447213611303,)
12006,(11.668485304732169,)
12014,(11.66650316135357,)
12173,(11.66622602843854,)
12197,(11.646131149826378,)
12331,(11.636140616438837,)
12481,(11.621155460772743,)
12504,(11.601100958134417,)
12744,(11.599884980417091,)
12776,(11.594165375372357,)
12802,(11.572783550206582,)
13031,(11.563468305202893,)
13089,(11.55937319245982,)
13091,(11.55683424676032,)
13153,(11.555045265426962,)
13248,(11.549036487693808,)
13280,(11.547869448476217,)
13292,(11.544765502937604,)
13309,(11.529325390755695,)
13364,(11.505585730638229,)
13461,(11.49401795567147,)
13572,(11.486200351791492,)
13640,(11.482929701478882,)
13676,(11.482697146634901,)
13721,(11.474983327135991,)
13810,(11.444436451702522,)
13886,(11.437695696452142,)
14049,(11.427653789243838,)
14061,(11.424397012990326,)
14137,(11.422570642678185,)
14157,(11.402816911662768,)
14223,(11.396316020564113,)
14306,(11.33401694425496,)
