Evaluations,Fitness
1,(np.float64(2503799.031850948),)
6,(np.float64(2191102.955755216),)
10,(np.float64(1950245.1161785864),)
11,(np.float64(791490.6876895926),)
41,(np.float64(783925.9344064766),)
71,(np.float64(783921.578160413),)
131,(np.float64(758983.2888506213),)
161,(np.float64(739398.0712607598),)
191,(np.float64(732721.9661818154),)
311,(np.float64(730135.7430874939),)
321,(np.float64(729518.6038094597),)
326,(np.float64(709437.4505592285),)
341,(np.float64(696504.7224693233),)
351,(np.float64(680649.7754615524),)
356,(np.float64(669561.1214282565),)
381,(np.float64(641649.1268600968),)
403,(np.float64(607921.4453554145),)
433,(np.float64(526020.8283049536),)
463,(np.float64(457291.1175599309),)
493,(np.float64(401732.3131203459),)
523,(np.float64(359344.4149861989),)
553,(np.float64(330127.4231574899),)
583,(np.float64(314081.3376342188),)
613,(np.float64(311206.15841638565),)
631,(np.float64(310449.0116859559),)
661,(np.float64(285453.44017305376),)
673,(np.float64(285144.9357523524),)
703,(np.float64(260155.4229316752),)
733,(np.float64(246533.34704195845),)
763,(np.float64(244278.70808320236),)
771,(np.float64(213300.9293694222),)
801,(np.float64(190283.32742602687),)
831,(np.float64(177770.55436128724),)
861,(np.float64(175762.61017520295),)
921,(np.float64(175094.69778913396),)
981,(np.float64(172394.3271246022),)
1011,(np.float64(169117.96933042913),)
1084,(np.float64(165641.79109850095),)
1144,(np.float64(162165.36487824577),)
1174,(np.float64(158978.05343462323),)
1243,(np.float64(153104.4626994577),)
1273,(np.float64(150453.63207909375),)
1327,(np.float64(149718.1312754836),)
1349,(np.float64(147855.96620336382),)
1405,(np.float64(145721.48258440898),)
1417,(np.float64(143667.0834042636),)
1420,(np.float64(141197.8194840513),)
1455,(np.float64(138761.44467750922),)
1485,(np.float64(138700.31310049447),)
1487,(np.float64(137159.70151736285),)
1498,(np.float64(136640.39297071952),)
1506,(np.float64(136584.60902209615),)
1511,(np.float64(135963.67263158484),)
1513,(np.float64(132482.26186985176),)
1522,(np.float64(130926.61475277849),)
1542,(np.float64(128679.95779832698),)
1552,(np.float64(128204.88384614541),)
1561,(np.float64(126526.00126883293),)
1603,(np.float64(125914.51521148646),)
1607,(np.float64(123829.91721174523),)
1616,(np.float64(123608.55120907434),)
1623,(np.float64(122381.32159389927),)
1637,(np.float64(118257.22081626585),)
1660,(np.float64(117130.73668152941),)
1667,(np.float64(114334.3864204803),)
1697,(np.float64(112061.41402438836),)
1727,(np.float64(111438.30362799016),)
1732,(np.float64(111010.57421748702),)
1744,(np.float64(106846.91276256584),)
1776,(np.float64(105061.78198081595),)
1782,(np.float64(104258.71272551216),)
1806,(np.float64(101781.74575886677),)
1836,(np.float64(101360.31220077098),)
1846,(np.float64(101144.4087802641),)
1849,(np.float64(97712.14337111906),)
1876,(np.float64(95171.91496193063),)
1889,(np.float64(95125.10778146003),)
1892,(np.float64(93264.37730061865),)
1913,(np.float64(92801.03205179235),)
1928,(np.float64(92068.87085383819),)
1930,(np.float64(91581.11815596296),)
1943,(np.float64(89411.2206652327),)
1944,(np.float64(89260.63749361671),)
1960,(np.float64(89249.22654437587),)
1961,(np.float64(87373.9782085229),)
1973,(np.float64(86717.77684706742),)
1977,(np.float64(85523.26110963892),)
1986,(np.float64(83604.6994616068),)
2003,(np.float64(81419.92371055942),)
2016,(np.float64(77817.28860435484),)
2045,(np.float64(77665.53066652823),)
2046,(np.float64(75437.54106037633),)
2054,(np.float64(75158.0155232522),)
2076,(np.float64(72863.47930099924),)
2111,(np.float64(72559.01806135083),)
2127,(np.float64(72387.09775058625),)
2140,(np.float64(72147.29897223965),)
2148,(np.float64(71107.97032638165),)
2158,(np.float64(69930.13904578605),)
2164,(np.float64(69099.97692188449),)
2194,(np.float64(68392.9299936693),)
2221,(np.float64(67669.6386782523),)
2237,(np.float64(67106.12892859228),)
2256,(np.float64(66800.53682470282),)
2261,(np.float64(66761.62359445202),)
2273,(np.float64(65829.47213297877),)
2286,(np.float64(65397.98116478279),)
2297,(np.float64(64455.69822698362),)
2311,(np.float64(64298.67103309397),)
2314,(np.float64(63930.12891656188),)
2315,(np.float64(62258.13186008642),)
2327,(np.float64(62035.755865526015),)
2345,(np.float64(60725.91343308288),)
2375,(np.float64(60412.00023357299),)
2412,(np.float64(59816.66660291282),)
2432,(np.float64(59166.57464840907),)
2462,(np.float64(59108.515620753795),)
2472,(np.float64(58908.874162448556),)
2495,(np.float64(57554.0378231414),)
2654,(np.float64(57277.22199339252),)
2670,(np.float64(56729.811149062414),)
2680,(np.float64(55798.85676348534),)
2702,(np.float64(55539.934854975865),)
2716,(np.float64(55075.91312015553),)
2732,(np.float64(54553.15795230265),)
2788,(np.float64(53745.71631754578),)
2840,(np.float64(52664.961773957024),)
2841,(np.float64(52250.66425416681),)
2863,(np.float64(51895.97010333665),)
2901,(np.float64(50786.43206191367),)
2954,(np.float64(50030.00514738953),)
3054,(np.float64(49920.02670325353),)
3080,(np.float64(48562.937152949016),)
3164,(np.float64(47545.27488702982),)
3258,(np.float64(47342.245158517326),)
3290,(np.float64(45277.842908184604),)
3399,(np.float64(44287.31673864748),)
3442,(np.float64(44229.33020633392),)
3460,(np.float64(43467.39308743733),)
3514,(np.float64(43245.20741486692),)
3540,(np.float64(42986.21150441849),)
3560,(np.float64(42633.73109167689),)
3590,(np.float64(41562.837431081374),)
3602,(np.float64(41351.834786812964),)
3633,(np.float64(40401.71502381345),)
3693,(np.float64(40008.34324555241),)
