Evaluations,Fitness
1,(np.float64(19.040530852059845),)
3,(np.float64(2.184855362367199),)
91,(np.float64(1.2451211831247821),)
138,(np.float64(0.62937672289784),)
211,(np.float64(0.5989808617338035),)
271,(np.float64(0.5512166527850901),)
381,(np.float64(0.5182682224450197),)
414,(np.float64(0.4977424472563552),)
423,(np.float64(0.44032385067610136),)
649,(np.float64(0.4099012007351952),)
1061,(np.float64(0.40651338096890477),)
4671,(np.float64(0.39888900981422637),)
10035,(np.float64(0.398668558175034),)
