Evaluations,Fitness
1,(2061.6236813265386,)
2,(357.5176335507074,)
3,(7.051169767372135,)
8,(2.370806012755919,)
14,(1.580489164022522,)
24,(1.047638825279989,)
29,(0.20216930078158107,)
67,(0.10278101055524491,)
74,(-0.35936592979842125,)
128,(-0.4887857395699938,)
136,(-0.7932966940763737,)
148,(-0.9242376833389776,)
201,(-0.9529315246937672,)
248,(-0.9689761079769053,)
359,(-0.9827997416009371,)
513,(-1.0124865825924876,)
857,(-1.0221473651348143,)
922,(-1.0315443173034349,)
4207,(-1.031556884406524,)
