Evaluations,Fitness
1,(317.26708500320404,)
3,(287.1031823835742,)
4,(139.97096896963689,)
5,(-0.37671191938832504,)
13,(-0.41731495004221664,)
116,(-0.6366281343468236,)
126,(-0.7979330374423739,)
345,(-0.8782486339127717,)
437,(-0.9941412146785852,)
524,(-1.020542876395684,)
603,(-1.0289592543244737,)
711,(-1.029064594524513,)
888,(-1.0298445048169502,)
989,(-1.0299818747771168,)
1005,(-1.030902000673146,)
1168,(-1.0309750635125439,)
1248,(-1.0311489444019553,)
1475,(-1.0313607991955935,)
5663,(-1.031480430662985,)
5713,(-1.0314880688422126,)
5893,(-1.0314924647977441,)
5961,(-1.0314943310605549,)
6022,(-1.031495446561582,)
6200,(-1.031509927207364,)
6421,(-1.031516249458625,)
