Evaluations,Fitness
1,(np.float64(1525.8837812561242),)
3,(np.float64(1480.2119424320758),)
4,(np.float64(1366.8360707748786),)
9,(np.float64(1203.4111477957988),)
35,(np.float64(1178.4172758243162),)
110,(np.float64(1153.783614735703),)
217,(np.float64(1137.438244996315),)
219,(np.float64(1094.6730191291124),)
332,(np.float64(1027.7380321578612),)
398,(np.float64(1018.4571966210958),)
439,(np.float64(999.3349116810701),)
503,(np.float64(926.3465801535898),)
683,(np.float64(820.1050759399152),)
876,(np.float64(819.212923036796),)
904,(np.float64(814.0867053638614),)
945,(np.float64(760.5337614636289),)
1085,(np.float64(749.0614172125198),)
1188,(np.float64(728.8155370361212),)
1230,(np.float64(715.7474118859027),)
1273,(np.float64(700.8277328551327),)
1357,(np.float64(698.0730226544296),)
1371,(np.float64(688.2209946646518),)
1415,(np.float64(675.9121186448721),)
1447,(np.float64(654.9089238238),)
1448,(np.float64(652.6622631718739),)
1563,(np.float64(637.9879432089062),)
1581,(np.float64(631.9305917799124),)
1637,(np.float64(614.5182007735464),)
1722,(np.float64(601.857769658686),)
1752,(np.float64(593.0405720832316),)
1829,(np.float64(574.3168804980091),)
1843,(np.float64(521.8572436435168),)
2019,(np.float64(521.1878734386448),)
2022,(np.float64(502.5969650280636),)
2254,(np.float64(484.64292066220884),)
2278,(np.float64(483.18007525385207),)
2309,(np.float64(450.3716321434059),)
2351,(np.float64(440.2970840277158),)
2443,(np.float64(397.41970272283606),)
2813,(np.float64(393.8878695169965),)
2815,(np.float64(384.6868687731619),)
2865,(np.float64(352.0272172875973),)
2899,(np.float64(322.1624322401661),)
3330,(np.float64(312.9499189220511),)
3377,(np.float64(305.8889001328298),)
3463,(np.float64(265.4457622035685),)
3618,(np.float64(244.79186387294237),)
3657,(np.float64(241.62452923843819),)
3779,(np.float64(239.8346436035826),)
3834,(np.float64(222.46355929641697),)
4224,(np.float64(220.21188595216336),)
4243,(np.float64(218.032784684004),)
4273,(np.float64(204.73732303768946),)
4313,(np.float64(204.7093542123406),)
4406,(np.float64(196.4898968767494),)
4523,(np.float64(190.80300461016685),)
4538,(np.float64(190.2470115901296),)
4585,(np.float64(187.147411023117),)
4656,(np.float64(177.36600313605732),)
4795,(np.float64(171.3489359950314),)
4880,(np.float64(171.10926533661853),)
4900,(np.float64(163.04840175650753),)
5164,(np.float64(158.4393171670623),)
5271,(np.float64(157.7257378486688),)
5393,(np.float64(156.95896819323923),)
5407,(np.float64(152.9514290399469),)
5479,(np.float64(147.71038097821457),)
5668,(np.float64(144.32557803977522),)
5805,(np.float64(143.51291501316996),)
5856,(np.float64(140.9580818604469),)
5892,(np.float64(137.14352633048958),)
6003,(np.float64(132.77400085533884),)
6384,(np.float64(132.59016552705174),)
6408,(np.float64(132.563154331367),)
6441,(np.float64(130.81002499268794),)
6499,(np.float64(127.00315480739806),)
6639,(np.float64(126.57759872048285),)
6827,(np.float64(125.9402703813567),)
6886,(np.float64(120.50521834530707),)
7091,(np.float64(120.4981176862259),)
7159,(np.float64(119.79000098298076),)
7255,(np.float64(118.61751915615878),)
7264,(np.float64(118.10477335964453),)
7269,(np.float64(117.72333358006705),)
7378,(np.float64(115.75987747752083),)
7420,(np.float64(115.18369849538959),)
7520,(np.float64(114.00046248985785),)
7605,(np.float64(113.7025774648871),)
7638,(np.float64(113.55252970062702),)
7653,(np.float64(113.44827722827006),)
7679,(np.float64(110.94913446783329),)
7842,(np.float64(107.4932416222868),)
7928,(np.float64(107.01798270994618),)
8398,(np.float64(106.7740910379465),)
8476,(np.float64(106.66883046112684),)
8592,(np.float64(106.20598431850061),)
8598,(np.float64(105.36334697158617),)
8663,(np.float64(105.15724665443594),)
8761,(np.float64(105.1424043560998),)
8813,(np.float64(104.82077265904991),)
8866,(np.float64(103.4282140081304),)
8884,(np.float64(103.07945354728082),)
8922,(np.float64(103.00585443331721),)
9008,(np.float64(102.2188333676607),)
9102,(np.float64(101.40771430598153),)
9265,(np.float64(101.29851024519706),)
9290,(np.float64(101.25806112807965),)
9323,(np.float64(100.83085925609845),)
9395,(np.float64(100.1955279704286),)
9430,(np.float64(97.84394611085582),)
9548,(np.float64(96.05059266216779),)
9642,(np.float64(95.86473384650043),)
9821,(np.float64(95.7720208394503),)
9830,(np.float64(95.17922258461687),)
9905,(np.float64(94.48225468918696),)
10216,(np.float64(94.45894900016305),)
10286,(np.float64(94.14684374984972),)
10380,(np.float64(93.86069588097098),)
10419,(np.float64(93.82521751017794),)
10444,(np.float64(93.69476834863252),)
10632,(np.float64(93.58133015244965),)
10703,(np.float64(93.45146226253695),)
10723,(np.float64(93.43707491348914),)
10749,(np.float64(93.32595227457125),)
10759,(np.float64(93.27069961258258),)
10894,(np.float64(93.2113964249341),)
10946,(np.float64(93.19570009512051),)
10989,(np.float64(93.14238765388183),)
11012,(np.float64(93.05267459483963),)
11013,(np.float64(92.76098371839498),)
11044,(np.float64(92.17400821586386),)
11191,(np.float64(91.37958741853726),)
11237,(np.float64(91.02366982129189),)
11257,(np.float64(89.71380211504248),)
11346,(np.float64(89.11999808467914),)
11498,(np.float64(88.09885286118617),)
11523,(np.float64(87.98304700891038),)
11569,(np.float64(87.64869530825808),)
11611,(np.float64(86.87331308167688),)
11670,(np.float64(86.703628817055),)
11737,(np.float64(86.42163701579057),)
11969,(np.float64(86.38448298608853),)
12053,(np.float64(86.34015986592658),)
12055,(np.float64(86.25419038528992),)
12166,(np.float64(86.0859571918827),)
12191,(np.float64(86.0730162091844),)
12340,(np.float64(86.06422276072828),)
12366,(np.float64(85.30954923190961),)
12447,(np.float64(84.39175791472746),)
12638,(np.float64(82.74061872927518),)
12891,(np.float64(82.19018919755854),)
12899,(np.float64(81.70123220831488),)
13130,(np.float64(80.9678499039926),)
13258,(np.float64(80.94999254718084),)
13303,(np.float64(80.67073417833694),)
13602,(np.float64(80.59308985794428),)
13629,(np.float64(80.44700428933061),)
13719,(np.float64(80.42030867499216),)
13810,(np.float64(80.37104609367441),)
13889,(np.float64(80.26410662042792),)
13911,(np.float64(80.24466776860925),)
13978,(np.float64(80.23199496809946),)
13991,(np.float64(80.16529132522555),)
14131,(np.float64(80.14210919692039),)
14147,(np.float64(80.12414502658487),)
14151,(np.float64(80.1133797793999),)
14160,(np.float64(79.94473211376169),)
