Evaluations,Fitness
1,(497.4781163203421,)
5,(497.44640304459466,)
8,(484.87942250626134,)
10,(435.73891169365913,)
19,(5.939418150584379,)
563,(5.929646945664919,)
641,(4.084281487304542,)
686,(1.9974857357745235,)
698,(1.096095874123884,)
1207,(0.9999644950433701,)
1215,(0.9980703281295843,)
1262,(0.9980425891279943,)
1324,(0.9980038947961982,)
1355,(0.9980038739002243,)
1378,(0.998003840850121,)
1428,(0.9980038392106528,)
1468,(0.9980038390927857,)
1512,(0.9980038384246964,)
1562,(0.9980038381559101,)
1573,(0.9980038381333833,)
1605,(0.9980038381243724,)
1607,(0.998003838080205,)
1620,(0.9980038379897324,)
1654,(0.9980038378195071,)
1751,(0.9980038378016614,)
1816,(0.9980038378002765,)
1827,(0.9980038377966305,)
1860,(0.9980038377952973,)
1868,(0.9980038377946355,)
1894,(0.9980038377944825,)
2101,(0.9980038377944589,)
2140,(0.9980038377944564,)
2150,(0.9980038377944549,)
2153,(0.9980038377944538,)
2187,(0.9980038377944531,)
2191,(0.9980038377944518,)
2215,(0.9980038377944516,)
2246,(0.9980038377944513,)
2262,(0.9980038377944511,)
2271,(0.9980038377944509,)
2292,(0.9980038377944505,)
2300,(0.9980038377944502,)
2469,(0.99800383779445,)
2479,(0.9980038377944498,)
4895,(0.9980038377944496,)
