Evaluations,Fitness
1,(np.float64(2801.4193078184308),)
42,(np.float64(2801.419296673993),)
54,(np.float64(2801.2116067400975),)
59,(np.float64(2800.7700249977793),)
201,(np.float64(2800.7002166749076),)
843,(np.float64(2800.671100337738),)
939,(np.float64(2800.021957428803),)
1203,(np.float64(2799.4892854265595),)
1218,(np.float64(2798.7164928349466),)
1268,(np.float64(2798.6431096552315),)
1396,(np.float64(2798.2456031667753),)
1855,(np.float64(2798.139983053626),)
2401,(np.float64(2795.1097953946),)
2438,(np.float64(2794.552038881165),)
2456,(np.float64(2794.3494487045186),)
2493,(np.float64(2793.740684541997),)
2517,(np.float64(2793.2255832981978),)
3064,(np.float64(2792.5319643006815),)
3233,(np.float64(2792.1953382493143),)
3605,(np.float64(2789.569659762804),)
3627,(np.float64(2788.291321941066),)
3632,(np.float64(2786.9447949944547),)
3682,(np.float64(2786.9192989481107),)
3768,(np.float64(2780.980501003086),)
4464,(np.float64(2778.6032991247434),)
4801,(np.float64(2776.4648993446717),)
4819,(np.float64(2774.8075901824077),)
4826,(np.float64(2767.7268835977584),)
4882,(np.float64(2766.2164452411653),)
4989,(np.float64(2756.258749711666),)
6006,(np.float64(2729.6185431792746),)
6022,(np.float64(2723.2629528565885),)
6352,(np.float64(2710.965324748006),)
7217,(np.float64(2694.9401554657966),)
7223,(np.float64(2673.961611000692),)
7236,(np.float64(2671.639925827619),)
7443,(np.float64(2668.1916344435476),)
7497,(np.float64(2657.57493322912),)
8051,(np.float64(2652.0615403657494),)
8409,(np.float64(2601.5705603987094),)
8429,(np.float64(2566.483287653622),)
8478,(np.float64(2554.647908321896),)
8504,(np.float64(2551.241615150514),)
8679,(np.float64(2535.81542194103),)
9165,(np.float64(2535.756734559657),)
9474,(np.float64(2522.6502811989258),)
9602,(np.float64(2444.0235155300056),)
9603,(np.float64(2401.048738085633),)
9636,(np.float64(2392.3957438540233),)
9664,(np.float64(2292.1517044368156),)
10325,(np.float64(2227.6653175380297),)
10810,(np.float64(1995.5977808521975),)
10948,(np.float64(1923.1384247956555),)
11255,(np.float64(1903.5707417129697),)
11341,(np.float64(1817.3092203341416),)
11382,(np.float64(1686.570810717917),)
12010,(np.float64(1386.1144696308834),)
12241,(np.float64(1379.1767085534882),)
12385,(np.float64(1361.1809055586841),)
12419,(np.float64(1248.4997424621645),)
13208,(np.float64(1115.2395157741555),)
13210,(np.float64(1105.457610178497),)
13230,(np.float64(920.0426455796542),)
13266,(np.float64(878.8001100304683),)
13679,(np.float64(827.3869065951191),)
14330,(np.float64(825.0133121856375),)
38513,(np.float64(783.4734579850117),)
38728,(np.float64(747.8318816164364),)
39629,(np.float64(712.0761246164558),)
40391,(np.float64(699.2975201765234),)
41009,(np.float64(678.6944067613523),)
42002,(np.float64(584.8344998857779),)
42244,(np.float64(553.4224781328535),)
43839,(np.float64(499.5618004317838),)
45207,(np.float64(402.9673995404695),)
45969,(np.float64(312.08479016880375),)
49706,(np.float64(278.12956179939437),)
53110,(np.float64(225.99631189553364),)
54699,(np.float64(221.1855544478081),)
56113,(np.float64(211.32611362660208),)
56246,(np.float64(210.1340108433967),)
56403,(np.float64(200.57137073897263),)
56454,(np.float64(186.38144916563377),)
57005,(np.float64(180.05720522606006),)
57660,(np.float64(172.9456808971191),)
58412,(np.float64(161.7416849887862),)
59920,(np.float64(148.35242484353452),)
60501,(np.float64(142.45496724335163),)
61039,(np.float64(132.66732100139902),)
61326,(np.float64(123.5773731051367),)
62806,(np.float64(119.43070456070953),)
64022,(np.float64(117.62176455115946),)
64387,(np.float64(115.39207488268393),)
64776,(np.float64(103.06131564612055),)
65980,(np.float64(102.52022269417385),)
68064,(np.float64(95.55352402489497),)
68160,(np.float64(94.30570905311572),)
68431,(np.float64(92.08613830222099),)
69649,(np.float64(87.44798205337862),)
70812,(np.float64(68.55269056400415),)
74639,(np.float64(60.70847452756503),)
75722,(np.float64(54.25378971086761),)
76930,(np.float64(47.62255469633439),)
79277,(np.float64(44.952595668983875),)
80616,(np.float64(44.78694741765458),)
82193,(np.float64(39.95544413475452),)
82688,(np.float64(36.74315170337934),)
83352,(np.float64(35.6624857371108),)
84417,(np.float64(34.37992297989331),)
85160,(np.float64(33.45920656771127),)
86340,(np.float64(32.49178653922095),)
86369,(np.float64(24.24795195258551),)
89928,(np.float64(18.18643014363466),)
92365,(np.float64(18.171011012089465),)
96076,(np.float64(17.914728837079803),)
96356,(np.float64(17.208973758634837),)
97469,(np.float64(14.437187988707775),)
101001,(np.float64(13.676671926955633),)
101446,(np.float64(12.894288099097654),)
101904,(np.float64(12.763757592499072),)
103134,(np.float64(12.430316332480796),)
103314,(np.float64(10.870147693267391),)
105268,(np.float64(10.099757791027265),)
106953,(np.float64(9.809545911341594),)
107083,(np.float64(9.77921671628943),)
107343,(np.float64(8.829769051831612),)
108416,(np.float64(8.815199646699963),)
108683,(np.float64(8.026569178435027),)
109844,(np.float64(7.964407713494595),)
110190,(np.float64(7.849512760967436),)
110311,(np.float64(6.960932434005686),)
110473,(np.float64(6.858865456931605),)
112104,(np.float64(6.664516592366797),)
112526,(np.float64(6.220478068921651),)
113432,(np.float64(5.756172573843196),)
114622,(np.float64(5.559143211035519),)
