Evaluations,Fitness
1,(np.float64(270202.4776504175),)
10,(np.float64(263887.9062085187),)
18,(np.float64(258802.79558971256),)
19,(np.float64(252850.56570295914),)
31,(np.float64(248166.6397910511),)
38,(np.float64(209307.97495787148),)
101,(np.float64(205668.39383520876),)
296,(np.float64(191323.42801253547),)
347,(np.float64(185599.00194156895),)
402,(np.float64(180073.3055521352),)
431,(np.float64(169758.55732628668),)
528,(np.float64(136028.9848765017),)
626,(np.float64(124629.34318464813),)
831,(np.float64(118065.56033502262),)
962,(np.float64(100140.52266128892),)
1058,(np.float64(99818.20194373112),)
1098,(np.float64(86199.42491744687),)
1182,(np.float64(82570.89360987766),)
1212,(np.float64(80094.8116328259),)
1350,(np.float64(79337.10577925794),)
1409,(np.float64(76529.8901681975),)
1426,(np.float64(75419.01041914291),)
1452,(np.float64(67158.42347326735),)
1662,(np.float64(64796.78487631677),)
1742,(np.float64(60410.61540924735),)
1811,(np.float64(55539.92884320904),)
1937,(np.float64(52939.463587366656),)
1990,(np.float64(47460.505221406296),)
2044,(np.float64(46206.64879725412),)
2171,(np.float64(44230.252468081046),)
2177,(np.float64(42125.04797800309),)
2317,(np.float64(40653.1344990769),)
2319,(np.float64(40350.787625956866),)
2409,(np.float64(40290.91462343604),)
2417,(np.float64(39565.12592252376),)
2476,(np.float64(39044.91425508982),)
2572,(np.float64(37313.05117711673),)
2661,(np.float64(36367.284853226636),)
2726,(np.float64(35480.75806953488),)
2734,(np.float64(33934.60336250072),)
2886,(np.float64(31091.70406027819),)
2921,(np.float64(28977.926076959924),)
3065,(np.float64(28597.85986396459),)
3085,(np.float64(28170.665244628348),)
3160,(np.float64(25938.077598420845),)
3186,(np.float64(25361.946427461924),)
3326,(np.float64(24165.199862940084),)
3495,(np.float64(23036.809219522267),)
3521,(np.float64(22850.080238186405),)
3580,(np.float64(22758.876845885985),)
3623,(np.float64(22264.75610127787),)
3651,(np.float64(22166.31394292137),)
3659,(np.float64(21230.407856848222),)
3735,(np.float64(20972.5796065849),)
3763,(np.float64(18715.749035501824),)
3775,(np.float64(17825.426144949848),)
4199,(np.float64(17605.557072746462),)
4221,(np.float64(17442.322172797427),)
4244,(np.float64(16402.303928068617),)
4347,(np.float64(15902.335601579693),)
4560,(np.float64(15182.624197688536),)
4671,(np.float64(15053.906051038026),)
4698,(np.float64(14992.6038151863),)
4733,(np.float64(14533.810805106115),)
4817,(np.float64(14163.776029830971),)
4912,(np.float64(13444.240179636205),)
5167,(np.float64(13199.726943743053),)
5181,(np.float64(13043.831687995309),)
5347,(np.float64(13036.258186822719),)
5399,(np.float64(13024.268267496424),)
5416,(np.float64(13010.12621726557),)
5452,(np.float64(12531.22833337708),)
5557,(np.float64(12462.365417681833),)
5642,(np.float64(12430.461058455212),)
5650,(np.float64(12348.204492242146),)
5672,(np.float64(12247.739263180369),)
5732,(np.float64(12110.851046255455),)
5767,(np.float64(12066.46866262585),)
5838,(np.float64(12064.969330401122),)
5934,(np.float64(12023.583723395152),)
5947,(np.float64(12018.851792030848),)
5982,(np.float64(11833.44178218508),)
6033,(np.float64(11733.49073957239),)
6248,(np.float64(11669.82387799306),)
6279,(np.float64(11644.054174634215),)
6331,(np.float64(11611.1762058426),)
6453,(np.float64(11500.173887373576),)
6541,(np.float64(11422.577353035833),)
6588,(np.float64(11397.984753617273),)
6592,(np.float64(11392.734165085873),)
6606,(np.float64(11315.933009157827),)
6680,(np.float64(11258.930873778532),)
6762,(np.float64(11188.91969449014),)
6797,(np.float64(11181.846032531532),)
6809,(np.float64(11082.55732256874),)
6950,(np.float64(11029.903647905416),)
7000,(np.float64(11020.523777103785),)
7072,(np.float64(10951.028364133705),)
7082,(np.float64(10899.126147384673),)
7204,(np.float64(10751.211322219931),)
7454,(np.float64(10710.998972313886),)
7477,(np.float64(10709.716137535526),)
7553,(np.float64(10650.007697193338),)
7554,(np.float64(10586.586175673992),)
7590,(np.float64(10558.020795009677),)
7602,(np.float64(10484.335574960036),)
7677,(np.float64(10471.079391812527),)
7847,(np.float64(10350.637961343904),)
7887,(np.float64(10327.834593718595),)
7941,(np.float64(10264.96164481339),)
7988,(np.float64(10238.947027719147),)
8023,(np.float64(10225.777252930457),)
8028,(np.float64(10075.85552462786),)
8034,(np.float64(9984.204623997364),)
8176,(np.float64(9927.82425433054),)
8247,(np.float64(9833.579420990347),)
8249,(np.float64(9818.623518494884),)
8293,(np.float64(9680.428233350056),)
8441,(np.float64(9625.554265059964),)
8481,(np.float64(9589.958159559803),)
8487,(np.float64(9534.421787124484),)
8599,(np.float64(9477.020671430399),)
8832,(np.float64(9207.883202783818),)
9325,(np.float64(9202.493003987214),)
9337,(np.float64(8952.519042081662),)
9363,(np.float64(8947.10745802224),)
