Evaluations,Fitness
1,(1791.9513435207061,)
3,(1783.41363203158,)
4,(1435.2837790654748,)
94,(1434.6502231299316,)
124,(1433.1528745595867,)
154,(1431.744231942582,)
184,(1430.4242952789175,)
185,(1428.9292549752884,)
214,(1417.5598875988362,)
215,(1409.315846726161,)
244,(1405.2616209569246,)
245,(1389.9724384770336,)
275,(1370.8990302279058,)
305,(1352.0956219787786,)
335,(1333.5622137296511,)
365,(1315.298805480524,)
395,(1297.3053972313965,)
425,(1279.5819889822692,)
455,(1262.1285807331417,)
485,(1244.9451724840142,)
515,(1228.0317642348869,)
545,(1211.3883559857593,)
575,(1195.0149477366322,)
605,(1178.9115394875046,)
635,(1163.0781312383772,)
665,(1147.5147229892498,)
695,(1132.2213147401224,)
725,(1117.197906490995,)
755,(1102.4444982418677,)
785,(1087.9610899927402,)
815,(1073.7476817436127,)
845,(1059.8042734944854,)
875,(1046.1308652453579,)
905,(1032.7274569962306,)
935,(1019.5940487471031,)
965,(1006.7306404979756,)
995,(994.1372322488484,)
1025,(981.8138239997209,)
1055,(969.7604157505934,)
1085,(957.9770075014661,)
1115,(946.4635992523387,)
1145,(935.2201910032106,)
1175,(924.2467827540839,)
1205,(913.5433745049564,)
1235,(903.109966255829,)
1265,(892.9465580067016,)
1295,(883.0531497575743,)
1325,(873.4297415084468,)
1355,(864.0763332593193,)
1385,(854.992925010192,)
1415,(846.1795167610645,)
1445,(837.6361085119371,)
1475,(829.36270026281,)
1505,(821.3592920136823,)
1535,(813.6258837645548,)
1565,(806.1624755154274,)
1595,(798.9690672663002,)
1625,(792.0456590171726,)
1655,(785.3922507680453,)
1685,(779.0088425189178,)
1686,(777.943416264248,)
1715,(770.206870885041,)
1716,(768.5946303251172,)
1734,(767.4756303189973,)
1745,(762.8217402158803,)
1746,(759.7738994317712,)
1764,(756.4681534285497,)
1776,(751.18783317876,)
1794,(745.725518392777,)
1806,(742.7504642758818,)
1824,(735.2477252116788,)
1836,(734.454228410467,)
1844,(734.4052223625074,)
1854,(725.0347738852554,)
1874,(721.770211994871,)
1884,(715.0866644135067,)
1904,(709.2747618547298,)
1914,(705.4033967964327,)
1934,(697.049311714586,)
1944,(695.9849710340334,)
1964,(684.4481169699258,)
1994,(672.1169222252654,)
2024,(660.0557274806051,)
2054,(648.2645327359448,)
2084,(636.7433379912845,)
2114,(625.4921432466243,)
2144,(614.510948501964,)
2174,(603.7997537573037,)
2204,(593.3585590126435,)
2234,(583.1873642679832,)
2264,(573.2861695233229,)
2276,(573.2056313909001,)
2294,(564.3067495001944,)
2306,(562.7097398103244,)
2324,(556.8981173175716,)
2336,(552.4838482297487,)
2354,(549.0091935256136,)
2366,(542.527956649173,)
2384,(540.2348097208409,)
2396,(532.8420650685975,)
2414,(532.258472335928,)
2426,(523.4261734880217,)
2456,(514.2802819074461,)
2486,(505.4043903268705,)
2516,(496.79849874629485,)
2546,(488.4626071657193,)
2576,(480.39671558514357,)
2606,(472.60082400456787,)
2636,(465.0749324239885,)
2666,(457.8190408434166,)
2696,(450.833149262841,)
2726,(444.1172576822653,)
2756,(437.6713661016897,)
2786,(431.49547452111403,)
2816,(425.58958294053815,)
2846,(419.9536913599629,)
2876,(414.58779977938707,)
2906,(409.4919081988115,)
2936,(404.6660166182358,)
2966,(400.11012503766017,)
2968,(397.9514363097299,)
2996,(393.61739350360034,)
2998,(390.5937877004799,)
3026,(388.00176058018087,)
3028,(383.50613909122984,)
3056,(381.6836506183081,)
3058,(376.68849048198234,)
3086,(374.7025975057871,)
3088,(370.14084187272977,)
3104,(369.95044017448345,)
3116,(367.9290428073665,)
3118,(363.86319326347973,)
3134,(362.01249331878563,)
3146,(361.53883811010377,)
3148,(357.8555446542297,)
3164,(354.69086749021375,)
3178,(352.11789604497966,)
3194,(347.8540957224333,)
3208,(346.6502474357296,)
3220,(345.8285219498477,)
3224,(340.9208113090808,)
3250,(336.60696202965147,)
3254,(334.25659589838546,)
3280,(327.3729906458544,)
3310,(318.3930167226118,)
3340,(309.6670402599236,)
3370,(301.19506125779,)
3400,(292.9770797162106,)
3430,(285.0130956351858,)
3460,(277.30310901471535,)
3490,(269.84711985479936,)
3520,(262.6451281554379,)
3550,(255.69713391663078,)
3580,(249.0031371383781,)
3610,(242.56313782067988,)
3640,(236.37713596353612,)
3670,(230.44513156694674,)
3700,(224.76712463091187,)
3730,(219.34311515543138,)
3760,(214.17310314050536,)
3790,(209.25708858613376,)
3820,(204.5950714923166,)
3850,(200.1870518590539,)
3880,(196.03302968634563,)
3910,(192.13300497419178,)
3940,(188.4869777225924,)
3970,(185.0949479315474,)
3981,(183.32873460753007,)
4000,(181.3429719116462,)
4011,(177.88325368417404,)
4041,(172.69889988370585,)
4071,(167.77567320612545,)
4101,(163.11357365143292,)
4131,(158.71260121962823,)
4161,(154.5727559107113,)
4180,(154.49635149336783,)
4191,(150.69403772468226,)
4210,(150.2356484418727,)
4221,(147.076446661541,)
4240,(146.7672390401296,)
4251,(143.7199827212876,)
4270,(143.45774941440362,)
4281,(140.62464590392202,)
4300,(140.35755945360862,)
4311,(137.79043620944427,)
4330,(137.75877426867257,)
4341,(135.21735363785433,)
4371,(132.90539818915224,)
4401,(130.85456986333796,)
4431,(129.06486866041152,)
4461,(127.5362945803729,)
4490,(126.90901950419425,)
4491,(126.26884762322209,)
4517,(126.18036944880278,)
4520,(123.12520841484945,)
4547,(122.88429717571438,)
4550,(119.61139732550465,)
4580,(116.36758623615987,)
4610,(113.39377514681507,)
4640,(110.68996405747028,)
4661,(110.44183989694703,)
4670,(108.25615296812548,)
4691,(107.44707229401713,)
4700,(106.09234187878069,)
4721,(104.72230469108722,)
4730,(104.19853078943589,)
4751,(102.2681895007628,)
4781,(100.08328413811486,)
4790,(100.02144830754997,)
4811,(97.82877547431822,)
4820,(97.67363276528418,)
4841,(95.47304664297013,)
4845,(95.25302514137398,)
4871,(93.34172460158678,)
