Evaluations,Fitness
1,1097.300142
2,1075.345416
3,1059.436132
13,1021.515289
16,866.718311
52,750.427809
135,715.114446
1099,671.427458
1213,658.340887
1466,632.973065
1712,504.166625
10908,493.379578
