Evaluations,Fitness
1,159586.99177314894
22,150273.24833563197
42,149240.0539606628
63,148613.6904750483
102,148365.8918059889
103,135228.94516236125
124,111078.5316498364
216,99385.41679179168
313,98409.86428007261
323,97862.50013890574
325,96674.53433820534
334,95952.95040925736
342,89710.71552659149
347,83756.73031070887
401,81509.22034690017
403,78717.7612706253
407,77797.0769482156
409,73936.24029571081
451,73866.27910065392
506,68898.11285618931
516,65202.65212995425
538,63330.83780922781
541,62023.82883848423
564,61642.9671048853
576,60322.83788933763
601,56076.75364009267
610,55989.605268178246
626,52782.33154838916
702,50271.36995936706
731,49027.859724589354
736,46647.65415387877
738,45700.99128960284
739,39791.75639265935
833,37797.90298716028
893,37614.61778387336
927,36744.14991150027
952,36544.960028250185
960,35543.47323830385
967,35493.47265188713
978,35291.97014677139
1005,31305.697530042336
1069,30598.91217438628
1108,30469.604796653275
1143,30013.04401532471
1154,28020.215787928733
1201,26500.47968574362
1243,25356.466290578777
1292,24945.349313788407
1328,23876.207341320678
1344,20469.120811367357
1467,19913.493948667354
1603,19059.61540333747
1701,18866.531053020753
1703,18271.0105924055
1729,17878.097847725494
1743,17668.379755044563
1771,14844.164343391685
1856,14445.616385462685
1923,14253.077432381584
1934,13785.207436122028
1965,13724.952682597173
2013,12333.287085974804
2122,11954.456960108817
2246,11914.01601934437
2248,11909.722042410041
2255,11889.80426918879
2272,11367.969956143874
2353,11161.348791665818
2357,10703.188705119945
2441,10613.390942877
2458,10590.798335645513
2509,10361.443215572934
2517,10089.205251646055
2532,10049.318321258204
2610,9482.73125250786
2728,9358.50154892666
2746,9253.463863986759
2750,9161.704656107531
2761,9159.308528270252
2782,9104.853675736145
2804,8833.949986771722
2851,8748.845017001935
2866,8460.78066101337
2882,8443.197399469447
2892,7227.184197367168
3010,7074.139700046128
3037,7037.554995411855
3095,6631.900311173137
3105,6144.611703986441
3270,6108.026999352168
3344,5927.642030138077
3349,5723.230846800753
3418,5714.463258542002
3608,5663.0968267213475
3663,5651.699824524804
3727,5624.370440861103
3742,5487.660340028026
3769,5417.166757371836
3827,5366.760716340326
3840,5286.752034286584
3916,5005.179183063964
3950,4885.894391255249
4057,4852.14170357246
4117,4839.491500248244
4160,4830.026355336266
4169,4646.463288919471
4241,4391.887150951028
4308,4303.826183476508
4360,4176.163997408797
4408,4109.549276421666
4509,3966.070948612559
4620,3940.400549990279
4762,3672.0417227457547
4809,3524.7724015775484
4910,3446.225473749634
5021,3390.0981109941217
5127,3348.8664591338643
5169,3346.116430791956
5212,3294.3901281069025
5355,3138.68792248871
5468,3096.674411716105
5522,2960.420347865023
5670,2956.8343741993617
5797,2941.8376995860654
6014,2925.2365046254367
6049,2436.166787579315
6224,2435.877570897877
6258,2373.1620326326224
6474,2345.5228902007843
6585,2330.5510295218346
6625,2236.6103751590804
6653,2232.387816012773
6675,2209.0550961451154
6757,2197.788157561859
6773,2149.96162633999
6825,2080.139823190962
6943,2029.5656604601884
6997,2008.7583597419707
7040,1946.7775657054035
7311,1917.2405065678695
7424,1860.1568268949763
7490,1857.962952913927
7510,1787.2055507796963
7710,1772.6161860849832
7722,1612.855061865368
7818,1599.4275306257982
7934,1534.7165823212617
8060,1429.2141751968175
8407,1425.5286056673879
8421,1423.711268223404
8446,1373.2521199378964
8611,1369.5665504084668
8689,1347.34085667629
8744,1339.8638049741
8835,1339.5877747651375
8889,1280.2161801857494
8991,1251.7321247527816
9103,1248.9388109378922
9122,1243.0615648641035
9199,1235.314019908542
9211,1214.5775094311357
9363,1138.605855488817
9639,1126.975413179111
9897,1122.6479856474964
10042,1113.875878622597
10103,1110.4379927631926
10119,1083.434607948191
10206,1077.9759715088696
10327,1070.5130161652548
10377,1056.7412059129229
10413,1029.9042009940101
10550,1024.7525511126676
10684,1011.599143831194
10686,1003.7551919789144
10708,996.6706699379823
10863,972.7351662767621
11015,963.3218879243041
11127,962.9145210424699
11134,934.2538600867076
11236,910.3183564254873
11485,879.1372615809723
11611,822.0330914329465
11766,790.8519965884316
12019,736.785876127574
12332,729.5364750926487
12411,705.0552827370591
12588,697.8058817021337
12697,686.1270402857976
12937,668.1024735925203
13192,639.6298205874311
13310,624.6407919471383
13388,624.0093946988857
13428,620.0216757522062
13596,604.4012498636607
13697,594.031837076184
13735,593.4004398279315
13821,568.6141949112308
14086,566.2026546407826
14167,561.9011039597453
14256,559.5826782791563
14273,559.489563689297
14324,552.7785415623198
14514,550.3670012918715
14529,543.653910340386
14652,537.0339339787597
14799,534.6223937083114
14806,528.5437195513709
14915,528.0889205058946
