Evaluations,Fitness
1,(np.float64(2008791.5759193173),)
2,(np.float64(1935454.3856137993),)
4,(np.float64(1841451.6044663698),)
38,(np.float64(1821021.1709750588),)
260,(np.float64(1820144.168983025),)
264,(np.float64(1801281.7721006218),)
273,(np.float64(1751971.0299520364),)
1206,(np.float64(1722332.1552965264),)
1227,(np.float64(1668214.5466766378),)
1253,(np.float64(1660888.2896956226),)
1335,(np.float64(1644537.7425211333),)
1822,(np.float64(1625439.1888025356),)
1911,(np.float64(1613251.6689862541),)
2403,(np.float64(1466815.2015378133),)
2460,(np.float64(1300075.6308779628),)
3605,(np.float64(1294623.4280463883),)
3617,(np.float64(1106173.7517722868),)
3627,(np.float64(1096253.2208960555),)
3635,(np.float64(1087550.1611020712),)
3649,(np.float64(1009952.3072412258),)
3701,(np.float64(888843.3863606638),)
4802,(np.float64(626819.348599298),)
4812,(np.float64(542260.3971630048),)
4814,(np.float64(429487.21958784515),)
4838,(np.float64(413499.57617852726),)
4963,(np.float64(393167.383444371),)
4989,(np.float64(365510.35359716567),)
5862,(np.float64(353210.9335824919),)
6021,(np.float64(307023.59948085726),)
6030,(np.float64(292064.25251217745),)
6062,(np.float64(291731.54392620706),)
6120,(np.float64(285414.04684740986),)
6129,(np.float64(241341.6451338913),)
6327,(np.float64(169376.94969764017),)
8120,(np.float64(148692.6402899014),)
8550,(np.float64(145953.83475379064),)
8858,(np.float64(144495.07708910803),)
11296,(np.float64(131743.99935738835),)
11469,(np.float64(127070.23649279492),)
12557,(np.float64(118041.47906298097),)
12937,(np.float64(117078.81697108882),)
16464,(np.float64(116119.19608228008),)
16645,(np.float64(113465.63496069438),)
18262,(np.float64(109895.08541090165),)
21243,(np.float64(105324.94344512206),)
21601,(np.float64(89603.5680523101),)
27224,(np.float64(76959.86780899113),)
33778,(np.float64(68266.81769464703),)
34202,(np.float64(66609.25588088109),)
51960,(np.float64(64096.91238342953),)
62385,(np.float64(55641.32270283509),)
65644,(np.float64(53920.45119938509),)
67936,(np.float64(53051.1129800494),)
68029,(np.float64(52687.388411227075),)
68259,(np.float64(51280.77358119123),)
68690,(np.float64(50312.279910970145),)
69142,(np.float64(48894.76584264253),)
69211,(np.float64(44288.833762104216),)
70911,(np.float64(39905.24665148936),)
71307,(np.float64(38210.30659052831),)
73498,(np.float64(37317.95203205374),)
73783,(np.float64(35491.03487075107),)
73955,(np.float64(34822.07025359329),)
74090,(np.float64(27135.044585505682),)
77936,(np.float64(25585.6650302986),)
78021,(np.float64(18839.590262282127),)
85742,(np.float64(17684.89594579244),)
88939,(np.float64(16181.058013935408),)
91146,(np.float64(15164.83838363533),)
91519,(np.float64(14647.207456100145),)
91654,(np.float64(14099.6533529785),)
92268,(np.float64(13908.227311353325),)
92686,(np.float64(13838.303291149068),)
93172,(np.float64(13637.989057856023),)
93791,(np.float64(13087.694946770378),)
94264,(np.float64(9190.03253835877),)
100252,(np.float64(9116.696869897383),)
100281,(np.float64(8258.850818245335),)
100855,(np.float64(7335.756921028073),)
105613,(np.float64(6987.385724325681),)
105882,(np.float64(6325.784705614827),)
106662,(np.float64(6236.59952235106),)
106677,(np.float64(5622.63004639521),)
107127,(np.float64(4145.538107077017),)
112264,(np.float64(3834.268456644757),)
112964,(np.float64(3563.4701923015386),)
116542,(np.float64(3550.2042919630203),)
117294,(np.float64(3292.7119166197813),)
118373,(np.float64(3073.9810980473944),)
118671,(np.float64(2741.2577125561993),)
119716,(np.float64(2673.551395987295),)
120075,(np.float64(2376.1298953853843),)
121847,(np.float64(2339.301437540836),)
122568,(np.float64(2045.4627990140277),)
