Evaluations,Fitness
1,(1755.9834350948818,)
2,(1723.8540055791132,)
4,(1571.3930116959489,)
9,(1451.8690887661157,)
19,(1442.2574445695511,)
50,(1331.2435396871365,)
62,(994.7867817419625,)
82,(798.4556868060608,)
87,(736.282555186659,)
174,(606.5944902318404,)
392,(536.6993491721046,)
402,(531.3654469880152,)
423,(515.4987289338217,)
470,(462.1847931171367,)
474,(399.2836059442772,)
543,(370.86113962654844,)
553,(292.8777603361409,)
849,(292.5723589987575,)
857,(292.4529487703456,)
866,(252.26153467910535,)
921,(249.1939586656022,)
966,(235.70851108802458,)
1017,(231.5244928252686,)
1023,(229.91071491274022,)
1060,(218.09514904042896,)
1096,(215.53639573171526,)
1120,(213.68860928754464,)
1131,(207.7884059656785,)
1154,(193.19678643141876,)
1230,(182.13625286649096,)
1240,(181.2708635427214,)
1253,(174.86406181459827,)
1296,(167.73062611807117,)
1317,(164.27922869187628,)
1323,(162.21422815035632,)
1401,(154.87971398001935,)
1441,(143.1775844378678,)
1501,(137.55089943997012,)
1654,(134.4723008720689,)
1673,(129.30846408073234,)
1821,(125.15933339218091,)
1904,(119.03670388948196,)
1928,(113.39975325889674,)
1956,(107.41470346762853,)
2055,(105.21012801125592,)
2070,(105.15738280568917,)
2088,(100.94561728748364,)
2138,(96.78786785615684,)
2164,(95.40820658729145,)
2196,(91.29743835818785,)
2209,(89.01282597013677,)
2297,(88.25088701984038,)
2300,(87.31894988404903,)
2312,(85.49074887551369,)
2342,(81.06069004633203,)
2394,(80.69173768685796,)
2407,(79.96171652598717,)
2454,(77.66955233771215,)
2524,(75.20316312037733,)
2543,(73.55173272790122,)
2574,(72.40568508985601,)
2583,(72.12714665291846,)
2613,(71.45529339501078,)
2623,(68.03623374702734,)
2706,(67.98904822307288,)
2712,(67.15054895872703,)
2778,(64.56660030734398,)
2780,(64.23071232581378,)
2791,(62.96069091271342,)
2812,(62.306005569872774,)
2854,(62.10049300716399,)
2858,(58.82971764468106,)
2871,(56.779758527816035,)
2959,(54.40215155402787,)
3003,(52.934037026846184,)
3043,(49.2217446279629,)
3196,(49.11997151381742,)
3217,(48.561113202515415,)
3291,(48.39631491336178,)
3309,(48.30776247196344,)
3317,(46.9130985877382,)
3323,(46.21683678175661,)
3334,(46.16575958913219,)
3378,(46.15678510828303,)
3387,(45.936102568585476,)
3390,(45.81665386196804,)
3403,(44.8009661687177,)
3472,(44.75923553456855,)
3488,(43.882286314259105,)
3519,(43.68410093655088,)
3557,(41.87533906903945,)
3605,(41.40555815408001,)
3632,(41.40231739321562,)
3647,(41.30019728585019,)
3665,(41.27065584608968,)
3666,(41.03229543662522,)
3703,(40.64209519549649,)
3726,(40.49960783068196,)
3729,(39.86593738124642,)
3795,(39.66499625330113,)
3801,(39.243192201934434,)
3837,(38.320763996819345,)
3901,(38.286889009131514,)
3907,(37.44388400595621,)
3968,(37.18097185909447,)
3971,(36.845003990909305,)
3976,(36.39609934418167,)
4002,(36.13493495379522,)
4048,(36.086629597409036,)
4058,(35.92638066734233,)
4078,(35.679612425105134,)
4092,(35.65063564963642,)
4112,(35.01315022807485,)
4152,(34.901707631592195,)
4162,(34.737059885054066,)
4189,(34.62747991936836,)
4194,(34.58525813608976,)
4218,(34.412429194795216,)
4247,(33.12390942084133,)
4252,(32.89078725924767,)
4363,(32.42417768155345,)
4393,(31.93363261360583,)
4460,(31.76447725582415,)
4477,(31.61687921436221,)
4501,(31.402262610581666,)
4570,(31.330903324747787,)
4574,(31.23464305800593,)
4582,(31.232522947702808,)
4588,(31.17914552532827,)
4602,(30.76992319994013,)
4635,(30.75207129148613,)
4652,(30.68279998986204,)
4669,(30.37171157264961,)
4762,(29.729362964134626,)
4832,(29.37192301038323,)
4864,(29.11729318501704,)
4989,(28.990511211374443,)
5017,(28.824311099372377,)
5054,(28.771864769232046,)
5072,(28.682504512402062,)
5078,(28.37274670495425,)
5093,(28.290751340083634,)
5130,(28.013551295560404,)
5217,(27.949828340826876,)
5273,(27.77788976735372,)
5307,(27.487257565527443,)
5337,(27.449014066645294,)
5347,(27.37892665746087,)
5391,(27.32355001855885,)
5404,(27.25202641853273,)
5473,(27.150085300399105,)
5484,(27.052482750532093,)
5573,(26.861145242347373,)
5577,(26.368191259766842,)
5633,(26.31135260102837,)
5666,(25.947046073890213,)
5726,(25.9213384099065,)
5730,(25.73517450297108,)
5770,(25.732344363452153,)
5778,(25.60966144232257,)
5797,(25.056218684117194,)
5800,(25.050730120887458,)
5876,(24.73809416014269,)
5933,(24.581622753854912,)
5941,(24.498877093774237,)
6006,(24.495531026742178,)
6010,(24.17264530395612,)
6083,(24.076632403448667,)
6105,(23.812349906996182,)
6169,(23.732764807498533,)
6209,(23.58526068824585,)
6250,(23.559009173365798,)
6270,(23.55148982458757,)
6303,(23.503192748027228,)
6334,(23.36147895447026,)
6380,(23.34111946258667,)
6413,(23.318089266654088,)
6450,(23.200989459407975,)
6524,(23.198774189946857,)
6548,(23.158301248647074,)
6559,(23.149073093682286,)
6611,(23.135606867616893,)
6643,(23.045851118555365,)
6691,(23.044928466094632,)
6730,(22.979247120182702,)
6742,(22.92700276207454,)
6763,(22.925459714515693,)
6785,(22.908844546066696,)
6788,(22.894710414652522,)
6823,(22.88893009182104,)
6827,(22.88163551058607,)
6836,(22.84883389969555,)
6901,(22.790882938836976,)
6930,(22.71924822509931,)
6997,(22.661096817106536,)
7006,(22.62930795586305,)
7012,(22.624159424190943,)
7013,(22.56366367766161,)
7017,(22.553545941636596,)
7063,(22.552223303122023,)
7079,(22.507604067801058,)
7102,(22.488565844493646,)
7131,(22.4343091541941,)
7134,(22.419579768443864,)
7168,(22.403552488579447,)
7177,(22.38298212674629,)
7181,(22.370183124909676,)
7215,(22.329222111867516,)
7237,(22.30016968348043,)
7276,(22.224536098512925,)
7324,(22.1800375441913,)
7362,(22.179644558565688,)
7363,(22.171663740976943,)
7377,(22.108619227372852,)
7451,(22.09635041458944,)
7483,(22.039669173670486,)
7557,(22.03438805698797,)
7567,(22.023793881605116,)
7573,(21.987914434424333,)
7584,(21.977949797230853,)
