Evaluations,Fitness
1,(21.43426767152079,)
2,(21.18145748508378,)
5,(21.17908420423591,)
9,(20.965254883212776,)
21,(20.878813700893517,)
39,(20.833702531775778,)
41,(20.77994731304123,)
62,(20.77116507733318,)
64,(20.7030251943048,)
69,(20.45471290496009,)
92,(20.4245556415715,)
94,(20.183440264567267,)
99,(20.097233661284605,)
112,(19.885164187556214,)
124,(19.69435119322765,)
129,(19.689824050466004,)
133,(19.621470276910717,)
142,(19.107730971543077,)
158,(19.085570432918104,)
163,(19.038328223974254,)
164,(19.036421588682025,)
172,(18.384697301505142,)
188,(18.337131606524736,)
193,(18.296836821225433,)
194,(18.24512505682646,)
199,(18.23823176806658,)
202,(18.051267106928368,)
213,(17.70046108677729,)
224,(17.52932779044215,)
233,(17.381924865312595,)
243,(17.205793000420265,)
246,(17.045244054269705,)
247,(16.9898235405576,)
254,(16.906499603500215,)
256,(16.65696012572015,)
271,(16.2999924322696,)
278,(16.152855756055423,)
280,(16.137114553511157,)
288,(15.416638609937113,)
301,(15.322209117875042,)
306,(15.29217075811927,)
308,(15.2436395596421,)
319,(15.148938379221516,)
331,(14.567558012743806,)
338,(14.306429580161522,)
382,(14.10535021922855,)
415,(13.953683078781415,)
451,(13.94800985581121,)
480,(13.94723713089188,)
487,(13.853979373041735,)
490,(13.75767447649037,)
524,(13.513827215895956,)
549,(13.029471604398402,)
724,(12.98465028406092,)
754,(12.910354204963097,)
767,(12.635615008650111,)
794,(12.626877664300782,)
818,(12.489347633328391,)
838,(12.322890896221217,)
867,(12.277986153106117,)
874,(12.114247766806876,)
914,(12.110624283917822,)
923,(11.936674085745201,)
958,(11.583353637868012,)
974,(11.441147780938964,)
1122,(11.294936938985279,)
1235,(11.259460314685512,)
1237,(10.852246422496659,)
1268,(10.830057672917386,)
1276,(10.78958750635626,)
1298,(10.650405021588602,)
1322,(10.607940832080539,)
1325,(10.532332279343434,)
1347,(10.426824014417688,)
1386,(10.372272091662554,)
1468,(10.36430883547342,)
1532,(10.313583265507116,)
1549,(10.216463627645135,)
1569,(10.208283392934858,)
1601,(9.993779158709394,)
1633,(9.927960532955282,)
1757,(9.810882810229398,)
1765,(9.77392253907964,)
1775,(9.236969818792321,)
1999,(8.611181488447471,)
2741,(8.597327501480478,)
3123,(8.55934647498127,)
3150,(8.192455228245409,)
3227,(7.874795809920925,)
3303,(7.774410386662949,)
3396,(7.64363801535413,)
5223,(7.463626950940225,)
5670,(7.409291964063015,)
9883,(7.200103100185709,)
9923,(7.194553555321791,)
14131,(7.017017360257163,)
