Evaluations,Fitness
1,(16640.914121591963,)
2,(2108.157135413425,)
8,(223.43235462938904,)
9,(137.25559278052324,)
36,(17.91374781577919,)
212,(16.03907769956569,)
250,(10.209808058851799,)
1680,(10.178849504188912,)
1787,(10.175649132870452,)
1850,(10.15080502307112,)
1987,(10.150581044616128,)
2110,(10.130432152635294,)
2133,(10.129355983202107,)
2233,(10.125682252828053,)
2367,(10.1210286247355,)
2423,(10.120074312809756,)
2538,(10.120001137276951,)
2679,(10.119874539256045,)
2714,(10.119100470379411,)
2728,(10.119001651774298,)
2776,(10.119000022374205,)
2793,(10.11809534456633,)
2915,(10.116885404790914,)
2975,(10.11591614610109,)
3210,(10.115484559832034,)
3297,(10.115477307847696,)
3414,(10.115202803525495,)
3435,(10.11455756166856,)
3751,(10.114551119692267,)
3768,(10.114537175863068,)
3840,(10.114509002329939,)
3952,(10.11448290334537,)
4047,(10.114352828643122,)
4520,(10.114341590287637,)
4548,(10.114337354969338,)
4635,(10.114336761965335,)
4775,(10.114336150439856,)
4841,(10.114335884340635,)
4851,(10.114333553904585,)
4858,(10.11432338564417,)
4970,(10.114323360343015,)
5061,(10.114322937880459,)
5087,(10.11432290670987,)
5147,(10.11432266960723,)
5174,(10.114321368755242,)
5248,(10.114320943034352,)
5365,(10.11431982244962,)
5563,(7.705132930469798,)
5813,(7.654886078356001,)
5932,(7.654885984714811,)
5937,(7.497268795870418,)
6011,(7.105436839214109,)
6120,(7.105403004260933,)
6137,(6.788907594452282,)
6175,(6.567261902074633,)
6361,(6.561386696795618,)
6468,(6.545591855363962,)
6505,(6.545546273091425,)
6607,(6.545448781216924,)
6742,(6.478819507626372,)
6867,(6.474966339404879,)
6957,(6.474963491244833,)
7081,(6.4736005387129785,)
7216,(6.473600277631052,)
7222,(6.470148884949067,)
8717,(3.2109585517776473,)
8785,(3.2092669626008985,)
8918,(3.208553882802528,)
9106,(3.2085478955763733,)
