Evaluations,Fitness
1,(np.float64(13377922.872649498),)
2,(np.float64(4473907.972149693),)
5,(np.float64(1083862.4911691383),)
20,(np.float64(685744.5409022681),)
80,(np.float64(658490.3506651927),)
110,(np.float64(630048.317019308),)
140,(np.float64(605541.9884349564),)
170,(np.float64(584971.3649121384),)
200,(np.float64(568336.4464508544),)
230,(np.float64(555637.2330511031),)
260,(np.float64(546873.7247128858),)
290,(np.float64(542045.9214362017),)
320,(np.float64(541153.8232210515),)
380,(np.float64(537974.7674463323),)
410,(np.float64(532657.364753179),)
420,(np.float64(471477.514146545),)
450,(np.float64(396511.4806710879),)
480,(np.float64(344056.1198296916),)
510,(np.float64(314111.43162235635),)
540,(np.float64(306677.4160490824),)
634,(np.float64(296237.7198515899),)
660,(np.float64(295423.36272316566),)
664,(np.float64(256486.70944169405),)
694,(np.float64(241395.52768177044),)
990,(np.float64(229658.90951160036),)
1020,(np.float64(218732.09368966974),)
1080,(np.float64(217142.26588697746),)
1097,(np.float64(195150.23690487168),)
1127,(np.float64(177300.70632659056),)
1147,(np.float64(174814.93251893116),)
1157,(np.float64(171980.1237019088),)
1177,(np.float64(167519.03539185572),)
1223,(np.float64(166004.08147244697),)
1233,(np.float64(165908.5275154426),)
1237,(np.float64(165308.67891278665),)
1252,(np.float64(157619.58160450959),)
1253,(np.float64(156395.06816381923),)
1283,(np.float64(153206.4849199645),)
1296,(np.float64(150334.70310507025),)
1326,(np.float64(139681.67538736938),)
1356,(np.float64(135706.25617490328),)
1392,(np.float64(134889.3559913996),)
1406,(np.float64(133871.24942230794),)
1416,(np.float64(132725.45291360276),)
1422,(np.float64(127191.25650817313),)
1447,(np.float64(126509.69165689993),)
1468,(np.float64(126351.71748351917),)
1469,(np.float64(125786.72974220007),)
1475,(np.float64(118571.3528088199),)
1505,(np.float64(117656.48796428107),)
1577,(np.float64(116081.36477514516),)
1606,(np.float64(114754.11740356257),)
1622,(np.float64(112628.5220839632),)
1631,(np.float64(111530.48115283866),)
1671,(np.float64(111425.66359519519),)
1682,(np.float64(110351.49303268413),)
1701,(np.float64(109535.52762553515),)
1702,(np.float64(109254.01961699623),)
1717,(np.float64(109231.6739765507),)
1720,(np.float64(108692.83673736452),)
1768,(np.float64(107733.71927099198),)
1779,(np.float64(105537.55458199357),)
1793,(np.float64(104766.64636537682),)
1804,(np.float64(104663.85596871683),)
1810,(np.float64(104210.1926508748),)
1846,(np.float64(103342.17441723209),)
1855,(np.float64(103048.54871475411),)
1863,(np.float64(101435.71179515039),)
1882,(np.float64(100274.95787558692),)
1898,(np.float64(100056.67533424517),)
1906,(np.float64(100004.10022940596),)
1909,(np.float64(96791.80142343973),)
1921,(np.float64(95055.17182832402),)
1928,(np.float64(94819.52863934568),)
1954,(np.float64(92331.8697940326),)
1984,(np.float64(90195.85982508786),)
2029,(np.float64(89461.1863173731),)
2037,(np.float64(88490.24080171378),)
2047,(np.float64(88022.4864368099),)
2053,(np.float64(87815.13781594943),)
2056,(np.float64(86041.05880802745),)
2062,(np.float64(85860.43405314267),)
2067,(np.float64(82637.36885362848),)
2080,(np.float64(82045.19744124127),)
2097,(np.float64(79448.70987779825),)
2121,(np.float64(74394.44026205721),)
2147,(np.float64(73525.81320501151),)
2151,(np.float64(70354.92353084369),)
2200,(np.float64(69051.84382469427),)
2223,(np.float64(68783.6555826301),)
2225,(np.float64(68013.73055025915),)
2228,(np.float64(67341.03809167784),)
2261,(np.float64(67202.64032171681),)
2266,(np.float64(66862.89681479096),)
2278,(np.float64(66860.4643046821),)
2287,(np.float64(63707.57701476331),)
2317,(np.float64(63006.09426557876),)
2326,(np.float64(62684.80066740582),)
2356,(np.float64(61857.38686257482),)
2361,(np.float64(61098.59172581122),)
2373,(np.float64(61047.2080073249),)
2403,(np.float64(60970.06032292858),)
2405,(np.float64(60610.8777856403),)
2422,(np.float64(60359.995393123805),)
2425,(np.float64(60177.97418868697),)
2432,(np.float64(58629.3923545526),)
2435,(np.float64(57187.488262310086),)
2465,(np.float64(55930.091712781),)
2598,(np.float64(55748.80913420044),)
2625,(np.float64(55502.26398851999),)
2705,(np.float64(55149.663685676685),)
2733,(np.float64(54413.5530211956),)
2778,(np.float64(53743.85303317741),)
2793,(np.float64(53737.94889740711),)
2798,(np.float64(53736.04911551486),)
2828,(np.float64(53622.426113650916),)
2846,(np.float64(52564.833094613474),)
2872,(np.float64(52027.52130969361),)
2910,(np.float64(52001.362965732726),)
2920,(np.float64(50715.9503233024),)
2978,(np.float64(50137.866117402176),)
3036,(np.float64(49493.3751285792),)
3281,(np.float64(49317.17990067233),)
3301,(np.float64(49048.57854331885),)
3313,(np.float64(48654.871793517195),)
3406,(np.float64(48526.81655467114),)
3409,(np.float64(48518.276281430066),)
3466,(np.float64(48289.2296774795),)
3482,(np.float64(47646.70326070644),)
3520,(np.float64(47447.651115384986),)
3526,(np.float64(47198.14495573879),)
3607,(np.float64(47031.95031039167),)
3656,(np.float64(46147.603939721805),)
3725,(np.float64(46026.99327066235),)
3726,(np.float64(45639.27007078189),)
3769,(np.float64(45552.50333588297),)
3819,(np.float64(45336.40322727801),)
3870,(np.float64(45099.75251766501),)
3894,(np.float64(44444.254662187144),)
3901,(np.float64(43540.68885362859),)
3950,(np.float64(43442.79122560934),)
3965,(np.float64(42491.2792013934),)
4021,(np.float64(42271.47295858212),)
4060,(np.float64(41245.00821844614),)
4146,(np.float64(41122.86081340037),)
4165,(np.float64(40304.48000524842),)
4176,(np.float64(38872.47593911837),)
4230,(np.float64(37659.81179079836),)
4239,(np.float64(37549.01185952502),)
4240,(np.float64(36933.79705624925),)
4260,(np.float64(36543.39061788953),)
4298,(np.float64(35923.32203699738),)
4323,(np.float64(35617.66218556376),)
4332,(np.float64(34724.71657357079),)
4390,(np.float64(33892.047910126385),)
4432,(np.float64(32192.470253466487),)
4514,(np.float64(32035.426320387814),)
4519,(np.float64(31949.662386438285),)
4576,(np.float64(31495.109846446136),)
4579,(np.float64(31384.842503758635),)
4591,(np.float64(31344.790944179276),)
4636,(np.float64(31031.6842326666),)
4651,(np.float64(30693.13262763962),)
4707,(np.float64(30680.204114939595),)
4711,(np.float64(30258.832025204894),)
4723,(np.float64(30087.67904926355),)
4725,(np.float64(29910.614169263274),)
4741,(np.float64(29128.94553569247),)
4789,(np.float64(28967.483577395386),)
4801,(np.float64(28255.288616297894),)
4838,(np.float64(27742.453923503475),)
4906,(np.float64(27218.302344651023),)
4910,(np.float64(26770.493460068534),)
5003,(np.float64(26637.418394700413),)
5023,(np.float64(26558.864111643612),)
5082,(np.float64(26136.349752894814),)
5087,(np.float64(25916.89096659289),)
5146,(np.float64(25585.7759899713),)
5208,(np.float64(24615.527305379102),)
5287,(np.float64(23817.866917715586),)
5415,(np.float64(23460.946610889936),)
5451,(np.float64(23388.477715347384),)
5591,(np.float64(22899.804263850325),)
5669,(np.float64(22725.989391137155),)
5683,(np.float64(22566.863049120624),)
5687,(np.float64(22405.429975044084),)
5709,(np.float64(22150.42430167096),)
5743,(np.float64(22068.071921015242),)
5764,(np.float64(21844.89004853449),)
5837,(np.float64(21158.1274516157),)
5884,(np.float64(21063.982447292325),)
6021,(np.float64(21027.881177706666),)
6046,(np.float64(20957.250909400427),)
6060,(np.float64(20601.242800448683),)
6106,(np.float64(20303.511959308333),)
6202,(np.float64(20122.749540675846),)
6424,(np.float64(20002.403271380783),)
6446,(np.float64(19876.518296805312),)
6462,(np.float64(19728.110570749195),)
6606,(np.float64(19023.554121544814),)
6829,(np.float64(18949.098909822136),)
6884,(np.float64(18644.715894171848),)
7037,(np.float64(18572.1044063157),)
7075,(np.float64(18311.613463622256),)
7158,(np.float64(18094.82875496017),)
7221,(np.float64(18081.997036926907),)
7251,(np.float64(17637.008875625892),)
7296,(np.float64(17611.37409697037),)
7298,(np.float64(17340.894652870338),)
7311,(np.float64(16909.782228965047),)
7500,(np.float64(16814.445309312243),)
7506,(np.float64(16786.102272600794),)
7520,(np.float64(16784.205497562554),)
7678,(np.float64(16706.072643637573),)
7752,(np.float64(16669.702858991222),)
7788,(np.float64(16650.621058960787),)
7807,(np.float64(16326.491044064966),)
7866,(np.float64(16126.632533757527),)
7902,(np.float64(15888.089786471752),)
7912,(np.float64(15857.911267423196),)
7926,(np.float64(15161.161040248946),)
7986,(np.float64(14993.233318476361),)
8028,(np.float64(14844.072198135287),)
8406,(np.float64(14779.340230667103),)
8461,(np.float64(14644.368869360753),)
8471,(np.float64(14610.2438349354),)
8521,(np.float64(14426.170310289384),)
8738,(np.float64(14415.520687934762),)
8751,(np.float64(14402.072464793519),)
8773,(np.float64(14192.352513843085),)
8823,(np.float64(13721.234338162118),)
8973,(np.float64(13565.660725859223),)
9050,(np.float64(13438.393006230435),)
9079,(np.float64(13374.878501552797),)
9115,(np.float64(13252.726385776565),)
9130,(np.float64(13142.684873087475),)
9148,(np.float64(13142.063303309089),)
9275,(np.float64(12707.530613109624),)
9347,(np.float64(12694.433198488054),)
9372,(np.float64(12569.9333334533),)
9432,(np.float64(12289.539739146096),)
9542,(np.float64(12242.24139105728),)
9696,(np.float64(11907.590025345402),)
9723,(np.float64(11886.444512727387),)
9814,(np.float64(11585.826015135928),)
10051,(np.float64(11500.842060756635),)
10064,(np.float64(11481.677808577035),)
10326,(np.float64(11377.55445434681),)
10406,(np.float64(11184.07483964285),)
10626,(np.float64(11061.419143443372),)
10807,(np.float64(10844.682093384454),)
10838,(np.float64(10696.072555448449),)
10949,(np.float64(10578.175253682868),)
11339,(np.float64(10428.966898415272),)
11592,(np.float64(10314.782270272251),)
11717,(np.float64(10236.515679280581),)
11739,(np.float64(10103.306378425497),)
11909,(np.float64(10095.990987341926),)
11966,(np.float64(9900.68099883245),)
11979,(np.float64(9611.37825300445),)
12168,(np.float64(9361.386631371774),)
12711,(np.float64(9297.126229782592),)
12755,(np.float64(9018.737753175561),)
13035,(np.float64(8781.768792999344),)
13287,(np.float64(8472.451048279703),)
13541,(np.float64(8244.267203492247),)
14270,(np.float64(7878.172610380401),)
14328,(np.float64(7721.415141227742),)
14448,(np.float64(7479.349204826303),)
14575,(np.float64(7233.8002226926865),)
