Evaluations,Fitness
1,(np.float64(207.83060795313432),)
2,(np.float64(189.7882895119956),)
3,(np.float64(151.26683545750987),)
4,(np.float64(121.37431108149272),)
41,(np.float64(39.54709553211238),)
86,(np.float64(31.545241329311782),)
89,(np.float64(19.152169822291164),)
95,(np.float64(16.437683589872243),)
123,(np.float64(9.430948550161087),)
129,(np.float64(6.352336442812993),)
177,(np.float64(2.678226116856301),)
184,(np.float64(0.9725414310920257),)
236,(np.float64(0.6593529793591095),)
326,(np.float64(0.5196624350310337),)
365,(np.float64(0.4885563578618477),)
413,(np.float64(0.4586556232874841),)
416,(np.float64(0.4341688590646857),)
421,(np.float64(0.4226136570175676),)
433,(np.float64(0.4190671442896239),)
441,(np.float64(0.41848578696312977),)
443,(np.float64(0.3992314681197193),)
462,(np.float64(0.398618281214171),)
570,(np.float64(0.3981892862150449),)
583,(np.float64(0.398033944756607),)
589,(np.float64(0.3979179822459624),)
646,(np.float64(0.3978966539779023),)
689,(np.float64(0.39789627903009617),)
706,(np.float64(0.3978888857525611),)
752,(np.float64(0.39788737419440956),)
849,(np.float64(0.39788736751090603),)
909,(np.float64(0.39788736193224317),)
924,(np.float64(0.39788735798385133),)
979,(np.float64(0.3978873579408315),)
981,(np.float64(0.39788735779946904),)
1035,(np.float64(0.3978873577616806),)
1099,(np.float64(0.39788735775177386),)
1113,(np.float64(0.3978873577452937),)
1120,(np.float64(0.3978873577368951),)
1135,(np.float64(0.397887357733147),)
1139,(np.float64(0.3978873577320403),)
1174,(np.float64(0.3978873577302533),)
1224,(np.float64(0.3978873577301165),)
1230,(np.float64(0.3978873577299229),)
1246,(np.float64(0.3978873577297648),)
1261,(np.float64(0.3978873577297488),)
1355,(np.float64(0.39788735772974526),)
1363,(np.float64(0.3978873577297435),)
1370,(np.float64(0.39788735772973816),)
