Evaluations,Fitness
1,(np.float64(-2.08465233170591),)
7,(np.float64(-2.356455203044173),)
12,(np.float64(-3.1369251999028895),)
21,(np.float64(-3.2762817717902357),)
31,(np.float64(-3.4051038650012386),)
96,(np.float64(-3.4294312231482924),)
101,(np.float64(-3.4959314436008837),)
106,(np.float64(-3.5320264417613214),)
116,(np.float64(-3.549129811864889),)
130,(np.float64(-3.6522307529260614),)
134,(np.float64(-3.803959691937477),)
225,(np.float64(-3.8200338637033275),)
238,(np.float64(-3.8205458157736176),)
263,(np.float64(-3.8237737469218174),)
266,(np.float64(-3.83272471338117),)
281,(np.float64(-3.8331000002909223),)
305,(np.float64(-3.838813740105398),)
313,(np.float64(-3.8554100042190753),)
363,(np.float64(-3.8626328697111028),)
538,(np.float64(-3.8626778587663626),)
542,(np.float64(-3.862756682641492),)
620,(np.float64(-3.862762940649195),)
741,(np.float64(-3.8627655187319574),)
746,(np.float64(-3.862775684934724),)
783,(np.float64(-3.862775965367098),)
834,(np.float64(-3.8627781190344934),)
939,(np.float64(-3.8627793159337505),)
960,(np.float64(-3.8627796442160087),)
1053,(np.float64(-3.8627796889324753),)
1137,(np.float64(-3.8627797569457383),)
1155,(np.float64(-3.862779764674702),)
1213,(np.float64(-3.862779785273958),)
1338,(np.float64(-3.8627797857643342),)
1380,(np.float64(-3.8627797863255244),)
1402,(np.float64(-3.8627797867006084),)
1406,(np.float64(-3.862779787307958),)
1527,(np.float64(-3.862779787318864),)
1575,(np.float64(-3.8627797873234773),)
1671,(np.float64(-3.862779787327659),)
1774,(np.float64(-3.862779787329075),)
1781,(np.float64(-3.8627797873299126),)
1805,(np.float64(-3.862779787331684),)
1855,(np.float64(-3.862779787332224),)
1933,(np.float64(-3.8627797873324097),)
2010,(np.float64(-3.8627797873324754),)
2054,(np.float64(-3.862779787332603),)
2062,(np.float64(-3.8627797873326144),)
2097,(np.float64(-3.862779787332621),)
2134,(np.float64(-3.8627797873326504),)
2150,(np.float64(-3.8627797873326584),)
2196,(np.float64(-3.8627797873326597),)
2230,(np.float64(-3.862779787332661),)
2235,(np.float64(-3.862779787332662),)
2337,(np.float64(-3.8627797873326624),)
2381,(np.float64(-3.862779787332663),)
