Evaluations,Fitness
1,(np.float64(11238292.450756246),)
2,(np.float64(8259019.34750978),)
5,(np.float64(8097688.915515164),)
19,(np.float64(7064326.42074323),)
26,(np.float64(7053754.042928774),)
53,(np.float64(7012299.286596829),)
65,(np.float64(5839954.183169752),)
126,(np.float64(5292737.119077725),)
358,(np.float64(5143455.150628673),)
438,(np.float64(5027963.040176617),)
450,(np.float64(4703724.77852039),)
514,(np.float64(4275665.45022952),)
588,(np.float64(4247866.4944595415),)
592,(np.float64(3561607.71124638),)
740,(np.float64(3351763.7215236393),)
896,(np.float64(3284462.066689197),)
984,(np.float64(3133752.157000744),)
987,(np.float64(2816530.604014819),)
1106,(np.float64(2440590.9682991714),)
1221,(np.float64(2270897.045653104),)
1456,(np.float64(2251288.5168192512),)
1486,(np.float64(2179513.7810061243),)
1494,(np.float64(2063286.7135736388),)
1500,(np.float64(1971472.952247441),)
1586,(np.float64(1816906.3098747637),)
1785,(np.float64(1812216.1012202455),)
1826,(np.float64(1649929.191856308),)
1851,(np.float64(1640210.2919980697),)
1890,(np.float64(1614896.778529547),)
1895,(np.float64(1552082.687807538),)
1897,(np.float64(1479284.6411395303),)
1998,(np.float64(1408001.261084698),)
2131,(np.float64(1291243.7780948933),)
2201,(np.float64(1184478.8672898964),)
2283,(np.float64(1064546.71957312),)
2531,(np.float64(1038375.6517052744),)
2546,(np.float64(1023918.012644497),)
2599,(np.float64(1023112.6401644232),)
2619,(np.float64(992846.566082916),)
2628,(np.float64(847782.969965913),)
2709,(np.float64(798369.5060886454),)
2804,(np.float64(740305.741888072),)
2912,(np.float64(687121.9215049328),)
2973,(np.float64(644804.8371290251),)
3079,(np.float64(558410.1304351884),)
3256,(np.float64(548206.532067273),)
3382,(np.float64(541076.5480581047),)
3396,(np.float64(515673.4448668273),)
3464,(np.float64(485794.04594468244),)
3551,(np.float64(481969.0784734171),)
3587,(np.float64(467199.3202528675),)
3680,(np.float64(388262.5265417788),)
3979,(np.float64(387664.99919614446),)
4032,(np.float64(342580.56062664284),)
4408,(np.float64(342069.3027783213),)
4481,(np.float64(334327.3758177257),)
4600,(np.float64(326162.8771155524),)
4702,(np.float64(319805.5629152079),)
4705,(np.float64(318893.39271615376),)
4817,(np.float64(313519.7508014729),)
4832,(np.float64(310606.22766228585),)
4866,(np.float64(305353.96965762065),)
4915,(np.float64(300181.60917917953),)
4950,(np.float64(296984.4382866561),)
5008,(np.float64(289727.5006787388),)
5047,(np.float64(288331.39045004634),)
5086,(np.float64(287840.8760831405),)
5098,(np.float64(284278.0386016197),)
5128,(np.float64(277480.732967431),)
5214,(np.float64(273881.3395861687),)
5476,(np.float64(269155.7513756081),)
5601,(np.float64(266830.16767202556),)
5611,(np.float64(258374.67117209107),)
5701,(np.float64(253035.5204122763),)
5884,(np.float64(250888.48315489403),)
6010,(np.float64(250533.53877664352),)
6148,(np.float64(246462.49635669024),)
6201,(np.float64(245384.87958758857),)
6210,(np.float64(243482.6742457645),)
6391,(np.float64(236877.29223901077),)
6397,(np.float64(225207.08879847228),)
6403,(np.float64(220085.93428183353),)
6531,(np.float64(218787.27367885568),)
6599,(np.float64(217906.3361334699),)
6612,(np.float64(210957.12670330505),)
6696,(np.float64(205779.56896373702),)
6849,(np.float64(204571.55030311376),)
6877,(np.float64(204537.1836496468),)
6978,(np.float64(202580.16677071596),)
7073,(np.float64(201091.07374213202),)
7150,(np.float64(199745.73556076988),)
7158,(np.float64(198084.69077793957),)
7245,(np.float64(196443.75993728376),)
7322,(np.float64(195527.7495567701),)
7338,(np.float64(195353.65871288386),)
7377,(np.float64(192257.91648280434),)
7414,(np.float64(190553.92376026855),)
7481,(np.float64(189860.7260912915),)
7557,(np.float64(187874.25699381175),)
7614,(np.float64(184227.85776706666),)
7633,(np.float64(181958.54552308854),)
7760,(np.float64(179600.99397822403),)
7869,(np.float64(179481.73534658414),)
7877,(np.float64(178541.53288417516),)
7905,(np.float64(177941.08929801194),)
8036,(np.float64(177107.1228310254),)
8133,(np.float64(176605.73760999576),)
8157,(np.float64(174862.03904951725),)
8184,(np.float64(173798.72704143528),)
8291,(np.float64(172849.07164394954),)
8295,(np.float64(171509.4200756499),)
8421,(np.float64(170994.68106555933),)
8422,(np.float64(170963.1607803984),)
8437,(np.float64(170760.62897848658),)
8475,(np.float64(165694.75299082644),)
8591,(np.float64(164548.19232800909),)
8726,(np.float64(163794.31236380682),)
8797,(np.float64(162181.7559992918),)
8944,(np.float64(161977.10804829097),)
9000,(np.float64(161828.54645092206),)
9052,(np.float64(156873.33196342178),)
9076,(np.float64(156733.69302930002),)
9153,(np.float64(156130.46936424848),)
9156,(np.float64(155656.61558701284),)
9179,(np.float64(155340.08960319482),)
9236,(np.float64(153685.8988093742),)
9245,(np.float64(152761.04303353385),)
9363,(np.float64(152000.3418513442),)
9824,(np.float64(151860.91195997753),)
9898,(np.float64(151797.71645036328),)
9946,(np.float64(151580.29795828764),)
9963,(np.float64(151522.15467446612),)
9996,(np.float64(151292.3568709461),)
10004,(np.float64(150911.5904974895),)
10151,(np.float64(150868.33909006027),)
10155,(np.float64(150383.63386619312),)
10160,(np.float64(150379.9435256815),)
10202,(np.float64(150343.06877639858),)
10232,(np.float64(150095.61998723116),)
10291,(np.float64(149791.77582835782),)
10312,(np.float64(149577.50148054314),)
10375,(np.float64(149212.92927201226),)
10436,(np.float64(149083.00151491334),)
10494,(np.float64(148002.14005382996),)
10800,(np.float64(147956.8090992369),)
10804,(np.float64(147838.54699877196),)
10836,(np.float64(147479.5616411351),)
10981,(np.float64(147302.38208117714),)
10992,(np.float64(147101.51914871225),)
11162,(np.float64(147030.175512419),)
11194,(np.float64(146741.32020717903),)
11307,(np.float64(146560.39112394827),)
