Evaluations,Fitness
1,(np.float64(1703.0003154948977),)
2,(np.float64(1598.467551156018),)
3,(np.float64(1282.94210210055),)
9,(np.float64(1209.3276835540375),)
33,(np.float64(1061.0102532506332),)
84,(np.float64(1003.9244464065348),)
179,(np.float64(965.2209019673019),)
230,(np.float64(963.2992844855871),)
252,(np.float64(952.4477315696861),)
309,(np.float64(918.5852631713146),)
429,(np.float64(846.7680891179155),)
443,(np.float64(832.9262432577447),)
1318,(np.float64(806.3511217257408),)
3451,(np.float64(793.8625206616222),)
4669,(np.float64(778.46090757062),)
4846,(np.float64(773.249537592379),)
5330,(np.float64(768.5516859961002),)
5438,(np.float64(752.8257557795264),)
9906,(np.float64(749.8697004181581),)
12700,(np.float64(746.4394381608823),)
12722,(np.float64(724.8807409236997),)
13067,(np.float64(722.5968538785447),)
