Evaluations,Fitness
1,(np.float64(14.272005654318399),)
5,(np.float64(13.053123207214155),)
6,(np.float64(8.13519049684682),)
8,(np.float64(7.950470496436052),)
13,(np.float64(7.119971990034956),)
15,(np.float64(3.3884480628884877),)
27,(np.float64(3.102297253458076),)
45,(np.float64(2.6301056102755744),)
49,(np.float64(2.457757685038514),)
59,(np.float64(1.1707805539290561),)
69,(np.float64(0.7578383997443598),)
75,(np.float64(0.4269588819680923),)
105,(np.float64(0.41413385197636465),)
148,(np.float64(0.4038776762699108),)
219,(np.float64(0.40204016909125606),)
316,(np.float64(0.40201083547060534),)
335,(np.float64(0.39816968593413016),)
363,(np.float64(0.39806592729466495),)
419,(np.float64(0.3979166054051344),)
446,(np.float64(0.3978908968613055),)
515,(np.float64(0.39788933941384386),)
565,(np.float64(0.3978874060932629),)
675,(np.float64(0.39788739072718116),)
712,(np.float64(0.397887363209243),)
728,(np.float64(0.3978873591746819),)
748,(np.float64(0.39788735808892284),)
820,(np.float64(0.39788735779634266),)
845,(np.float64(0.3978873577418973),)
940,(np.float64(0.39788735773338146),)
1001,(np.float64(0.3978873577321078),)
1013,(np.float64(0.39788735773171346),)
1022,(np.float64(0.3978873577298945),)
1061,(np.float64(0.3978873577298394),)
1067,(np.float64(0.3978873577297488),)
1130,(np.float64(0.39788735772973993),)
1153,(np.float64(0.39788735772973816),)
