Evaluations,Fitness
1,499.99870162071767
4,499.98814294805663
7,496.92273321993554
14,489.63357740167413
18,481.0270789703495
37,454.25178085958424
39,417.4485959293433
50,412.7083634486345
55,73.59834006200688
73,10.913829976371918
133,10.810188078350071
221,6.903525115095424
601,6.903335905949709
946,6.129570057827515
1030,6.117650610905447
1396,5.928907415891872
1754,5.9288457448271386
2059,5.928845520117501
2311,5.928845339457399
2615,5.928845142598602
2675,5.928845137128215
3346,5.928845127150345
3481,5.928845125898596
3589,5.928845125633889
4246,5.928845125400956
5036,5.928845125400253
5216,5.928845125400228
5221,5.928845125400175
5276,5.928845125400159
5311,5.9288451254001515
5431,5.928845125400151
5641,5.928845125400149
6031,5.928845125400148
6181,5.928845125400147
7051,5.928845125400146
7291,5.928845125400145
10158,5.928845125400144
