Evaluations,Fitness
1,(4046.7752012723395,)
2,(3.4474418277599774,)
16,(0.09413837347152901,)
40,(-0.45902756248173066,)
66,(-0.49356381794912574,)
83,(-0.5345597047130837,)
153,(-0.7952128513851657,)
171,(-0.8336316162816133,)
173,(-0.9604696788607802,)
174,(-1.0004471669391954,)
184,(-1.0102469885982868,)
272,(-1.018562474634116,)
278,(-1.0200615105315012,)
333,(-1.0281970649567735,)
374,(-1.030464492636212,)
385,(-1.0313053225025044,)
436,(-1.0314050993334296,)
438,(-1.0315917318225056,)
582,(-1.0315999438928596,)
592,(-1.0316060516448704,)
617,(-1.0316133454724752,)
652,(-1.0316136270152572,)
656,(-1.031621456336425,)
687,(-1.0316257656899634,)
768,(-1.0316268582612933,)
776,(-1.0316275471412037,)
804,(-1.0316280882595148,)
826,(-1.03162832754818,)
846,(-1.0316283359298581,)
868,(-1.0316283485778732,)
871,(-1.0316283794277694,)
902,(-1.0316284089019365,)
948,(-1.0316284094089316,)
959,(-1.0316284369992188,)
985,(-1.0316284524255304,)
1112,(-1.0316284529778488,)
1121,(-1.031628453166775,)
1122,(-1.0316284532599955,)
1139,(-1.0316284533711497,)
1175,(-1.0316284533919617,)
1211,(-1.0316284534026186,)
1213,(-1.0316284534320643,)
1214,(-1.0316284534626337,)
1276,(-1.0316284534629472,)
1306,(-1.0316284534726616,)
1315,(-1.0316284534877005,)
1378,(-1.0316284534891669,)
1427,(-1.0316284534894389,)
1450,(-1.0316284534895466,)
1459,(-1.031628453489577,)
1485,(-1.0316284534896,)
1514,(-1.0316284534897409,)
1548,(-1.0316284534897555,)
1566,(-1.031628453489826,)
1590,(-1.0316284534898552,)
1656,(-1.0316284534898725,)
1669,(-1.0316284534898768,)
1762,(-1.031628453489877,)
1781,(-1.0316284534898772,)
1885,(-1.0316284534898774,)
