Evaluations,Fitness
1,(np.float64(1441.671844426176),)
7,(np.float64(1395.2242476150534),)
11,(np.float64(1303.9397491941331),)
65,(np.float64(1279.2030587833233),)
75,(np.float64(1204.0559926159813),)
115,(np.float64(1138.7094796963),)
153,(np.float64(947.6715424546924),)
291,(np.float64(929.409562154417),)
449,(np.float64(880.8437139396469),)
484,(np.float64(865.5733058172743),)
545,(np.float64(855.5151043866947),)
546,(np.float64(853.5002827994822),)
547,(np.float64(844.9880627483021),)
592,(np.float64(842.6981113625368),)
603,(np.float64(837.3008595582266),)
612,(np.float64(740.814454240856),)
681,(np.float64(712.4571134787797),)
937,(np.float64(694.0530157469927),)
982,(np.float64(645.158599781152),)
1859,(np.float64(637.2393991575672),)
2241,(np.float64(634.1061594463347),)
2252,(np.float64(615.6096089517887),)
2557,(np.float64(609.3583118765926),)
3106,(np.float64(608.6064500155163),)
3128,(np.float64(604.3403658193652),)
3148,(np.float64(595.131156729944),)
3307,(np.float64(580.7741039467023),)
3541,(np.float64(573.4213952513372),)
3679,(np.float64(505.8997243348757),)
3913,(np.float64(503.3479506497845),)
4306,(np.float64(493.90368395015963),)
4321,(np.float64(479.8668024633181),)
4695,(np.float64(459.868751373084),)
5113,(np.float64(449.9991822212918),)
5209,(np.float64(448.4940440806166),)
5597,(np.float64(448.00240488846947),)
5844,(np.float64(442.39077633147065),)
5916,(np.float64(440.83753236150596),)
5986,(np.float64(436.51663953418654),)
6163,(np.float64(413.13998072461027),)
6459,(np.float64(404.8400777767117),)
6544,(np.float64(389.10307436343015),)
6796,(np.float64(383.4951236969769),)
6865,(np.float64(382.7988890959084),)
7067,(np.float64(356.05362277542633),)
7176,(np.float64(352.35732238638013),)
7179,(np.float64(350.49708204604804),)
7393,(np.float64(339.1157039904479),)
7417,(np.float64(329.49708592470665),)
7650,(np.float64(323.52096624668496),)
7854,(np.float64(285.0190118720888),)
8282,(np.float64(283.0707028928777),)
8358,(np.float64(274.7078381253295),)
8541,(np.float64(268.73795004252895),)
8784,(np.float64(253.9742021332654),)
8835,(np.float64(247.46106834635617),)
9504,(np.float64(243.146425232051),)
9906,(np.float64(239.38762400030578),)
9973,(np.float64(239.3059150740155),)
10022,(np.float64(239.24908854183167),)
10050,(np.float64(232.3422930397045),)
10322,(np.float64(231.16820608183713),)
10356,(np.float64(229.71658662699383),)
10546,(np.float64(228.86111263659257),)
10605,(np.float64(227.7881616254798),)
10730,(np.float64(222.7072061678594),)
10752,(np.float64(222.55955648893274),)
10756,(np.float64(222.45639544321438),)
10832,(np.float64(220.31439678573997),)
10949,(np.float64(216.56244875864098),)
11044,(np.float64(213.04599161935636),)
11049,(np.float64(210.59763799076836),)
11133,(np.float64(209.3927882168481),)
11264,(np.float64(209.1933871669068),)
11297,(np.float64(208.98968648863558),)
11303,(np.float64(208.91048955582863),)
11311,(np.float64(208.36323764773346),)
11312,(np.float64(206.47963839799127),)
11343,(np.float64(206.13298340767153),)
11350,(np.float64(204.89788307384572),)
11398,(np.float64(203.65564787178033),)
11443,(np.float64(203.46465992490374),)
11480,(np.float64(202.63601405850625),)
11501,(np.float64(200.88348270543418),)
11587,(np.float64(200.61400262200073),)
11602,(np.float64(200.1798618820054),)
11631,(np.float64(199.88011597859338),)
11649,(np.float64(197.75793049725678),)
11736,(np.float64(197.72647899135535),)
11776,(np.float64(197.4892139360316),)
11797,(np.float64(197.21734069299015),)
11812,(np.float64(197.06065010174774),)
11824,(np.float64(195.99714340222357),)
11837,(np.float64(195.00111367803487),)
11841,(np.float64(194.98578078595386),)
11849,(np.float64(194.25411629449712),)
11904,(np.float64(194.2139890684498),)
11922,(np.float64(193.73717085374926),)
11931,(np.float64(193.17149035672793),)
11997,(np.float64(193.0773420251586),)
12065,(np.float64(192.93846053595405),)
12076,(np.float64(191.84177215823843),)
12153,(np.float64(191.53807262099258),)
12173,(np.float64(191.11724733585334),)
12197,(np.float64(190.79888173202409),)
12224,(np.float64(190.616126252917),)
12235,(np.float64(190.54334272714266),)
12260,(np.float64(190.07398139617362),)
12276,(np.float64(189.92797742214935),)
12301,(np.float64(189.71945071284358),)
12306,(np.float64(189.55021277312244),)
12324,(np.float64(189.42002678151005),)
12377,(np.float64(189.2792091400717),)
12379,(np.float64(188.95921747657587),)
12436,(np.float64(188.94971262062404),)
12474,(np.float64(188.9475165848994),)
12480,(np.float64(188.7266876478011),)
12486,(np.float64(188.6539846369887),)
12491,(np.float64(188.39947159246498),)
12551,(np.float64(188.18541045223122),)
12588,(np.float64(187.67800109133708),)
12611,(np.float64(187.5365886419906),)
12635,(np.float64(187.33546015374657),)
12662,(np.float64(187.08519965818618),)
12688,(np.float64(187.06171562108722),)
12707,(np.float64(186.96014718361585),)
12711,(np.float64(186.7928672308841),)
12726,(np.float64(186.65317333578577),)
12762,(np.float64(186.438905809439),)
12778,(np.float64(186.32761115949359),)
12821,(np.float64(186.22491095873494),)
12852,(np.float64(186.11579638819245),)
12876,(np.float64(185.29198660362272),)
12986,(np.float64(185.07442299692235),)
13032,(np.float64(185.02316583871362),)
13047,(np.float64(184.8681644763596),)
13083,(np.float64(184.7065056161647),)
13100,(np.float64(184.62736156960204),)
13121,(np.float64(184.61793799093567),)
13158,(np.float64(184.60567422107528),)
13165,(np.float64(184.34256458787502),)
13182,(np.float64(184.06641752224738),)
13212,(np.float64(183.9116109073987),)
13299,(np.float64(183.53424112361364),)
13315,(np.float64(183.4652805848176),)
13343,(np.float64(183.18960239908768),)
13353,(np.float64(182.78055535316258),)
13503,(np.float64(182.64969811215707),)
13577,(np.float64(182.59606914857665),)
13599,(np.float64(182.58588643110136),)
13601,(np.float64(182.50000239381342),)
13615,(np.float64(182.4883073653441),)
13626,(np.float64(182.42767190130508),)
13669,(np.float64(182.3246220851015),)
13696,(np.float64(182.22118594127005),)
13703,(np.float64(182.11156108341328),)
13759,(np.float64(182.03140346820163),)
13800,(np.float64(181.91065356333837),)
13811,(np.float64(181.7965501505326),)
13851,(np.float64(181.78675895353388),)
13858,(np.float64(181.75088555957234),)
13875,(np.float64(181.674551426969),)
13898,(np.float64(181.66305073739443),)
13901,(np.float64(181.6501111095173),)
13930,(np.float64(181.4855979645527),)
13965,(np.float64(181.42937212191373),)
14014,(np.float64(181.3995371237756),)
14030,(np.float64(181.35187940258925),)
14035,(np.float64(181.28590011478371),)
14047,(np.float64(181.26393396660592),)
14067,(np.float64(181.13225032330547),)
14105,(np.float64(180.9805571476985),)
14160,(np.float64(180.9467926007532),)
14198,(np.float64(180.88929453027094),)
14217,(np.float64(180.8774068472643),)
14228,(np.float64(180.71980596577805),)
14267,(np.float64(180.71406182510248),)
14269,(np.float64(180.69451027664496),)
14308,(np.float64(180.6206759329641),)
14311,(np.float64(180.5366766696228),)
14343,(np.float64(180.5000726044422),)
14345,(np.float64(180.29516619097262),)
14415,(np.float64(180.23131313906367),)
14418,(np.float64(180.01388801568703),)
14459,(np.float64(179.94526050634607),)
14497,(np.float64(179.91371167024812),)
14500,(np.float64(179.7688407398366),)
14532,(np.float64(179.74738977167073),)
14564,(np.float64(179.66730279610414),)
14575,(np.float64(179.574485718198),)
14593,(np.float64(179.4700296291707),)
14629,(np.float64(179.44345258981662),)
14666,(np.float64(179.43585626653788),)
14694,(np.float64(179.42277732286595),)
14706,(np.float64(179.3944972848587),)
14719,(np.float64(179.3719984566497),)
14723,(np.float64(179.32987678435796),)
14793,(np.float64(179.32860706907394),)
14800,(np.float64(179.326648919433),)
14821,(np.float64(179.07285748347698),)
14867,(np.float64(178.95976147226492),)
14891,(np.float64(178.89108507511918),)
14911,(np.float64(178.8570623353982),)
14912,(np.float64(178.71771295498638),)
14937,(np.float64(178.69567951318743),)
14955,(np.float64(178.6614347553578),)
14957,(np.float64(178.627631963674),)
14970,(np.float64(178.6026453915864),)
14981,(np.float64(178.58836007595727),)
14993,(np.float64(178.47570796266945),)
