Evaluations,Fitness
1,(899710507.5138538,)
2,(827289917.0583464,)
6,(697192267.6586571,)
10,(697128792.6026642,)
11,(646885138.0315706,)
31,(621499091.6276314,)
32,(595650192.7750053,)
36,(443293911.15939075,)
40,(441459729.72386396,)
61,(418833193.8514191,)
62,(387859022.4610799,)
66,(321261008.2693595,)
70,(311708087.87600225,)
91,(301062331.95658624,)
92,(247783658.2629497,)
104,(241021428.46911997,)
105,(219115354.66098076,)
120,(218885729.0944975,)
121,(203107030.1590581,)
122,(158655939.18443212,)
125,(147664068.9817443,)
133,(146791494.10512426,)
141,(125287502.83854453,)
151,(107941774.54755594,)
155,(92702745.0098052,)
159,(86246358.90213305,)
167,(82242142.1581048,)
175,(80987249.41346696,)
181,(57969611.91466059,)
189,(49971174.2350847,)
203,(48348955.545271285,)
211,(35985216.15759996,)
213,(35447628.33009568,)
219,(29362499.79834698,)
227,(27148070.297968645,)
241,(23258589.543265183,)
246,(21860335.76245153,)
249,(14876777.52249048,)
256,(14044548.439961646,)
271,(11991004.862888131,)
276,(11709503.623514358,)
279,(11386751.273282249,)
284,(7594523.245051329,)
301,(6496232.916401196,)
317,(5931233.377505698,)
331,(5097397.035044117,)
344,(3735307.6446246267,)
393,(3702305.2270627553,)
451,(3558344.335497471,)
484,(3110725.3466654113,)
521,(2954412.2236107066,)
527,(2948476.781109041,)
551,(2192306.779286474,)
575,(1943051.510317513,)
631,(1825505.9326093616,)
663,(1720737.570031992,)
666,(1423614.6913679861,)
755,(1279237.0731572532,)
850,(1202152.8725591584,)
918,(1032025.4658029146,)
949,(1004145.5938805077,)
1069,(968349.0798091111,)
1082,(842385.9121015335,)
1134,(761667.3675891533,)
1177,(653305.1504870809,)
1385,(649928.3719535294,)
1461,(523152.2424084684,)
1467,(516122.5521841383,)
1897,(506592.0762993821,)
2480,(445801.8597664559,)
2646,(276505.57137973874,)
2825,(264402.8916216297,)
3600,(242384.8149899313,)
3605,(232963.01078613746,)
3984,(208939.27687437148,)
4182,(198128.4605182061,)
4290,(183303.43163714706,)
7956,(181869.2302584161,)
8060,(180036.7716610465,)
8174,(160314.2411563685,)
8308,(146359.27057519712,)
8575,(104237.95442064824,)
