Evaluations,Fitness
1,90925892357
4,090133722995718
32,0295833235791
64,-01359930701815300
67,-085521519022979
138,-100095738997271
287,-1008298200088
336,-10097551115825
456,-101210085797718
2875,-101813803199208
5066,-1030207331103
8959,-103019712710855
10285,-103070933397
