Evaluations,Fitness
1,(np.float64(-7.6292227313122825e-06),)
2,(np.float64(-0.4790565161772388),)
7,(np.float64(-0.5720634310211683),)
13,(np.float64(-1.344910112589472),)
55,(np.float64(-2.4306810303879836),)
68,(np.float64(-2.98078038721777),)
130,(np.float64(-3.2717093091341063),)
200,(np.float64(-3.52941881344366),)
264,(np.float64(-3.713555585979388),)
271,(np.float64(-3.833200664449021),)
428,(np.float64(-3.838874079055196),)
494,(np.float64(-3.8500510245681374),)
585,(np.float64(-3.8582385267415007),)
625,(np.float64(-3.862114531553707),)
741,(np.float64(-3.8625431977284137),)
795,(np.float64(-3.862617948623865),)
841,(np.float64(-3.862658292953111),)
861,(np.float64(-3.862725716692105),)
906,(np.float64(-3.8627459318446262),)
955,(np.float64(-3.8627555108340204),)
970,(np.float64(-3.8627612636396713),)
982,(np.float64(-3.86276967036727),)
1025,(np.float64(-3.8627783288719284),)
1091,(np.float64(-3.8627792264774525),)
1154,(np.float64(-3.86277948933274),)
1201,(np.float64(-3.8627796549664324),)
1204,(np.float64(-3.8627797286052097),)
1334,(np.float64(-3.862779736751877),)
1347,(np.float64(-3.862779738956199),)
1351,(np.float64(-3.8627797646270814),)
1354,(np.float64(-3.862779777172681),)
1361,(np.float64(-3.862779777996981),)
1442,(np.float64(-3.8627797800432644),)
1448,(np.float64(-3.862779786561631),)
1536,(np.float64(-3.8627797866747042),)
1543,(np.float64(-3.8627797866817413),)
1605,(np.float64(-3.862779786768399),)
1621,(np.float64(-3.8627797868474807),)
1625,(np.float64(-3.8627797872470255),)
1777,(np.float64(-3.862779787248895),)
1786,(np.float64(-3.862779787305696),)
1788,(np.float64(-3.8627797873104504),)
1809,(np.float64(-3.8627797873212373),)
1867,(np.float64(-3.862779787329692),)
1925,(np.float64(-3.862779787332019),)
1985,(np.float64(-3.8627797873321823),)
2000,(np.float64(-3.862779787332445),)
2041,(np.float64(-3.8627797873325775),)
2054,(np.float64(-3.862779787332629),)
2225,(np.float64(-3.8627797873326295),)
2231,(np.float64(-3.862779787332644),)
2233,(np.float64(-3.862779787332646),)
2259,(np.float64(-3.8627797873326486),)
2264,(np.float64(-3.862779787332652),)
2293,(np.float64(-3.8627797873326615),)
2319,(np.float64(-3.862779787332662),)
2365,(np.float64(-3.8627797873326624),)
2395,(np.float64(-3.862779787332663),)
