Evaluations,Fitness
1,(1984.153790092873,)
3,(1846.37866128655,)
5,(1786.0197389421562,)
7,(1685.6865349459426,)
10,(1492.221272287465,)
29,(1309.0743315943928,)
119,(1308.5194026705635,)
149,(1307.493564553861,)
179,(1306.578198019351,)
209,(1305.7733030670372,)
239,(1305.078879696916,)
269,(1304.4949279089883,)
299,(1304.0214477032541,)
329,(1303.658439079714,)
359,(1303.4059020383675,)
389,(1303.2638365792147,)
400,(1297.7052802149385,)
430,(1283.164149733346,)
460,(1268.8858858700473,)
490,(1254.8704886250425,)
520,(1241.1179579983318,)
550,(1227.628293989915,)
580,(1214.401496599792,)
610,(1201.4375658279625,)
640,(1188.7365016744272,)
670,(1176.2983041391858,)
700,(1164.122973222238,)
730,(1152.2105089235845,)
760,(1140.5609112432246,)
790,(1129.1741801811586,)
820,(1118.0503157373864,)
850,(1107.1893179119081,)
853,(1103.147052150001,)
880,(1096.55443546212,)
883,(1088.3141355678592,)
910,(1086.427033414968,)
913,(1073.7475372310123,)
943,(1059.4472571394595,)
973,(1045.4132952932014,)
1003,(1031.6456516922303,)
1033,(1018.1443263365688,)
1063,(1004.9093192261942,)
1093,(991.9406303611141,)
1123,(979.2382597413286,)
1153,(966.8022073668377,)
1183,(954.6324732376412,)
1213,(942.7290573537393,)
1243,(931.0919597151318,)
1273,(919.7211803218188,)
1303,(908.6167191738004,)
1333,(897.7785762710766,)
1363,(887.2067516136473,)
1393,(876.9012452015123,)
1423,(866.862057034672,)
1453,(857.0891871131262,)
1483,(847.5826354368749,)
1513,(838.3424020059181,)
1543,(829.3684868202557,)
1573,(820.660889879888,)
1587,(819.6476962148183,)
1603,(811.2500523583935,)
1617,(809.6286715425373,)
1633,(802.2782053096863,)
1647,(799.875160641421,)
1663,(792.6069252370552,)
1677,(790.3871635114693,)
1693,(782.7290370547396,)
1707,(781.1646801526826,)
1723,(772.4800995293955,)
1737,(772.2077105650606,)
1753,(762.1513141931714,)
1783,(752.0925288569472,)
1813,(742.3037435207231,)
1843,(732.7849581844989,)
1873,(723.5361728482748,)
1903,(714.5573875120506,)
1933,(705.8486021758265,)
1963,(697.4098168396023,)
1993,(689.241031503378,)
2023,(681.3422461671539,)
2025,(680.0182255154616,)
2053,(676.6243379607614,)
2055,(669.6378806089854,)
2085,(659.527535702509,)
2086,(658.1792377158773,)
2115,(653.7180774915597,)
2116,(646.1854908948878,)
2146,(634.4527899846581,)
2176,(622.9811349851884,)
2206,(611.7705258964785,)
2236,(600.8209627185284,)
2266,(590.1324454513384,)
2296,(579.7049740949084,)
2326,(569.5385486492381,)
2356,(559.6331691143276,)
2386,(549.9888354901773,)
2416,(540.6055477767867,)
2446,(531.483305974156,)
2476,(522.6221100822853,)
2506,(514.0219601011744,)
2536,(505.6828560308235,)
2566,(497.6047978712325,)
2596,(489.7877856224014,)
2597,(488.73284811316614,)
2626,(481.0726012889245,)
2627,(479.51652388502947,)
2656,(472.9754467798885,)
2657,(470.56417339626273,)
2686,(464.02583982568154,)
2687,(461.8757966468659,)
2716,(454.0252148373979,)
2717,(453.451393636839,)
2746,(444.64805084065483,)
2776,(435.53433869157226,)
2806,(426.68407839015026,)
2836,(418.09726993638884,)
2866,(409.7739133302879,)
2896,(401.7140085718475,)
2926,(393.91755566106764,)
2956,(386.38455459794835,)
2986,(379.1150053824896,)
3016,(372.10890801469134,)
3046,(365.36626249455367,)
3076,(358.88706882207657,)
3106,(352.67132699725994,)
3136,(346.7190370201038,)
3166,(341.03019889060835,)
3168,(338.40184041495553,)
3196,(336.0954968294142,)
3198,(330.165120714349,)
3228,(322.19565582002406,)
3258,(314.4934457320005,)
3288,(307.05849045027185,)
3318,(299.8907899748379,)
3348,(292.99034430569884,)
3378,(286.3571534428547,)
3408,(279.99121738630515,)
3438,(273.8925361360506,)
3468,(268.0611096920908,)
3498,(262.4969380544258,)
3528,(257.20002122305567,)
3558,(252.17035919798036,)
3588,(247.40795197919985,)
3618,(242.91279956671417,)
3637,(242.20138485977142,)
3648,(238.6849019605233,)
3667,(235.8857234291562,)
3678,(234.7242591606272,)
3697,(229.99914443719072,)
3727,(224.37713207325007,)
3757,(219.01968633733426,)
3787,(213.92680722944314,)
3817,(209.0984947495771,)
3847,(204.53474889773577,)
3877,(200.23556967391923,)
3907,(196.20095707812754,)
3937,(192.43091111036068,)
3967,(188.92543177061864,)
3997,(185.6845190589014,)
4027,(182.708172975209,)
4057,(179.99639351954147,)
4087,(177.54918069189873,)
