Evaluations,Fitness
1,(21.417315535739576,)
2,(21.39650945409225,)
3,(21.2170272077155,)
4,(21.164559735085483,)
5,(21.153736971212467,)
15,(21.112913031878506,)
16,(21.10328782639365,)
21,(20.913809469261498,)
34,(20.89654617420378,)
36,(20.76942082417851,)
136,(20.35101413174511,)
222,(19.34687065341717,)
336,(18.6279058929623,)
516,(17.428913050090518,)
638,(17.371648383179643,)
808,(17.360149823568676,)
832,(17.289809547485756,)
876,(17.197345948100192,)
906,(17.109226232478594,)
924,(16.68997581361162,)
1010,(16.657558546001372,)
1060,(16.58334049991425,)
1082,(16.484708192613578,)
1104,(16.334705494347524,)
1110,(16.286314367293418,)
1163,(16.09117301738603,)
1209,(15.714583770903275,)
1329,(15.562044539556819,)
1360,(15.518165130425878,)
1456,(15.497177681099897,)
1468,(15.38383193001359,)
1476,(15.290008664500574,)
1525,(15.279861729483427,)
1562,(15.186968186491764,)
1614,(15.004235249418961,)
1640,(14.95859320600234,)
1646,(14.561432067052179,)
1826,(14.53613127444118,)
1830,(14.296698489435359,)
1982,(14.193580661006537,)
2114,(14.042971384098122,)
2129,(13.90402916011976,)
2156,(13.894389646790318,)
2218,(13.62199718096768,)
2298,(13.608716968957442,)
2317,(13.583597827481857,)
2324,(13.550356400141494,)
2340,(13.4352552993841,)
2343,(13.39736420911651,)
2411,(13.341185389621833,)
2425,(13.333030276451044,)
2433,(13.163860297908641,)
2451,(13.133616163735754,)
2474,(13.115612555030687,)
2531,(13.053292749694773,)
2553,(12.997998235991679,)
2559,(12.98174530174743,)
2588,(12.861093018095039,)
2619,(12.701156241844972,)
2785,(12.348094056954796,)
2854,(12.31204569721865,)
2881,(12.281260526299555,)
2963,(12.203968261675374,)
2996,(12.170522638560167,)
3017,(12.095899887704842,)
3056,(11.848471062875568,)
3093,(11.684824003110288,)
3178,(11.417693225223864,)
3191,(11.33024067249086,)
3365,(11.275737479170168,)
3479,(11.245035104097084,)
3529,(11.217043618503599,)
3584,(11.210553572900434,)
3647,(11.142802790649494,)
3691,(11.058803582281442,)
3714,(11.005134072316821,)
3738,(10.916174300117264,)
3858,(10.910431795625472,)
3860,(10.90839675385346,)
3866,(10.884215147926986,)
3896,(10.882688156160642,)
3897,(10.859995970563132,)
3919,(10.805770088473793,)
3956,(10.777148601968182,)
4004,(10.69805042878677,)
4038,(10.607447046696526,)
4040,(10.42969650521869,)
4093,(10.407257696583292,)
4108,(10.339811775438974,)
4171,(10.324071386128692,)
4241,(10.303374182477475,)
4242,(10.275050414281695,)
4307,(10.174087637716747,)
4374,(10.093398943153874,)
4398,(10.003516012719604,)
4446,(9.955910073743647,)
4462,(9.8812250721235,)
4609,(9.785661298941099,)
4657,(9.73292737450086,)
4698,(9.667207648564442,)
4748,(9.660352082308183,)
4878,(9.634363206213418,)
4929,(9.539034366181887,)
5134,(9.396613595686631,)
5382,(9.382408822933705,)
5450,(9.379976261467242,)
5486,(9.30186598522532,)
5633,(9.267951803139608,)
5708,(9.225716746923506,)
5723,(9.194177916322786,)
5794,(9.166323241000745,)
5836,(9.147320969927753,)
5842,(9.124286093443802,)
5875,(9.052149133618244,)
5928,(9.002105410222368,)
6065,(8.818699208577994,)
6101,(8.684348184725016,)
6361,(8.658466108397397,)
6430,(8.614975289622015,)
6439,(8.607157397811854,)
6450,(8.538744188917404,)
6524,(8.50066612946375,)
6538,(8.476347103280867,)
6574,(8.416040342273131,)
6596,(8.397313851431322,)
6615,(8.348704437023017,)
6693,(8.341497877419114,)
6772,(8.34008411976334,)
6808,(8.334310180199438,)
6827,(8.209856677849558,)
7001,(8.11716747181102,)
7136,(8.001786792875592,)
7248,(7.991428090174711,)
7259,(7.968185319000741,)
7260,(7.846869666273653,)
7265,(7.837138251879833,)
7439,(7.821431319841158,)
7476,(7.8164235285926935,)
7485,(7.771731497094345,)
7516,(7.757824108831306,)
7597,(7.75072242398188,)
7634,(7.617750600582007,)
7791,(7.606320403810479,)
7897,(7.603432988681741,)
7924,(7.57223972663,)
7929,(7.566328205156872,)
7956,(7.514510865680034,)
8096,(7.512931980004311,)
8115,(7.500242725493514,)
8133,(7.4452345876937756,)
