Evaluations,Fitness
1,(np.float64(69.74115621627111),)
2,(np.float64(66.20670265818353),)
6,(np.float64(24.114151118984374),)
7,(np.float64(19.757539558880723),)
8,(np.float64(14.84214512017697),)
15,(np.float64(4.159703605239435),)
16,(np.float64(3.298141771359151),)
55,(np.float64(2.0205237191229948),)
75,(np.float64(1.588043991417745),)
209,(np.float64(1.5773465268809979),)
227,(np.float64(1.5217470298472033),)
243,(np.float64(1.0106589935506864),)
324,(np.float64(0.40449904643834245),)
494,(np.float64(0.40364327934677036),)
691,(np.float64(0.3979421406113808),)
1047,(np.float64(0.3978928382581355),)
1289,(np.float64(0.3978873867630135),)
1547,(np.float64(0.39788736467455443),)
1583,(np.float64(0.3978873598492587),)
1663,(np.float64(0.39788735830497046),)
1684,(np.float64(0.3978873582256739),)
1697,(np.float64(0.3978873579355824),)
1781,(np.float64(0.3978873578542945),)
1802,(np.float64(0.39788735775480255),)
1836,(np.float64(0.3978873577477433),)
1888,(np.float64(0.3978873577445654),)
1901,(np.float64(0.3978873577359838),)
1925,(np.float64(0.39788735773227124),)
1946,(np.float64(0.39788735773181116),)
1953,(np.float64(0.3978873577315891),)
1972,(np.float64(0.39788735773124806),)
1979,(np.float64(0.3978873577299318),)
2042,(np.float64(0.39788735772986783),)
2080,(np.float64(0.3978873577297666),)
2133,(np.float64(0.3978873577297559),)
2152,(np.float64(0.3978873577297488),)
2161,(np.float64(0.39788735772973993),)
2217,(np.float64(0.39788735772973816),)
