Evaluations,Fitness
1,(np.float64(401.974262742356),)
3,(np.float64(359.3817838917196),)
4,(np.float64(333.47020903069057),)
6,(np.float64(292.1420321227411),)
7,(np.float64(271.7348201355704),)
28,(np.float64(270.0656122094736),)
41,(np.float64(16.27591680969719),)
53,(np.float64(8.136502721592617),)
71,(np.float64(7.832518196203193),)
81,(np.float64(3.7247105422786744),)
86,(np.float64(1.051580384853065),)
91,(np.float64(1.0303419297801342),)
166,(np.float64(1.0212615586071736),)
201,(np.float64(0.9980420201890255),)
222,(np.float64(0.9980266078137303),)
250,(np.float64(0.9980041672654778),)
288,(np.float64(0.9980038525943445),)
338,(np.float64(0.998003839237692),)
375,(np.float64(0.9980038388888917),)
382,(np.float64(0.9980038384461183),)
384,(np.float64(0.9980038378643513),)
477,(np.float64(0.9980038377989097),)
565,(np.float64(0.9980038377980618),)
581,(np.float64(0.9980038377947906),)
604,(np.float64(0.9980038377946681),)
734,(np.float64(0.9980038377945684),)
741,(np.float64(0.9980038377944549),)
826,(np.float64(0.9980038377944525),)
857,(np.float64(0.9980038377944522),)
887,(np.float64(0.998003837794452),)
910,(np.float64(0.9980038377944509),)
945,(np.float64(0.9980038377944505),)
1087,(np.float64(0.9980038377944502),)
1105,(np.float64(0.99800383779445),)
1203,(np.float64(0.9980038377944498),)
1996,(np.float64(0.9980038377944496),)
