Evaluations,Fitness
1,(499.99131057179807,)
2,(499.92580141474025,)
3,(495.761945493012,)
4,(495.0491997286201,)
14,(482.13764979528486,)
15,(481.1409307097846,)
21,(63.54656591859079,)
25,(45.53767238305909,)
52,(16.453668527525213,)
122,(14.785346097999296,)
128,(9.823564251237089,)
221,(6.933087663648088,)
383,(4.950779618631923,)
520,(4.9504915407881205,)
600,(4.291629524377044,)
739,(3.9742309533110567,)
782,(3.968857846628959,)
1142,(3.9686027681341565,)
1592,(3.968545614577421,)
1680,(3.9682501373470394,)
3138,(3.968250120652883,)
4615,(3.9682501062851245,)
5428,(2.9826922530771167,)
5894,(2.9821282955203157,)
6195,(2.9821197792306626,)
6328,(2.9821053530996893,)
7670,(2.9821052185126717,)
8655,(2.9821052126231766,)
12074,(2.9821052034666002,)
14101,(2.982105170698907,)
