Evaluations,Fitness
1,(3891164.436450698,)
2,(1520362.0710454995,)
22,(783788.6690698762,)
50,(587448.2374375783,)
117,(560545.618495952,)
151,(534035.5868709658,)
263,(421684.5483556497,)
329,(416970.33885505225,)
659,(379510.2590429468,)
669,(356990.06389734417,)
670,(315067.5112342542,)
753,(302431.7503854426,)
820,(270679.1644855546,)
866,(267696.353273072,)
977,(153831.94024965868,)
1165,(133320.03524137495,)
1307,(114870.89800138105,)
1671,(88479.6006897547,)
1838,(87333.68447254518,)
1887,(76505.70724731413,)
2019,(64845.372279102805,)
2020,(54840.19256628744,)
2210,(51681.08400516896,)
2553,(39659.959265918136,)
3076,(37000.927194769545,)
3217,(36308.458949819586,)
3336,(35229.08579016608,)
3499,(34219.37099884924,)
3608,(31866.845172157384,)
3838,(31200.16121061853,)
4034,(30968.890339148486,)
4221,(29395.50403676404,)
4398,(29035.246756823577,)
4414,(27680.6341276851,)
4538,(26891.927283189376,)
4967,(25394.96446754734,)
5131,(25024.195435329635,)
5229,(24828.741673324574,)
5367,(24562.049198498302,)
5401,(24133.996503363167,)
5500,(23754.49590517293,)
5532,(23103.616173318023,)
5905,(22934.86032693045,)
6020,(22804.745282570515,)
6031,(21896.305882097262,)
6288,(21838.945658370994,)
6292,(21712.734435078997,)
6304,(21677.475518405234,)
6322,(21445.909322817606,)
6328,(20861.90389778168,)
6674,(20821.065533189205,)
6706,(20756.616827785056,)
6749,(20233.790533800326,)
6806,(20095.299460980164,)
6952,(20066.523940796727,)
7030,(19111.34202236888,)
7262,(19013.921362659254,)
7296,(18933.668195453243,)
7317,(18832.47719535185,)
7520,(18734.676232671085,)
7540,(18397.42766315475,)
7742,(18196.665963324565,)
7789,(18085.939386800816,)
7882,(18022.49013160198,)
7960,(17737.482301981974,)
8240,(17638.38287564367,)
8258,(17235.497975888826,)
8265,(17071.57502388335,)
8415,(16858.595670456,)
8577,(16806.049454259264,)
8706,(16658.213338307894,)
8747,(16622.419983287542,)
8771,(16576.28346172442,)
8821,(16510.887309498143,)
8830,(16490.122674250953,)
8988,(16469.84914372316,)
9027,(16304.370881168286,)
9094,(16293.885784480706,)
9115,(16190.978434968902,)
9177,(16117.097285115138,)
9204,(15981.442794879313,)
9241,(15926.552990619846,)
9314,(15766.085011880614,)
9341,(15736.325093669124,)
9394,(15563.243299671693,)
9414,(15446.517443292332,)
9609,(15330.580828013304,)
9610,(15293.067129052117,)
9662,(14939.992954439984,)
9813,(14934.54938709469,)
9870,(14896.448290310744,)
9885,(14776.822312593506,)
9901,(14689.391482740297,)
9998,(14645.33892970479,)
10004,(14593.052958550861,)
10100,(14583.339881884609,)
10135,(14476.883822065993,)
10187,(14418.498615416725,)
10222,(14302.28630649091,)
10257,(14270.836592390684,)
10258,(14265.888142155274,)
10277,(14150.73096852948,)
10453,(14083.91196173994,)
10518,(14032.301465203105,)
10554,(13996.145124980814,)
10583,(13941.485799007396,)
10607,(13795.890911440596,)
10637,(13745.710902022702,)
10707,(13725.505164619886,)
10813,(13655.61322551216,)
10895,(13627.300437698035,)
10914,(13475.282786581934,)
10939,(13375.933916262356,)
10951,(13364.750292350187,)
11008,(13333.74533464671,)
11129,(13223.210180539081,)
11151,(13178.545446845103,)
11227,(13155.966265364621,)
11237,(13099.797972382283,)
11301,(13041.033532213425,)
11368,(12991.232394585551,)
11464,(12981.205614222552,)
11488,(12972.17061543673,)
11618,(12840.596958090588,)
11730,(12780.502017666115,)
11792,(12752.816981956572,)
11845,(12671.857829566587,)
11921,(12650.701488502493,)
11986,(12560.763007964877,)
11989,(12458.653331565358,)
12024,(12415.21893041952,)
12189,(12391.244269297078,)
12198,(12356.73701839753,)
12252,(12321.070719999576,)
12302,(12266.0184705014,)
12312,(12179.177230126506,)
12364,(12108.129665100922,)
12381,(12081.820318963286,)
12404,(11975.825504859054,)
12447,(11942.70349908834,)
12450,(11906.663930376411,)
12491,(11871.358854360094,)
12700,(11861.190505195775,)
12764,(11849.490185293975,)
12767,(11778.650526502439,)
12817,(11761.160272788706,)
12846,(11752.134312872146,)
12930,(11647.770988001104,)
12941,(11647.56822272132,)
12997,(11590.671704063776,)
13120,(11570.028880340758,)
13130,(11526.942997565851,)
13173,(11356.537859566799,)
13297,(11312.917455387138,)
13395,(11305.840846049778,)
13420,(11228.472958970637,)
13741,(11213.153398835324,)
13742,(11194.70849904549,)
13745,(10981.969227379417,)
13834,(10946.300106949331,)
13849,(10933.94641663516,)
13852,(10909.273775016236,)
13887,(10884.594756498473,)
13889,(10818.034733568957,)
13940,(10788.623884532524,)
13972,(10776.846492354774,)
13977,(10735.064184839242,)
13982,(10729.013646072231,)
14002,(10726.591596329154,)
14024,(10668.962232877184,)
14183,(10573.652794441274,)
14211,(10562.057564767738,)
14282,(10555.314850952902,)
14430,(10427.397508702035,)
14514,(10401.565010227507,)
14581,(10281.700586253823,)
14671,(10194.675061116131,)
14678,(10183.714528852443,)
14693,(10171.032841865177,)
14712,(10092.917836514445,)
14802,(10071.256438274546,)
14814,(10053.780228284362,)
14852,(10011.184561498738,)
14903,(10004.038353617987,)
