Evaluations,Fitness
1,(np.float64(1325.0934245955386),)
14,(np.float64(1213.7957715694033),)
31,(np.float64(1125.6553502723134),)
36,(np.float64(1121.5506919394275),)
45,(np.float64(1086.6807071222104),)
57,(np.float64(1054.7676619157066),)
75,(np.float64(1039.1061449935985),)
94,(np.float64(1019.0382912847805),)
140,(np.float64(971.4756378578866),)
165,(np.float64(960.0881844510511),)
217,(np.float64(941.557800284178),)
246,(np.float64(894.7899183428715),)
277,(np.float64(860.6611715146455),)
4328,(np.float64(857.0250646043187),)
5102,(np.float64(851.5557751778592),)
5609,(np.float64(842.9483417731058),)
5736,(np.float64(824.2047171733576),)
6885,(np.float64(795.4911343037718),)
7179,(np.float64(790.9391659742261),)
7814,(np.float64(752.5007521529361),)
10212,(np.float64(729.7597649550431),)
