% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=884543, Fri May  9 18:53:57 2025, <python>{}</python>
1 30 0.5736794107449491 1 0 0.4380616007967609 0.6622496261080342 0.6666444448148106
2 60 0.5845496581550901 1 0 0.40742541919993436 0.6622496261080342 0.6666444448148106
3 90 0.5973430113984726 1 0 0.3729250379520621 0.6622496261080342 0.6666444448148106
4 120 0.5168686434670398 1 0 0.3729250379520621 0.6622496261080342 0.6666444448148106
5 150 0.48800190176353136 1 0 0.3729250379520621 0.6622496261080342 0.6666444448148106
6 180 0.5964195535236961 1 0 0.3729250379520621 0.6622496261080342 0.6666444448148106
7 210 0.6679437193447486 1 0 0.33066171663291016 0.6622496261080342 0.6666444448148106
8 240 0.6440241940314102 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
9 270 0.5616532967914626 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
10 300 0.46529524416624835 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
11 330 0.5360961345362116 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
12 360 0.4568298423589751 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
13 390 0.4712331028719035 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
14 420 0.4318650437116208 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
15 450 0.48069032147603935 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
16 480 0.38033335550673597 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
17 510 0.32436947288410106 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
18 540 0.29725094499314425 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
19 570 0.2805010957598869 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
20 600 0.2751534777709853 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
21 630 0.26488869120080366 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
22 660 0.24061614559043942 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
23 690 0.23221951757828804 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
24 720 0.18528628398847213 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
25 750 0.14928388572864987 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
26 780 0.1255699329510653 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
27 810 0.12537397124066293 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
28 840 0.11105005816555068 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
29 870 0.08850973571684317 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
30 900 0.08039993264821049 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
31 930 0.07517183782915195 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
32 960 0.0632197876110249 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
33 990 0.06147746292916257 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
34 1020 0.051685737027691296 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
35 1050 0.054362960116647915 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
36 1080 0.0455856307523777 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
37 1110 0.03948790944903995 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
38 1140 0.03701234871381347 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
39 1170 0.03234764716701116 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
40 1200 0.033840219278472375 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
41 1230 0.029195639248856993 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
42 1260 0.02911376718571617 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
43 1290 0.025806651870411618 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
44 1320 0.021063437219516756 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
45 1350 0.01821213314372921 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
46 1380 0.015979194941404203 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
47 1410 0.015115315205461598 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
48 1440 0.013807670042001698 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
49 1470 0.012072793417745567 1 0 0.3300777572344565 0.6622496261080342 0.6666444448148106
